,Div,Date,HomeTeam,AwayTeam,AVG_FTHG,AVG_HS,AVG_HST,AVG_HF,AVG_HC,AVG_HY,AVG_HR,AVG_FTAG,AVG_AS,AVG_AST,AVG_AF,AVG_AC,AVG_AY,AVG_AR
164,I1,2018-05-20 00:00:00,Lazio,Inter,2.1,17.8,6.8,10.6,7.6,1.7,0.3,1.7,12.8,4.9,11.8,6.4,1.8,0.0
165,I1,2018-05-20 00:00:00,Chievo,Benevento,0.9,7.7,3.6,13.3,3.7,2.3,0.2,0.6,8.0,1.8,13.7,2.5,2.4,0.4
166,I1,2018-05-19 00:00:00,Juventus,Verona,2.5,14.8,5.8,11.0,4.7,1.5,0.0,0.9,7.4,2.1,13.8,3.2,2.3,0.2
167,I1,2018-05-13 00:00:00,Verona,Udinese,0.9,8.9,2.5,14.8,4.6,2.4,0.1,1.0,10.1,2.7,15.4,4.3,1.8,0.1
168,I1,2018-05-13 00:00:00,Atalanta,Milan,1.2,16.2,4.6,13.4,7.2,2.3,0.1,1.2,12.7,5.2,12.6,5.9,2.5,0.4
169,I1,2018-05-13 00:00:00,Fiorentina,Cagliari,1.3,18.3,5.0,14.1,6.8,2.7,0.2,1.0,7.8,3.0,15.4,3.5,3.5,0.3
170,I1,2018-05-13 00:00:00,Crotone,Lazio,1.1,10.8,4.6,14.2,4.1,1.4,0.0,2.1,13.8,5.5,12.6,6.0,2.7,0.2
171,I1,2018-05-13 00:00:00,Bologna,Chievo,1.4,8.8,4.3,11.5,3.2,1.9,0.0,0.9,9.8,3.4,13.7,4.0,2.4,0.0
172,I1,2018-05-13 00:00:00,Sampdoria,Napoli,1.6,11.9,3.9,10.5,5.0,1.7,0.0,1.4,12.8,4.9,9.9,5.6,2.1,0.1
173,I1,2018-05-13 00:00:00,Roma,Juventus,1.3,16.4,5.2,11.0,6.2,1.2,0.2,1.6,12.2,4.6,10.7,5.8,2.2,0.0
174,I1,2018-05-13 00:00:00,Torino,Spal,1.7,12.5,6.0,15.2,4.2,2.2,0.1,1.0,8.9,3.5,12.5,4.9,3.0,0.1
175,I1,2018-05-10 00:00:00,Torino,Frosinone,1.5,12.4,5.6,16.1,4.6,2.1,0.1,0.8,9.7,2.5,14.4,4.4,2.7,0.3
176,I1,2018-05-05 00:00:00,Juventus,Bologna,2.6,14.7,5.5,10.5,4.3,1.7,0.0,0.9,8.6,2.7,12.7,3.9,3.2,0.2
177,I1,2018-05-05 00:00:00,Milan,Verona,1.2,17.2,5.7,11.7,7.2,1.6,0.0,0.8,7.6,2.2,14.1,3.2,2.1,0.2
178,I1,2018-05-02 00:00:00,Lazio,Genoa,2.2,17.5,7.1,10.2,6.9,1.2,0.1,0.8,8.4,2.8,14.3,4.9,2.3,0.1
179,I1,2018-05-01 00:00:00,Fiorentina,Inter,1.3,18.1,5.7,14.0,6.1,3.0,0.1,1.4,12.9,4.7,12.3,7.0,1.6,0.0
180,I1,2018-05-01 00:00:00,Chievo,Udinese,0.8,7.0,3.2,12.9,3.7,2.4,0.4,0.9,10.0,2.6,14.2,4.4,1.8,0.1
181,I1,2018-04-29 00:00:00,Fiorentina,Napoli,1.3,17.6,5.9,14.2,5.6,2.9,0.1,1.3,13.4,4.7,9.9,5.9,2.1,0.1
182,I1,2018-04-29 00:00:00,Atalanta,Genoa,1.1,14.7,4.4,12.3,7.7,1.7,0.0,0.6,8.3,2.7,14.3,5.2,2.4,0.1
183,I1,2018-04-29 00:00:00,Benevento,Udinese,1.4,15.7,6.6,13.2,5.6,2.4,0.2,1.0,9.8,2.9,13.8,3.9,2.0,0.1
184,I1,2018-04-29 00:00:00,Crotone,Sassuolo,1.1,11.3,4.8,14.9,4.2,1.6,0.0,1.2,13.0,4.6,12.6,4.5,2.6,0.3
185,I1,2018-04-29 00:00:00,Verona,Spal,1.0,8.8,2.6,14.5,4.7,2.6,0.1,1.0,8.9,3.5,12.9,4.8,2.8,0.1
186,I1,2018-04-29 00:00:00,Sampdoria,Cagliari,2.0,11.6,4.3,10.6,4.8,1.8,0.0,1.1,6.8,3.1,15.6,3.3,3.6,0.4
187,I1,2018-04-29 00:00:00,Bologna,Milan,1.4,9.3,4.3,11.6,3.8,2.0,0.0,1.2,13.5,5.3,12.3,5.2,2.0,0.3
188,I1,2018-04-29 00:00:00,Torino,Lazio,1.3,11.7,4.8,15.3,4.8,1.9,0.1,2.1,13.4,5.1,12.0,5.5,2.6,0.2
189,I1,2018-04-28 00:00:00,Inter,Juventus,2.6,15.5,6.0,11.1,7.8,1.7,0.1,1.9,12.6,5.2,10.3,6.2,2.1,0.0
190,I1,2018-04-28 00:00:00,Roma,Chievo,1.4,17.5,5.4,10.8,6.8,1.0,0.1,0.8,9.7,3.1,13.8,3.4,2.1,0.1
191,I1,2018-04-23 00:00:00,Genoa,Verona,1.2,13.2,3.7,16.3,6.5,2.2,0.0,0.9,7.9,2.3,14.2,3.2,2.4,0.3
192,I1,2018-04-22 00:00:00,Udinese,Crotone,0.8,12.8,4.1,14.4,4.7,2.1,0.2,0.9,9.6,2.2,10.4,2.9,2.6,0.1
193,I1,2018-04-22 00:00:00,Chievo,Inter,0.9,8.0,3.4,13.6,3.9,2.6,0.4,1.6,12.6,4.7,12.7,7.0,1.5,0.0
194,I1,2018-04-22 00:00:00,Atalanta,Torino,0.9,15.9,4.4,11.6,8.1,1.4,0.0,1.7,12.6,4.2,18.0,4.4,1.7,0.1
195,I1,2018-04-22 00:00:00,Juventus,Napoli,2.7,14.8,5.5,10.9,4.3,1.6,0.0,1.6,14.2,5.0,9.7,6.1,1.7,0.0
196,I1,2018-04-22 00:00:00,Lazio,Sampdoria,2.6,17.1,7.7,10.0,6.3,1.3,0.1,0.9,11.4,4.2,10.3,5.6,2.5,0.0
197,I1,2018-04-22 00:00:00,Cagliari,Bologna,0.8,11.3,3.0,16.9,5.6,2.8,0.3,1.1,9.2,2.9,12.5,4.1,3.0,0.2
198,I1,2018-04-21 00:00:00,Spal,Roma,0.8,9.2,2.3,12.4,4.7,3.4,0.3,1.6,14.5,5.2,11.2,5.4,1.4,0.1
199,I1,2018-04-21 00:00:00,Sassuolo,Fiorentina,1.1,12.7,4.4,14.7,5.3,3.3,0.2,1.2,15.3,4.6,15.2,5.2,3.0,0.2
200,I1,2018-04-21 00:00:00,Milan,Benevento,0.8,16.6,5.1,12.9,7.2,1.7,0.0,0.6,7.6,1.8,14.0,2.4,2.7,0.5
201,I1,2018-04-18 00:00:00,Fiorentina,Lazio,1.0,17.0,5.3,13.8,5.7,2.8,0.1,2.2,12.8,5.0,12.0,5.1,2.4,0.2
202,I1,2018-04-18 00:00:00,Roma,Genoa,1.0,17.0,4.9,10.8,7.0,1.0,0.0,0.6,8.1,3.1,15.2,4.7,2.6,0.1
203,I1,2018-04-18 00:00:00,Benevento,Atalanta,1.1,15.4,6.1,13.7,5.5,2.2,0.1,2.1,13.6,5.8,15.2,4.5,2.0,0.1
204,I1,2018-04-18 00:00:00,Napoli,Udinese,2.7,17.8,8.2,10.4,6.4,1.4,0.1,1.0,9.1,2.8,13.5,3.8,2.1,0.1
205,I1,2018-04-18 00:00:00,Spal,Chievo,1.0,10.5,3.0,12.8,5.3,3.3,0.3,0.8,9.8,3.1,13.9,3.3,2.2,0.1
206,I1,2018-04-18 00:00:00,Sampdoria,Bologna,1.8,11.7,4.6,11.1,4.8,2.0,0.0,1.1,9.7,2.9,12.5,4.5,2.9,0.2
207,I1,2018-04-18 00:00:00,Verona,Sassuolo,1.0,9.0,2.4,14.4,5.1,2.8,0.1,1.2,12.4,4.1,13.1,4.4,2.7,0.3
208,I1,2018-04-18 00:00:00,Torino,Milan,1.8,12.8,5.5,16.0,5.2,1.8,0.1,1.4,14.3,5.3,12.1,5.2,2.2,0.3
209,I1,2018-04-18 00:00:00,Crotone,Juventus,0.9,11.1,4.4,14.9,4.1,1.4,0.0,1.8,12.6,5.1,10.2,5.5,2.1,0.0
210,I1,2018-04-17 00:00:00,Inter,Cagliari,2.6,16.4,6.3,12.5,8.5,1.6,0.0,1.0,6.5,2.9,15.6,3.2,3.2,0.3
211,I1,2018-04-15 00:00:00,Sassuolo,Benevento,1.1,13.0,4.3,14.1,5.5,2.7,0.3,0.5,9.1,2.2,14.8,3.2,2.5,0.4
212,I1,2018-04-15 00:00:00,Fiorentina,Spal,0.8,18.3,5.6,12.9,6.5,2.7,0.0,0.7,8.1,3.1,13.0,4.3,2.9,0.1
213,I1,2018-04-15 00:00:00,Milan,Napoli,0.8,16.3,5.2,13.0,7.3,1.5,0.1,1.6,13.9,5.0,8.7,6.5,1.7,0.0
214,I1,2018-04-15 00:00:00,Bologna,Verona,1.3,8.4,3.7,11.1,3.4,2.2,0.0,1.0,8.2,2.8,14.7,3.6,2.3,0.3
215,I1,2018-04-15 00:00:00,Lazio,Roma,2.6,17.5,7.4,10.1,6.5,1.3,0.1,1.3,14.4,4.8,11.4,5.6,1.6,0.1
216,I1,2018-04-15 00:00:00,Juventus,Sampdoria,2.8,16.2,6.1,10.9,4.4,1.5,0.0,0.9,12.1,4.2,10.5,5.6,2.5,0.1
217,I1,2018-04-14 00:00:00,Atalanta,Inter,1.0,15.0,4.2,10.2,7.5,1.4,0.0,1.6,13.2,4.6,12.7,6.7,1.6,0.0
218,I1,2018-04-14 00:00:00,Cagliari,Udinese,1.0,11.2,3.5,16.7,5.5,2.7,0.3,1.1,8.2,2.9,13.7,3.4,2.2,0.1
219,I1,2018-04-14 00:00:00,Chievo,Torino,1.2,8.0,3.7,14.1,3.7,2.5,0.4,1.6,12.1,4.1,18.4,4.6,1.8,0.2
220,I1,2018-04-14 00:00:00,Genoa,Crotone,1.1,12.1,3.3,15.8,5.8,2.1,0.0,0.7,8.8,2.2,10.6,2.5,2.7,0.1
221,I1,2018-04-11 00:00:00,Chievo,Sassuolo,1.4,8.6,4.0,14.9,3.5,2.3,0.3,1.2,12.1,3.8,13.2,4.2,2.6,0.4
222,I1,2018-04-11 00:00:00,Parma,Frosinone,0.9,10.4,4.1,16.6,3.7,2.4,0.3,0.8,9.9,2.3,15.2,4.1,3.0,0.3
223,I1,2018-04-11 00:00:00,Lazio,Spal,2.7,18.1,8.0,10.3,6.4,1.1,0.0,0.9,9.1,3.5,13.3,4.2,3.0,0.1
224,I1,2018-04-11 00:00:00,Bologna,Atalanta,1.4,8.1,3.7,9.9,3.6,2.1,0.1,1.9,13.1,5.2,14.6,5.1,2.0,0.1
225,I1,2018-04-11 00:00:00,Sampdoria,Torino,1.9,12.1,5.2,11.6,5.3,2.2,0.0,1.8,13.0,4.7,18.0,5.0,1.8,0.2
226,I1,2018-04-11 00:00:00,Udinese,Milan,0.9,12.0,3.9,13.8,4.6,1.9,0.2,1.5,15.5,5.4,12.0,5.3,2.1,0.3
227,I1,2018-04-04 00:00:00,Torino,Crotone,1.8,13.5,5.5,14.8,5.1,1.5,0.0,0.7,8.6,2.3,11.1,2.1,2.7,0.1
228,I1,2018-04-04 00:00:00,Milan,Inter,1.0,17.1,5.7,12.9,7.4,1.3,0.1,1.6,13.3,4.6,13.1,7.0,1.5,0.0
229,I1,2018-04-04 00:00:00,Chievo,Sassuolo,1.5,9.4,4.2,14.1,3.3,2.0,0.2,1.1,12.9,3.7,13.4,4.7,2.5,0.4
230,I1,2018-04-04 00:00:00,Benevento,Verona,1.1,15.7,6.2,13.7,5.1,2.2,0.1,1.0,8.2,2.8,14.4,3.3,2.2,0.4
231,I1,2018-04-02 00:00:00,Cagliari,Spal,0.9,11.3,3.6,17.2,5.4,2.7,0.3,0.9,10.0,3.7,14.9,4.6,2.8,0.1
232,I1,2018-04-02 00:00:00,Benevento,Napoli,0.8,15.1,5.2,13.4,4.4,2.2,0.1,1.9,14.3,5.2,8.6,6.1,1.6,0.0
233,I1,2018-04-02 00:00:00,Bologna,Fiorentina,1.4,7.9,3.5,10.4,4.5,2.2,0.1,1.5,16.1,5.2,15.0,5.5,2.7,0.1
234,I1,2018-04-02 00:00:00,Verona,Roma,1.0,9.5,2.4,13.7,5.3,2.7,0.1,1.6,14.9,5.2,11.3,5.8,1.7,0.1
235,I1,2018-04-02 00:00:00,Atalanta,Chievo,1.1,14.8,4.2,9.9,7.6,1.1,0.0,0.8,10.1,3.3,13.0,3.9,2.0,0.1
236,I1,2018-04-02 00:00:00,Juventus,Sassuolo,2.7,17.0,6.7,10.9,4.8,1.6,0.0,1.1,13.1,3.9,13.7,4.8,2.6,0.2
237,I1,2018-04-02 00:00:00,Udinese,Milan,1.1,12.0,3.9,14.6,4.3,2.2,0.1,1.5,15.8,5.1,11.9,5.1,1.9,0.3
238,I1,2018-03-31 00:00:00,Lazio,Benevento,2.4,18.3,7.6,10.3,6.9,1.1,0.1,0.3,9.7,2.2,13.7,3.8,2.3,0.4
239,I1,2018-03-31 00:00:00,Chievo,Sampdoria,1.7,11.0,4.8,12.7,3.6,1.8,0.2,0.9,13.0,4.4,10.5,5.5,2.6,0.1
240,I1,2018-03-31 00:00:00,Cagliari,Torino,0.7,11.8,3.5,17.1,5.4,2.4,0.4,1.5,13.1,4.5,17.7,5.8,1.8,0.2
241,I1,2018-03-31 00:00:00,Atalanta,Udinese,1.3,14.7,4.5,9.5,7.1,1.1,0.0,1.0,8.4,3.2,14.0,3.4,2.1,0.1
242,I1,2018-03-31 00:00:00,Bologna,Roma,1.5,8.5,3.3,11.3,4.3,2.2,0.1,1.7,14.7,4.7,12.0,5.7,1.6,0.0
243,I1,2018-03-31 00:00:00,Juventus,Milan,2.4,17.6,6.7,11.7,4.9,1.7,0.0,1.5,14.9,4.9,12.7,4.8,2.1,0.3
244,I1,2018-03-31 00:00:00,Fiorentina,Crotone,1.1,17.3,5.6,12.8,6.1,2.7,0.0,0.7,8.2,2.3,11.3,2.4,2.8,0.1
245,I1,2018-03-31 00:00:00,Genoa,Spal,1.0,12.2,3.5,15.2,6.3,2.3,0.0,1.0,9.6,3.6,14.6,4.5,2.6,0.1
246,I1,2018-03-31 00:00:00,Sassuolo,Napoli,0.9,13.5,4.3,13.9,5.8,2.4,0.3,1.8,14.2,5.3,8.9,5.8,1.8,0.0
247,I1,2018-03-31 00:00:00,Inter,Verona,2.4,15.2,5.8,12.8,7.6,1.5,0.0,1.0,8.4,2.8,13.0,3.4,2.3,0.4
248,I1,2018-03-18 00:00:00,Crotone,Roma,1.0,11.9,4.5,15.2,4.1,1.3,0.0,1.7,14.4,4.6,12.9,5.0,1.8,0.1
249,I1,2018-03-18 00:00:00,Lazio,Bologna,2.1,16.6,6.5,10.1,6.5,1.2,0.1,1.1,9.2,2.7,12.8,4.2,3.0,0.3
250,I1,2018-03-18 00:00:00,Verona,Atalanta,1.0,9.5,2.5,12.8,5.2,2.6,0.1,1.8,14.0,5.7,14.8,5.3,2.1,0.1
251,I1,2018-03-18 00:00:00,Napoli,Genoa,2.3,17.2,7.6,10.6,6.1,1.4,0.1,0.5,8.9,3.2,16.6,4.9,2.8,0.1
252,I1,2018-03-18 00:00:00,Sampdoria,Inter,1.8,12.4,5.0,11.8,6.0,2.1,0.0,1.7,13.0,4.7,13.6,7.7,1.4,0.0
253,I1,2018-03-18 00:00:00,Milan,Chievo,1.2,17.8,6.1,13.8,7.6,1.3,0.1,1.0,11.3,3.7,13.2,3.8,2.1,0.1
254,I1,2018-03-18 00:00:00,Benevento,Cagliari,0.8,15.2,5.3,14.0,4.6,2.2,0.1,1.0,7.7,3.4,15.4,3.3,3.2,0.3
255,I1,2018-03-18 00:00:00,Torino,Fiorentina,1.6,14.5,5.6,14.3,5.5,1.8,0.0,1.3,15.6,4.9,14.4,5.3,2.9,0.1
256,I1,2018-03-17 00:00:00,Udinese,Sassuolo,1.2,11.6,3.8,14.4,4.1,2.1,0.1,1.1,14.5,4.0,14.5,5.8,2.5,0.2
257,I1,2018-03-17 00:00:00,Spal,Juventus,1.2,10.2,3.1,12.5,5.1,3.5,0.3,1.9,13.2,5.1,10.5,5.2,2.2,0.0
258,I1,2018-03-14 00:00:00,Juventus,Atalanta,2.2,18.1,6.8,11.8,5.0,1.7,0.0,1.4,13.2,5.1,14.6,5.7,2.4,0.1
259,I1,2018-03-12 00:00:00,Atalanta,Napoli,1.2,14.4,4.0,9.8,7.1,1.3,0.0,2.0,14.7,5.6,9.5,6.0,1.7,0.0
260,I1,2018-03-11 00:00:00,Fiorentina,Roma,1.2,17.3,5.7,12.9,6.0,2.4,0.0,1.6,14.0,4.3,13.2,5.0,1.9,0.1
261,I1,2018-03-11 00:00:00,Inter,Genoa,2.4,15.3,6.2,13.3,7.9,1.6,0.0,0.5,8.9,3.1,17.6,4.9,2.8,0.1
262,I1,2018-03-11 00:00:00,Juventus,Cagliari,2.0,18.5,7.3,12.0,5.0,1.6,0.0,0.9,7.7,3.5,15.8,2.8,3.0,0.3
263,I1,2018-03-04 00:00:00,Atalanta,Sampdoria,1.3,14.4,4.0,10.3,6.2,1.2,0.0,1.0,12.6,4.2,10.9,5.5,2.5,0.1
264,I1,2018-03-04 00:00:00,Udinese,Fiorentina,1.2,11.9,4.0,14.2,3.8,2.4,0.2,1.6,16.3,5.4,13.9,5.6,2.7,0.1
265,I1,2018-03-04 00:00:00,Genoa,Cagliari,1.0,11.8,3.5,14.5,6.2,2.0,0.0,0.9,8.0,3.5,16.2,3.0,3.0,0.3
266,I1,2018-03-03 00:00:00,Napoli,Roma,2.2,16.6,7.6,10.9,5.7,1.6,0.1,1.5,15.3,4.5,12.0,5.7,1.8,0.1
267,I1,2018-03-03 00:00:00,Lazio,Juventus,2.4,15.7,6.8,10.8,6.3,1.1,0.1,2.1,12.9,5.2,9.9,5.1,2.0,0.0
268,I1,2018-03-03 00:00:00,Spal,Bologna,1.2,11.1,3.4,12.2,5.5,3.1,0.3,1.1,9.2,2.6,12.6,4.6,2.8,0.3
269,I1,2018-03-02 00:00:00,Sampdoria,Torino,2.1,13.2,5.3,12.4,6.4,2.1,0.0,1.1,12.4,4.0,17.3,5.4,2.1,0.3
270,I1,2018-03-02 00:00:00,Inter,Crotone,2.2,15.1,5.8,14.3,7.0,2.0,0.0,0.7,8.5,2.3,11.9,2.5,2.4,0.0
271,I1,2018-02-26 00:00:00,Cagliari,Napoli,0.7,12.6,3.6,18.2,5.4,2.7,0.4,2.1,15.9,6.3,9.9,6.0,1.6,0.0
272,I1,2018-02-25 00:00:00,Crotone,Spal,1.0,12.3,4.6,15.2,4.5,1.4,0.0,1.0,9.6,3.4,14.7,4.8,2.6,0.0
273,I1,2018-02-25 00:00:00,Roma,Milan,1.1,17.3,5.1,10.7,6.8,1.0,0.0,1.4,14.5,4.4,12.7,4.9,2.0,0.3
274,I1,2018-02-25 00:00:00,Fiorentina,Chievo,1.3,17.5,6.0,13.1,6.1,2.2,0.0,0.9,12.3,4.2,12.1,3.9,1.8,0.1
275,I1,2018-02-25 00:00:00,Sassuolo,Lazio,0.8,13.6,4.2,13.8,6.0,2.1,0.3,2.1,12.3,4.7,11.9,4.7,2.4,0.1
276,I1,2018-02-25 00:00:00,Verona,Torino,1.0,10.3,3.1,13.4,5.2,2.6,0.1,1.3,12.3,4.3,16.7,5.1,2.2,0.2
277,I1,2018-02-25 00:00:00,Sampdoria,Udinese,2.3,13.2,5.5,12.1,6.1,2.2,0.0,1.1,8.3,3.2,14.9,3.1,2.2,0.1
278,I1,2018-02-24 00:00:00,Inter,Benevento,2.3,15.9,6.3,14.3,7.1,2.1,0.0,0.1,9.7,1.9,13.3,3.7,2.0,0.3
279,I1,2018-02-24 00:00:00,Bologna,Genoa,1.4,8.4,3.4,10.9,4.5,2.4,0.1,0.8,9.9,3.9,17.5,5.0,2.5,0.1
280,I1,2018-02-19 00:00:00,Lazio,Verona,2.5,15.7,6.8,10.1,6.2,1.0,0.1,1.1,8.5,2.9,13.4,3.3,2.4,0.3
281,I1,2018-02-18 00:00:00,Torino,Juventus,1.5,14.0,5.3,15.5,5.3,1.6,0.0,2.6,13.6,5.6,9.7,5.3,2.1,0.1
282,I1,2018-02-18 00:00:00,Bologna,Sassuolo,1.3,9.1,3.3,11.2,4.7,2.6,0.1,1.0,13.7,3.9,14.5,5.3,2.7,0.2
283,I1,2018-02-18 00:00:00,Benevento,Crotone,0.9,15.4,5.5,14.5,4.5,2.3,0.1,0.7,8.1,2.6,13.0,2.4,2.2,0.0
284,I1,2018-02-18 00:00:00,Atalanta,Fiorentina,1.7,14.2,5.0,9.5,5.5,1.0,0.0,1.4,15.7,5.0,14.7,5.1,2.5,0.2
285,I1,2018-02-18 00:00:00,Milan,Sampdoria,1.1,18.1,6.2,13.8,7.6,1.1,0.1,1.0,13.2,4.8,10.9,5.2,2.2,0.1
286,I1,2018-02-18 00:00:00,Napoli,Spal,2.2,16.0,7.1,10.9,5.9,1.6,0.1,0.7,9.5,2.9,14.7,4.9,2.4,0.0
287,I1,2018-02-17 00:00:00,Udinese,Roma,1.6,12.1,4.3,14.3,3.6,2.6,0.2,1.5,16.3,4.7,12.0,6.4,1.6,0.1
288,I1,2018-02-17 00:00:00,Chievo,Cagliari,1.5,11.2,4.5,12.2,3.5,1.6,0.2,0.8,8.3,3.6,16.0,3.2,3.0,0.3
289,I1,2018-02-17 00:00:00,Genoa,Inter,1.0,11.5,3.7,13.3,6.0,1.9,0.0,1.4,12.2,4.2,13.3,7.4,1.5,0.0
290,I1,2018-02-12 00:00:00,Milan,Parma,1.4,17.5,6.4,13.5,7.3,1.1,0.1,0.8,12.0,2.9,15.3,3.5,1.8,0.1
291,I1,2018-02-12 00:00:00,Sassuolo,Udinese,0.8,13.9,4.2,13.5,6.2,2.0,0.2,1.1,7.5,3.0,14.7,3.1,2.1,0.1
292,I1,2018-02-12 00:00:00,Frosinone,Cagliari,0.5,15.1,4.0,16.7,4.7,2.7,0.1,0.9,8.9,3.6,15.8,3.5,3.0,0.3
293,I1,2018-02-12 00:00:00,Chievo,Lazio,1.4,11.8,4.4,12.5,3.4,1.6,0.2,2.1,13.5,4.9,12.1,4.8,2.3,0.0
294,I1,2018-02-12 00:00:00,Torino,Genoa,1.7,14.7,5.3,15.5,5.4,1.7,0.0,0.8,9.5,3.8,18.0,5.0,2.5,0.2
295,I1,2018-02-12 00:00:00,Roma,Inter,1.4,18.5,5.8,10.3,6.7,1.1,0.0,1.4,11.4,3.8,14.5,7.0,1.9,0.0
296,I1,2018-02-11 00:00:00,Napoli,Empoli,2.7,16.8,8.0,10.5,5.7,1.5,0.1,1.0,10.8,4.3,13.5,5.4,2.5,0.0
297,I1,2018-02-09 00:00:00,Atalanta,Cagliari,1.6,14.9,5.3,9.9,5.7,0.9,0.0,0.9,8.5,3.3,16.0,4.0,2.4,0.2
298,I1,2018-02-09 00:00:00,Sassuolo,Genoa,1.0,13.8,4.6,13.2,5.7,2.0,0.2,0.7,9.3,3.9,17.1,4.9,2.3,0.1
299,I1,2018-02-09 00:00:00,Torino,Spal,1.8,13.8,4.8,15.4,5.4,1.5,0.0,0.7,9.7,2.8,15.1,5.6,2.2,0.0
300,I1,2018-02-09 00:00:00,Fiorentina,Udinese,1.3,17.1,5.7,13.7,5.5,2.3,0.0,1.2,8.6,3.4,14.1,3.7,2.0,0.1
301,I1,2018-02-09 00:00:00,Lazio,Frosinone,2.3,14.1,6.3,10.4,5.4,1.3,0.1,0.9,10.3,2.5,15.0,4.2,2.8,0.3
302,I1,2018-02-09 00:00:00,Sampdoria,Napoli,2.5,13.3,5.9,11.9,6.4,2.2,0.0,2.0,15.8,6.6,10.7,6.0,1.8,0.0
303,I1,2018-02-09 00:00:00,Chievo,Empoli,1.4,12.6,4.7,12.2,3.9,1.3,0.2,1.0,10.5,4.2,14.2,4.8,2.4,0.0
304,I1,2018-01-28 00:00:00,Milan,Lazio,1.4,17.1,6.3,14.6,6.7,1.1,0.1,2.2,12.9,4.5,11.8,4.8,2.2,0.0
305,I1,2018-01-28 00:00:00,Napoli,Bologna,2.5,15.9,7.1,11.2,6.6,1.6,0.1,1.2,9.4,3.0,12.0,4.5,2.7,0.2
306,I1,2018-01-28 00:00:00,Torino,Benevento,2.2,14.4,5.0,15.4,5.1,1.6,0.0,0.2,10.5,2.5,12.9,4.2,1.9,0.2
307,I1,2018-01-28 00:00:00,Spal,Inter,1.4,11.0,3.7,11.9,5.1,2.9,0.2,1.3,11.5,3.5,14.6,7.0,2.0,0.0
308,I1,2018-01-28 00:00:00,Roma,Sampdoria,1.3,18.8,5.5,10.4,7.5,1.1,0.0,1.2,13.5,5.1,10.5,5.8,2.3,0.1
309,I1,2018-01-28 00:00:00,Crotone,Cagliari,1.0,11.8,4.6,14.8,4.3,1.7,0.0,0.8,8.6,3.2,15.1,3.7,2.2,0.2
310,I1,2018-01-28 00:00:00,Fiorentina,Verona,1.4,17.2,5.7,14.3,5.1,2.1,0.0,1.3,10.0,3.6,13.9,3.6,2.7,0.4
311,I1,2018-01-28 00:00:00,Genoa,Udinese,1.0,11.5,3.8,13.5,5.1,2.3,0.0,1.3,8.6,3.5,13.6,3.6,2.1,0.1
312,I1,2018-01-27 00:00:00,Chievo,Juventus,1.5,12.2,4.4,13.3,3.9,1.3,0.2,2.8,14.2,5.9,10.2,5.4,2.2,0.1
313,I1,2018-01-27 00:00:00,Sassuolo,Atalanta,0.5,13.6,4.1,13.1,5.8,2.0,0.3,1.5,13.4,5.7,13.4,5.4,1.9,0.0
314,I1,2018-01-24 00:00:00,Sampdoria,Roma,2.7,13.2,6.0,11.7,6.4,2.1,0.0,1.6,15.6,4.5,11.9,6.2,1.7,0.1
315,I1,2018-01-24 00:00:00,Lazio,Udinese,2.2,14.7,6.8,11.3,5.6,1.4,0.1,1.4,9.1,3.7,13.3,4.0,2.2,0.0
316,I1,2018-01-22 00:00:00,Juventus,Genoa,2.0,18.9,7.2,12.0,5.5,1.7,0.0,0.4,9.1,3.4,16.5,4.3,2.2,0.3
317,I1,2018-01-21 00:00:00,Sampdoria,Fiorentina,2.9,13.0,6.4,11.7,6.2,2.3,0.0,1.5,15.9,5.2,14.4,5.6,2.0,0.1
318,I1,2018-01-21 00:00:00,Cagliari,Milan,0.9,13.3,3.9,18.5,5.9,2.8,0.4,1.5,15.4,4.9,13.5,5.5,2.3,0.3
319,I1,2018-01-21 00:00:00,Sassuolo,Torino,0.6,13.9,4.4,13.5,5.6,1.9,0.2,1.5,12.4,4.6,16.1,4.6,2.4,0.3
320,I1,2018-01-21 00:00:00,Udinese,Spal,1.8,12.9,4.6,14.9,4.6,2.4,0.2,0.7,9.8,2.7,13.9,5.1,2.2,0.0
321,I1,2018-01-21 00:00:00,Bologna,Benevento,1.1,9.4,3.1,11.4,5.1,2.8,0.1,0.3,10.2,2.5,13.2,4.1,2.1,0.1
322,I1,2018-01-21 00:00:00,Lazio,Chievo,2.0,15.8,6.6,12.0,6.7,1.6,0.1,0.9,13.3,4.2,11.1,3.5,1.8,0.1
323,I1,2018-01-21 00:00:00,Atalanta,Napoli,1.7,15.9,5.5,9.6,6.3,1.0,0.0,2.3,15.8,6.7,9.5,5.9,1.7,0.0
324,I1,2018-01-21 00:00:00,Verona,Crotone,0.9,10.8,3.1,12.9,4.8,2.5,0.1,0.5,6.4,2.4,13.1,2.0,2.2,0.0
325,I1,2018-01-21 00:00:00,Inter,Roma,2.2,16.4,6.6,13.8,7.3,1.9,0.0,1.6,14.2,4.2,12.3,5.6,1.6,0.1
326,I1,2018-01-12 00:00:00,Sampdoria,Bologna,2.8,12.8,5.8,12.5,6.2,2.2,0.0,1.2,9.2,2.9,12.2,4.8,2.9,0.2
327,I1,2018-01-12 00:00:00,Fiorentina,Juventus,1.4,16.9,6.1,15.0,5.4,2.1,0.0,3.0,14.3,5.9,9.9,5.4,2.3,0.1
