,Div,Date,HomeTeam,AwayTeam,AVG_FTHG,AVG_HS,AVG_HST,AVG_HF,AVG_HC,AVG_HY,AVG_HR,AVG_FTAG,AVG_AS,AVG_AST,AVG_AF,AVG_AC,AVG_AY,AVG_AR
1018,I1,2016-03-04 00:00:00,Udinese,Napoli,0.8,12.9,3.8,13.3,5.8,2.3,0.2,1.6,14.8,5.6,13.0,5.8,1.9,0.2
1019,I1,2016-03-04 00:00:00,Fiorentina,Sampdoria,1.8,15.3,5.2,13.1,6.7,2.3,0.2,0.8,12.1,3.2,15.8,4.3,2.8,0.2
1020,I1,2016-03-04 00:00:00,Genoa,Frosinone,2.2,15.9,5.8,14.0,6.5,1.8,0.3,1.0,12.1,2.7,17.0,5.1,3.3,0.0
1021,I1,2016-03-02 00:00:00,Frosinone,Bologna,1.3,13.4,3.9,16.6,4.9,2.5,0.1,0.6,11.5,3.2,13.3,4.4,2.0,0.3
1022,I1,2016-03-02 00:00:00,Inter,Chievo,1.6,13.3,4.7,13.6,6.2,2.7,0.2,1.0,10.4,2.9,18.0,4.2,2.5,0.2
1023,I1,2016-03-02 00:00:00,Lazio,Napoli,1.8,12.9,3.7,16.6,5.6,2.9,0.4,1.5,15.9,5.8,13.0,5.6,1.8,0.1
1024,I1,2016-03-02 00:00:00,Juventus,Genoa,1.5,16.1,5.5,15.4,4.1,2.6,0.1,0.7,10.9,3.2,18.6,4.1,2.3,0.1
1025,I1,2016-03-02 00:00:00,Palermo,Milan,1.4,13.7,4.1,15.3,5.7,1.8,0.1,1.4,12.1,4.0,16.8,3.7,2.8,0.2
1026,I1,2016-03-02 00:00:00,Empoli,Udinese,1.3,13.1,3.6,11.5,5.0,1.8,0.1,1.2,11.3,4.5,14.8,5.0,2.6,0.1
1027,I1,2016-03-02 00:00:00,Fiorentina,Carpi,1.9,15.1,4.8,13.7,6.3,2.3,0.2,0.8,11.2,3.2,16.9,4.5,2.7,0.2
1028,I1,2016-03-02 00:00:00,Verona,Atalanta,1.2,10.8,4.5,14.4,4.9,2.2,0.1,0.9,9.6,3.0,17.5,3.2,2.5,0.7
1029,I1,2016-03-02 00:00:00,Sampdoria,Torino,1.7,13.8,4.7,14.2,6.1,2.6,0.1,0.9,10.7,4.2,17.8,4.7,3.0,0.0
1030,I1,2016-02-29 00:00:00,Fiorentina,Napoli,1.9,15.3,5.0,14.4,5.7,2.1,0.2,1.5,16.6,5.7,13.1,5.8,2.0,0.1
1031,I1,2016-02-29 00:00:00,Lazio,Sassuolo,2.0,13.5,4.5,16.6,5.8,2.5,0.4,1.5,9.4,3.7,16.1,4.6,2.2,0.3
1032,I1,2016-02-28 00:00:00,Palermo,Bologna,1.6,13.8,4.5,15.3,5.4,1.8,0.1,0.7,10.9,3.3,12.6,4.3,1.7,0.2
1033,I1,2016-02-28 00:00:00,Sampdoria,Frosinone,1.7,14.1,4.7,14.1,6.1,2.4,0.1,1.0,13.2,3.1,17.4,5.2,3.4,0.0
1034,I1,2016-02-28 00:00:00,Udinese,Verona,0.6,13.3,3.5,12.0,6.1,2.0,0.2,0.8,11.4,2.8,16.9,4.3,3.4,0.2
1035,I1,2016-02-28 00:00:00,Chievo,Genoa,0.9,12.5,3.7,15.2,4.2,2.9,0.0,0.7,11.1,3.3,16.7,4.4,2.2,0.3
1036,I1,2016-02-28 00:00:00,Carpi,Atalanta,1.0,11.2,2.7,17.6,4.7,2.5,0.2,1.0,8.8,3.0,17.6,2.9,2.6,0.7
1037,I1,2016-02-28 00:00:00,Juventus,Inter,1.6,16.9,6.3,14.9,4.2,2.7,0.0,1.1,12.5,3.5,14.1,5.5,2.5,0.4
1038,I1,2016-02-27 00:00:00,Empoli,Roma,1.2,12.2,3.3,11.6,4.7,1.7,0.1,1.5,14.0,4.7,14.1,5.3,2.9,0.3
1039,I1,2016-02-27 00:00:00,Milan,Torino,2.2,18.0,6.0,14.2,6.6,1.8,0.1,0.9,10.3,4.1,17.7,4.4,2.9,0.0
1040,I1,2016-02-22 00:00:00,Napoli,Milan,2.2,16.4,6.1,11.9,5.5,1.8,0.0,1.2,11.3,3.2,16.9,3.6,3.0,0.3
1041,I1,2016-02-21 00:00:00,Roma,Palermo,2.6,16.2,5.7,14.9,6.0,1.3,0.2,1.0,8.3,3.4,15.0,2.9,2.4,0.2
1042,I1,2016-02-21 00:00:00,Frosinone,Lazio,1.4,13.2,3.7,16.6,4.8,2.5,0.1,1.3,12.6,3.5,16.5,6.9,2.2,0.4
1043,I1,2016-02-21 00:00:00,Genoa,Udinese,2.1,15.0,5.5,13.6,6.1,1.9,0.4,1.2,11.4,4.5,14.3,4.9,2.3,0.1
1044,I1,2016-02-21 00:00:00,Torino,Carpi,1.4,15.3,4.6,15.8,6.0,1.9,0.0,0.9,12.9,3.7,16.3,5.0,2.7,0.2
1045,I1,2016-02-21 00:00:00,Sassuolo,Empoli,1.1,13.1,3.5,13.3,5.5,1.8,0.2,1.1,12.2,4.3,13.3,4.5,2.2,0.2
1046,I1,2016-02-21 00:00:00,Atalanta,Fiorentina,1.4,12.9,4.6,15.5,6.0,2.3,0.4,1.2,11.2,3.2,15.0,4.6,2.6,0.0
1047,I1,2016-02-20 00:00:00,Verona,Chievo,1.2,10.7,4.3,14.0,4.5,2.5,0.1,1.0,10.2,3.2,17.5,4.4,2.2,0.2
1048,I1,2016-02-20 00:00:00,Inter,Sampdoria,1.6,12.5,4.3,13.8,5.7,2.6,0.2,1.1,13.3,3.9,15.7,4.6,3.0,0.1
1049,I1,2016-02-19 00:00:00,Bologna,Juventus,1.1,9.9,3.3,14.1,4.7,2.4,0.3,2.0,16.1,5.4,14.3,5.9,2.1,0.1
1050,I1,2016-02-14 00:00:00,Milan,Genoa,2.3,18.2,6.0,15.4,6.8,1.7,0.1,0.8,10.9,3.4,16.3,3.8,2.4,0.3
1051,I1,2016-02-14 00:00:00,Fiorentina,Inter,2.1,16.0,5.7,14.7,5.9,2.2,0.2,1.2,12.8,3.8,13.9,5.4,2.6,0.5
1052,I1,2016-02-14 00:00:00,Sampdoria,Atalanta,2.0,12.6,4.8,14.1,5.3,2.0,0.2,0.9,8.0,2.5,16.3,2.8,2.5,0.8
1053,I1,2016-02-14 00:00:00,Palermo,Torino,1.7,15.0,4.7,14.8,5.2,1.6,0.1,1.1,11.8,4.4,17.6,5.0,3.0,0.0
1054,I1,2016-02-14 00:00:00,Udinese,Bologna,0.6,13.1,3.4,12.9,6.1,2.3,0.3,0.9,10.2,3.2,12.4,4.3,1.7,0.2
1055,I1,2016-02-13 00:00:00,Chievo,Sassuolo,1.2,11.7,3.6,15.4,3.9,2.7,0.0,1.6,9.8,3.8,15.9,4.7,2.0,0.3
1056,I1,2016-02-13 00:00:00,Juventus,Napoli,1.5,19.6,6.4,15.3,4.9,2.6,0.0,1.5,17.5,5.5,13.6,5.6,2.1,0.1
1057,I1,2016-02-13 00:00:00,Empoli,Frosinone,1.3,13.0,3.3,11.6,4.8,1.8,0.0,1.0,13.1,3.4,17.1,4.4,3.6,0.0
1058,I1,2016-02-12 00:00:00,Napoli,Inter,2.3,15.8,6.3,11.8,5.3,2.1,0.0,1.2,14.1,4.4,13.6,6.0,2.2,0.4
1059,I1,2016-02-10 00:00:00,Roma,Inter,2.3,15.8,5.9,14.7,6.5,1.5,0.2,1.4,13.7,4.5,13.8,5.6,2.2,0.4
1060,I1,2016-02-10 00:00:00,Torino,Fiorentina,1.6,15.2,4.5,15.1,6.0,1.7,0.2,1.3,10.9,3.2,15.2,4.7,2.6,0.0
1061,I1,2016-02-10 00:00:00,Sampdoria,Palermo,2.0,11.9,4.8,15.4,4.7,2.1,0.2,1.1,9.0,3.6,16.0,2.7,2.8,0.2
1062,I1,2016-02-10 00:00:00,Atalanta,Napoli,1.4,13.4,4.6,16.4,6.1,2.3,0.3,1.7,18.4,6.1,13.4,6.0,1.9,0.1
1063,I1,2016-02-10 00:00:00,Cagliari,Crotone,1.6,13.0,5.6,14.1,4.8,2.2,0.1,1.0,22.0,8.0,14.0,14.0,4.0,0.0
1064,I1,2016-02-10 00:00:00,Bologna,Genoa,1.1,9.7,3.4,14.1,5.7,2.5,0.3,0.7,11.3,3.5,16.1,4.1,2.4,0.3
1065,I1,2016-02-10 00:00:00,Empoli,Juventus,1.3,11.6,3.2,12.0,4.0,1.7,0.0,2.1,16.3,5.7,14.8,5.5,2.3,0.1
1066,I1,2016-02-10 00:00:00,Milan,Sassuolo,2.4,18.6,6.2,14.8,7.0,1.7,0.1,1.6,9.5,4.0,16.0,4.5,2.4,0.3
1067,I1,2016-02-05 00:00:00,Genoa,Roma,2.0,14.0,4.9,14.6,6.5,2.0,0.4,1.3,14.9,4.9,14.1,6.8,3.0,0.3
1068,I1,2016-02-05 00:00:00,Napoli,Atalanta,2.2,15.2,5.7,12.9,5.2,2.1,0.0,0.9,7.9,2.5,16.6,2.6,2.3,0.8
1069,I1,2016-02-04 00:00:00,Juventus,Empoli,1.5,19.6,6.4,15.8,5.3,2.5,0.0,0.9,12.5,4.4,13.8,4.5,2.5,0.2
1070,I1,2016-02-04 00:00:00,Carpi,Sassuolo,0.9,11.3,2.6,16.5,4.3,2.2,0.2,1.5,10.0,3.9,16.5,4.5,2.2,0.3
1071,I1,2016-02-02 00:00:00,Sassuolo,Roma,1.0,12.8,3.7,13.7,5.1,2.0,0.2,1.1,14.4,4.4,14.8,6.4,3.0,0.3
1072,I1,2016-01-31 00:00:00,Milan,Inter,2.2,18.2,6.0,15.3,7.1,2.0,0.1,1.4,13.4,4.3,13.4,5.4,2.1,0.4
1073,I1,2016-01-31 00:00:00,Bologna,Sampdoria,1.4,10.2,3.5,15.2,5.4,2.6,0.1,1.1,12.2,4.0,16.1,4.3,3.1,0.1
1074,I1,2016-01-31 00:00:00,Chievo,Juventus,1.1,11.7,3.4,15.7,3.8,2.8,0.0,2.0,15.0,5.0,15.1,5.0,2.6,0.1
1075,I1,2016-01-31 00:00:00,Genoa,Fiorentina,1.8,13.3,4.4,15.8,6.0,1.8,0.5,1.3,10.4,2.9,15.5,4.2,2.8,0.0
1076,I1,2016-01-31 00:00:00,Torino,Verona,1.6,15.3,4.8,14.5,6.1,1.8,0.2,0.8,11.6,2.8,16.4,4.3,3.3,0.2
1077,I1,2016-01-31 00:00:00,Udinese,Lazio,0.7,12.8,3.4,14.0,5.5,2.7,0.4,1.3,11.7,3.4,16.5,6.4,2.4,0.4
1078,I1,2016-01-31 00:00:00,Napoli,Empoli,2.5,15.3,5.7,12.8,5.4,2.2,0.0,1.1,12.8,4.7,13.8,4.6,2.6,0.2
1079,I1,2016-01-30 00:00:00,Carpi,Palermo,1.0,10.9,2.8,16.5,3.8,2.1,0.2,1.2,9.9,3.7,15.0,2.9,2.5,0.1
1080,I1,2016-01-30 00:00:00,Atalanta,Sassuolo,1.4,13.8,4.4,17.4,6.5,2.3,0.3,1.2,9.3,3.3,16.4,4.1,2.3,0.3
1081,I1,2016-01-30 00:00:00,Roma,Frosinone,2.3,15.7,5.8,15.3,6.8,1.7,0.2,0.8,13.3,3.8,16.0,4.9,3.1,0.0
1082,I1,2016-01-24 00:00:00,Inter,Carpi,1.4,14.0,4.7,13.6,5.9,2.5,0.2,0.9,13.1,3.9,16.2,5.4,2.8,0.2
1083,I1,2016-01-24 00:00:00,Lazio,Chievo,2.4,13.6,5.5,16.3,5.5,2.6,0.4,1.1,10.9,3.3,17.1,4.8,2.1,0.1
1084,I1,2016-01-24 00:00:00,Verona,Genoa,1.0,9.9,4.2,13.6,4.0,2.6,0.0,0.8,11.0,3.4,16.2,4.3,2.4,0.3
1085,I1,2016-01-24 00:00:00,Sassuolo,Bologna,1.2,12.7,3.7,13.8,4.8,2.3,0.2,0.9,9.3,3.1,12.2,3.9,2.1,0.2
1086,I1,2016-01-24 00:00:00,Fiorentina,Torino,2.2,16.1,5.4,15.0,5.9,2.2,0.1,1.0,11.2,4.3,17.0,5.1,3.0,0.0
1087,I1,2016-01-24 00:00:00,Juventus,Roma,1.5,19.3,5.9,15.9,5.9,2.5,0.0,1.0,15.2,4.7,14.4,6.4,2.9,0.2
1088,I1,2016-01-24 00:00:00,Sampdoria,Napoli,2.0,10.6,4.6,17.4,4.4,2.3,0.2,2.1,18.7,6.4,13.5,5.4,1.8,0.1
1089,I1,2016-01-24 00:00:00,Palermo,Udinese,1.7,14.6,4.5,14.7,5.3,1.9,0.1,1.1,10.9,4.1,14.0,5.1,2.3,0.1
1090,I1,2016-01-23 00:00:00,Frosinone,Atalanta,1.4,13.8,3.9,17.1,5.1,2.6,0.1,1.0,8.8,2.8,17.5,3.0,2.2,0.8
1091,I1,2016-01-23 00:00:00,Empoli,Milan,1.4,12.2,3.3,11.3,3.9,1.7,0.0,1.2,11.7,3.3,16.9,3.9,2.9,0.3
1092,I1,2016-01-20 00:00:00,Sassuolo,Torino,1.3,12.3,3.9,14.2,5.0,2.7,0.1,1.3,11.5,4.6,16.1,4.7,2.9,0.0
1093,I1,2016-01-17 00:00:00,Udinese,Juventus,0.7,14.2,4.0,14.8,6.0,2.9,0.3,1.7,13.0,4.2,16.0,5.2,2.6,0.3
1094,I1,2016-01-17 00:00:00,Bologna,Lazio,1.4,10.5,3.5,16.2,5.1,2.8,0.1,1.3,11.3,3.5,16.0,6.7,2.1,0.3
1095,I1,2016-01-17 00:00:00,Carpi,Sampdoria,0.9,10.7,3.3,16.2,3.6,2.1,0.2,0.9,12.1,3.9,15.7,4.6,2.9,0.1
1096,I1,2016-01-17 00:00:00,Chievo,Empoli,1.1,12.9,3.8,16.3,4.7,2.7,0.0,1.1,13.9,4.8,13.9,4.8,2.5,0.2
1097,I1,2016-01-17 00:00:00,Milan,Fiorentina,2.1,17.4,5.9,15.5,7.2,1.7,0.1,1.3,9.9,2.6,15.0,4.1,2.8,0.0
1098,I1,2016-01-17 00:00:00,Roma,Verona,2.2,14.9,5.4,15.6,5.9,1.9,0.2,1.0,11.9,2.9,16.6,4.4,3.2,0.2
1099,I1,2016-01-17 00:00:00,Genoa,Palermo,2.0,14.2,4.8,16.4,5.7,1.8,0.5,1.2,9.9,3.7,15.2,2.5,2.4,0.2
1100,I1,2016-01-16 00:00:00,Napoli,Sassuolo,2.2,16.0,5.8,12.6,5.4,1.9,0.0,1.2,9.3,3.4,16.0,4.1,2.0,0.3
1101,I1,2016-01-16 00:00:00,Atalanta,Inter,1.5,15.7,5.0,15.9,7.1,2.2,0.3,1.6,13.4,4.5,13.5,5.4,2.4,0.4
1102,I1,2016-01-16 00:00:00,Torino,Frosinone,1.9,14.7,4.8,14.7,6.0,2.0,0.2,0.8,12.6,3.6,15.8,4.2,3.0,0.0
1103,I1,2016-01-10 00:00:00,Pescara,Chievo,0.5,12.7,3.0,17.3,4.2,2.3,0.1,1.1,11.4,3.0,18.5,4.5,2.2,0.0
1104,I1,2016-01-10 00:00:00,Udinese,Lazio,1.0,14.6,4.0,15.2,6.0,3.1,0.2,1.1,11.1,3.4,15.5,6.6,2.3,0.3
1105,I1,2016-01-05 00:00:00,Juventus,Carpi,1.4,19.9,5.7,16.4,6.8,2.4,0.0,0.8888888888888888,13.222222222222221,3.888888888888889,16.11111111111111,5.333333333333333,2.7777777777777777,0.1111111111111111
1106,I1,2016-01-05 00:00:00,Milan,Frosinone,1.9,17.8,5.9,15.0,7.2,1.9,0.1,0.6666666666666666,12.0,3.4444444444444446,16.0,3.888888888888889,3.2222222222222223,0.0
1107,I1,2016-01-05 00:00:00,Empoli,Bologna,1.3,11.3,2.9,11.6,4.6,1.7,0.0,0.9,8.8,3.0,12.3,3.5,1.9,0.2
1108,I1,2016-01-05 00:00:00,Sassuolo,Verona,1.5,12.6,4.2,14.2,4.7,2.8,0.1,0.9,11.9,3.1,17.0,4.3,3.3,0.3
1109,I1,2016-01-05 00:00:00,Lazio,Inter,2.0,11.9,4.9,17.7,5.1,2.8,0.4,1.6,12.8,4.5,12.3,4.8,2.0,0.4
1110,I1,2016-01-05 00:00:00,Palermo,Sampdoria,1.8,14.6,4.4,15.4,5.3,2.0,0.1,1.0,11.8,3.9,15.0,4.3,3.0,0.1
1111,I1,2015-12-20 00:00:00,Fiorentina,Chievo,2.3,17.4,6.5,14.7,5.9,2.3,0.1,1.2,11.1,2.9,19.0,4.5,2.1,0.0
1112,I1,2015-12-20 00:00:00,Frosinone,Milan,1.5555555555555556,14.11111111111111,4.222222222222222,17.333333333333332,5.111111111111111,2.6666666666666665,0.1111111111111111,1.0,12.7,3.5,16.9,4.8,2.7,0.3
1113,I1,2015-12-20 00:00:00,Atalanta,Napoli,1.7,15.0,4.9,16.0,6.6,1.9,0.4,1.8,18.3,6.2,13.5,5.9,1.8,0.2
1114,I1,2015-12-20 00:00:00,Carpi,Juventus,0.7777777777777778,10.88888888888889,3.111111111111111,15.444444444444445,3.7777777777777777,2.2222222222222223,0.1111111111111111,1.6,12.8,3.8,16.7,5.1,2.8,0.3
1115,I1,2015-12-20 00:00:00,Verona,Sassuolo,0.9,9.3,3.5,13.2,4.6,2.5,0.0,1.2,10.3,3.5,16.2,4.1,2.4,0.3
1116,I1,2015-12-20 00:00:00,Inter,Lazio,1.6,13.9,4.5,14.7,6.0,2.4,0.2,1.2,10.3,3.4,15.8,5.9,2.6,0.4
1117,I1,2015-12-20 00:00:00,Roma,Genoa,2.2,14.0,5.2,15.5,5.3,2.1,0.2,0.8,11.5,3.4,15.7,4.6,2.4,0.3
1118,I1,2015-12-20 00:00:00,Sampdoria,Palermo,2.0,11.5,4.7,17.9,4.4,2.4,0.1,1.2,9.5,3.5,14.7,2.6,2.4,0.1
1119,I1,2015-12-20 00:00:00,Torino,Udinese,1.5,14.2,4.7,14.5,5.9,2.1,0.2,1.0,9.6,3.2,15.0,4.8,2.1,0.1
1120,I1,2015-12-19 00:00:00,Bologna,Empoli,1.3,12.6,3.8,16.2,6.2,3.0,0.1,1.1,13.6,4.8,13.3,4.2,2.6,0.2
1121,I1,2015-12-14 00:00:00,Lazio,Sampdoria,2.0,13.1,5.4,17.8,6.0,2.5,0.4,1.1,12.1,4.0,14.0,4.3,2.8,0.1
1122,I1,2015-12-13 00:00:00,Empoli,Carpi,1.5,12.2,3.3,12.3,5.0,1.9,0.0,1.0,13.5,4.25,16.625,5.75,2.875,0.125
1123,I1,2015-12-13 00:00:00,Chievo,Atalanta,1.1,12.8,4.1,16.2,5.0,2.5,0.0,1.0,8.7,2.9,17.5,3.5,2.5,0.8
1124,I1,2015-12-13 00:00:00,Milan,Verona,1.8,17.2,5.2,14.0,6.9,1.8,0.1,1.1,11.1,3.3,16.0,3.7,3.4,0.3
1125,I1,2015-12-13 00:00:00,Juventus,Fiorentina,1.5,20.0,6.2,16.5,7.0,2.0,0.0,1.4,9.4,3.0,14.1,3.3,2.7,0.0
1126,I1,2015-12-13 00:00:00,Napoli,Roma,2.0,15.5,5.7,13.1,5.8,2.2,0.0,1.0,15.7,4.9,14.4,7.0,2.7,0.2
1127,I1,2015-12-12 00:00:00,Genoa,Bologna,1.8,14.1,4.5,16.3,6.8,2.0,0.5,0.9,8.4,2.6,12.8,3.6,2.1,0.2
1128,I1,2015-12-12 00:00:00,Palermo,Frosinone,1.8,14.5,4.5,14.9,5.7,2.1,0.1,0.375,12.375,3.375,15.25,4.125,2.75,0.0
1129,I1,2015-12-12 00:00:00,Udinese,Inter,1.0,13.9,3.9,16.0,6.0,3.0,0.2,1.8,12.6,4.6,13.1,4.8,2.3,0.3
1130,I1,2015-12-09 00:00:00,Juventus,Chievo,1.3,19.5,6.1,15.8,7.8,1.9,0.0,1.2,11.8,3.2,19.1,5.1,2.2,0.0
1131,I1,2015-12-09 00:00:00,Frosinone,Roma,1.5,14.0,4.125,17.75,5.5,2.375,0.125,1.2,16.3,5.5,14.0,7.5,2.7,0.2
1132,I1,2015-12-09 00:00:00,Fiorentina,Genoa,2.4,18.3,6.7,13.7,6.4,2.3,0.1,0.9,12.0,3.7,17.4,4.5,2.7,0.4
1133,I1,2015-12-04 00:00:00,Milan,Sampdoria,1.8,16.8,5.0,14.8,6.9,1.8,0.0,1.0,11.3,3.7,13.4,4.4,2.6,0.1
1134,I1,2015-12-04 00:00:00,Cesena,Chievo,1.0,11.1,3.3,16.4,3.6,2.7,0.0,1.3,12.2,3.2,19.2,5.4,2.2,0.1
1135,I1,2015-12-04 00:00:00,Atalanta,Sassuolo,1.7,15.0,4.5,16.6,6.4,2.1,0.3,1.4,10.3,4.0,16.6,3.9,2.6,0.3
1136,I1,2015-12-04 00:00:00,Udinese,Palermo,1.0,13.2,3.5,16.1,6.2,2.8,0.3,1.2,9.2,3.1,13.8,2.6,2.3,0.1
1137,I1,2015-12-04 00:00:00,Napoli,Fiorentina,2.2,16.0,6.0,13.4,5.6,2.1,0.1,1.5,10.8,3.6,13.1,4.0,2.5,0.0
1138,I1,2015-12-04 00:00:00,Torino,Roma,1.5,15.1,5.1,13.7,5.7,2.2,0.2,1.1,15.6,5.9,14.1,7.1,2.9,0.2
1139,I1,2015-12-04 00:00:00,Lazio,Empoli,2.0,13.3,5.5,17.8,5.7,2.7,0.4,0.9,13.8,4.7,13.1,4.2,2.3,0.2
1140,I1,2015-11-30 00:00:00,Sassuolo,Fiorentina,1.7,12.6,4.6,14.5,4.8,3.0,0.1,1.5,11.9,4.3,13.0,3.8,2.5,0.2
1141,I1,2015-11-30 00:00:00,Napoli,Inter,2.2,15.9,5.8,12.3,5.3,2.0,0.1,1.5,12.6,4.1,12.8,4.9,2.5,0.4
1142,I1,2015-11-29 00:00:00,Frosinone,Verona,1.7142857142857142,13.428571428571429,4.0,18.0,5.857142857142857,2.142857142857143,0.14285714285714285,1.1,11.1,3.5,15.8,3.7,3.2,0.3
1143,I1,2015-11-29 00:00:00,Chievo,Udinese,1.1,12.3,4.1,17.1,4.8,2.4,0.0,1.0,9.5,2.9,14.8,4.8,2.4,0.0
1144,I1,2015-11-29 00:00:00,Empoli,Lazio,1.2,12.8,3.4,13.3,5.9,1.9,0.1,1.1,11.0,3.3,15.3,6.1,2.4,0.3
1145,I1,2015-11-29 00:00:00,Roma,Atalanta,2.2,15.2,5.5,15.5,5.8,2.1,0.1,1.2,8.8,3.3,17.2,3.6,2.7,0.6
1146,I1,2015-11-29 00:00:00,Palermo,Juventus,1.6,14.1,4.2,14.0,5.9,2.1,0.1,1.5,13.4,3.6,16.2,5.2,2.9,0.4
1147,I1,2015-11-29 00:00:00,Genoa,Carpi,2.1,13.9,4.8,16.4,7.1,2.3,0.4,1.1428571428571428,13.428571428571429,4.285714285714286,17.142857142857142,6.0,3.0,0.14285714285714285
1148,I1,2015-11-28 00:00:00,Milan,Sampdoria,2.0,15.7,4.9,14.6,6.7,1.9,0.1,1.1,11.1,3.6,13.0,4.3,2.6,0.1
1149,I1,2015-11-28 00:00:00,Torino,Bologna,1.9,15.5,5.8,13.2,5.8,1.7,0.2,0.8,8.2,2.5,11.9,3.1,2.0,0.1
1150,I1,2015-11-22 00:00:00,Verona,Napoli,0.9,10.0,3.4,13.2,4.8,2.4,0.0,1.7,18.1,6.2,13.7,5.9,1.9,0.1
1151,I1,2015-11-22 00:00:00,Udinese,Sampdoria,1.0,13.0,3.5,15.7,6.0,2.9,0.5,1.0,11.0,3.4,12.8,4.4,2.5,0.1
1152,I1,2015-11-22 00:00:00,Lazio,Palermo,1.9,14.5,5.7,17.4,6.7,2.6,0.3,0.9,9.8,3.0,14.3,3.1,2.6,0.1
1153,I1,2015-11-22 00:00:00,Inter,Frosinone,1.9,16.4,5.3,14.4,6.1,2.4,0.1,0.2857142857142857,12.0,3.4285714285714284,15.142857142857142,4.142857142857143,2.7142857142857144,0.0
1154,I1,2015-11-22 00:00:00,Genoa,Sassuolo,2.3,14.9,5.0,16.8,7.3,2.5,0.3,1.5,10.4,4.0,16.5,3.9,2.8,0.2
1155,I1,2015-11-22 00:00:00,Fiorentina,Empoli,2.4,19.1,6.6,13.2,7.0,2.2,0.0,1.2,13.7,4.7,13.2,3.5,2.5,0.2
1156,I1,2015-11-22 00:00:00,Carpi,Chievo,0.625,10.875,3.125,15.375,3.875,2.375,0.125,1.2,11.9,2.9,18.5,5.2,2.2,0.2
1157,I1,2015-11-22 00:00:00,Atalanta,Torino,1.6,15.6,4.6,15.6,7.1,2.2,0.2,1.2,11.5,4.4,16.7,4.2,2.8,0.0
1158,I1,2015-11-21 00:00:00,Bologna,Roma,1.1,12.5,3.8,15.3,5.4,3.0,0.1,1.2,14.0,5.5,14.4,7.2,3.0,0.2
1159,I1,2015-11-21 00:00:00,Juventus,Milan,1.5,18.2,5.9,15.2,7.6,1.7,0.0,0.9,11.3,3.0,17.7,4.3,2.4,0.3
1160,I1,2015-11-05 00:00:00,Genoa,Torino,2.3,15.0,5.1,16.2,7.4,2.5,0.2,1.1,11.5,4.3,16.3,4.4,2.9,0.1
1161,I1,2015-11-04 00:00:00,Genoa,Cagliari,1.9,15.0,4.8,16.7,7.8,2.5,0.2,0.9,12.2,4.0,15.5,4.7,2.8,0.4
1162,I1,2015-11-04 00:00:00,Parma,Juventus,0.9,12.1,3.6,17.9,4.3,3.0,0.3,1.4,13.2,3.6,15.4,4.8,2.8,0.4
1163,I1,2015-11-04 00:00:00,Verona,Inter,0.9,11.5,3.5,14.2,5.7,2.2,0.0,1.6,13.1,4.4,13.1,4.9,2.8,0.3
1164,I1,2015-11-02 00:00:00,Parma,Chievo,0.8,12.0,3.6,17.7,4.2,2.9,0.3,1.0,11.7,2.7,16.8,4.7,1.9,0.2
1165,I1,2015-11-01 00:00:00,Napoli,Juventus,2.2,16.4,6.1,13.1,5.3,1.6,0.2,1.5,13.2,3.8,15.8,4.6,2.6,0.4
1166,I1,2015-11-01 00:00:00,Roma,Lazio,2.3,15.2,5.9,14.7,6.0,2.4,0.0,1.1,11.1,3.2,15.7,6.2,2.8,0.4
1167,I1,2015-11-01 00:00:00,Sampdoria,Empoli,1.9,10.7,4.3,18.6,4.9,2.4,0.1,1.1,13.8,4.9,13.4,3.6,2.4,0.2
1168,I1,2015-11-01 00:00:00,Atalanta,Chievo,1.8,15.7,5.0,16.0,6.8,2.3,0.2,1.0,11.0,2.5,16.3,4.4,2.1,0.2
1169,I1,2015-11-01 00:00:00,Inter,Genoa,1.6,16.2,5.0,15.0,6.4,2.8,0.1,1.3,12.1,4.3,17.5,5.0,2.4,0.4
1170,I1,2015-11-01 00:00:00,Verona,Parma,1.1,11.2,3.4,15.3,5.9,2.3,0.0,0.7,11.8,2.8,15.2,3.2,2.0,0.1
1171,I1,2015-11-01 00:00:00,Cagliari,Cesena,1.6,12.6,5.1,14.8,4.6,2.6,0.1,0.9,11.0,3.1,17.6,4.2,2.7,0.1
1172,I1,2015-11-01 00:00:00,Fiorentina,Palermo,2.2,19.4,6.4,12.8,7.5,1.9,0.0,1.0,9.7,2.5,13.8,3.4,2.6,0.1
1173,I1,2015-10-31 00:00:00,Juventus,Torino,1.7,17.8,5.9,14.8,7.8,1.6,0.0,1.2,12.0,4.3,16.5,4.6,2.8,0.1
1174,I1,2015-10-31 00:00:00,Inter,Roma,1.4,16.1,4.8,14.5,6.4,2.8,0.2,1.1,13.1,5.3,13.9,7.2,3.0,0.2
1175,I1,2015-10-29 00:00:00,Sampdoria,Empoli,2.0,10.7,4.4,17.9,4.8,2.3,0.1,1.3,15.2,5.7,13.4,3.5,2.3,0.2
1176,I1,2015-10-28 00:00:00,Sassuolo,Juventus,1.6,12.1,5.0,14.6,4.6,3.1,0.1,1.4,13.1,3.4,16.1,4.5,2.7,0.4
1177,I1,2015-10-28 00:00:00,Roma,Udinese,2.2,14.8,5.7,15.1,5.9,2.4,0.0,0.7,8.9,2.4,14.5,4.3,2.7,0.0
