,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,ANO_MES,SEASON,HPoints,APoints,HScoredGSum,HConseivedGSum,AScoredGSum,AConseivedGSum
856,I1,2016-09-21,Atalanta,Palermo,0.0,1.0,A,16.0,7.0,4.0,2.0,20.0,12.0,7.0,5.0,3.0,2.0,0.0,0.0,2016/9,2016/2017,0.0,3.0,15.0,14.0,9.0,16.0
857,I1,2016-09-20,Milan,Lazio,2.0,0.0,H,17.0,20.0,8.0,5.0,16.0,12.0,3.0,8.0,1.0,4.0,0.0,0.0,2016/9,2016/2017,3.0,0.0,12.0,12.0,14.0,13.0
858,I1,2016-09-18,Udinese,Chievo,1.0,2.0,A,8.0,20.0,4.0,6.0,16.0,9.0,5.0,7.0,3.0,4.0,0.0,0.0,2016/9,2016/2017,0.0,3.0,15.0,12.0,6.0,17.0
859,I1,2016-09-18,Sassuolo,Genoa,2.0,0.0,H,11.0,17.0,6.0,5.0,15.0,17.0,3.0,8.0,0.0,2.0,0.0,1.0,2016/9,2016/2017,3.0,0.0,13.0,13.0,10.0,14.0
860,I1,2016-09-18,Torino,Empoli,0.0,0.0,D,15.0,5.0,5.0,2.0,19.0,7.0,8.0,5.0,4.0,3.0,0.0,0.0,2016/9,2016/2017,1.0,1.0,17.0,15.0,7.0,15.0
861,I1,2016-09-18,Inter,Juventus,2.0,1.0,H,16.0,9.0,3.0,2.0,13.0,18.0,5.0,4.0,2.0,3.0,1.0,0.0,2016/9,2016/2017,3.0,0.0,20.0,8.0,19.0,6.0
862,I1,2016-09-18,Crotone,Palermo,1.0,1.0,D,11.0,12.0,1.0,5.0,19.0,9.0,3.0,7.0,3.0,2.0,0.0,0.0,2016/9,2016/2017,1.0,1.0,1.0,3.0,8.0,20.0
863,I1,2016-09-18,Cagliari,Atalanta,3.0,0.0,H,12.0,7.0,9.0,2.0,10.0,19.0,3.0,4.0,2.0,2.0,0.0,0.0,2016/9,2016/2017,3.0,0.0,17.0,17.0,12.0,15.0
864,I1,2016-09-18,Fiorentina,Roma,1.0,0.0,H,8.0,14.0,4.0,3.0,10.0,11.0,5.0,6.0,1.0,1.0,0.0,0.0,2016/9,2016/2017,3.0,0.0,13.0,11.0,27.0,14.0
865,I1,2016-09-17,Napoli,Bologna,3.0,1.0,H,21.0,9.0,10.0,3.0,11.0,7.0,6.0,3.0,0.0,1.0,0.0,1.0,2016/9,2016/2017,3.0,0.0,28.0,7.0,3.0,18.0
866,I1,2016-09-17,Lazio,Pescara,3.0,0.0,H,23.0,10.0,11.0,3.0,12.0,14.0,11.0,2.0,2.0,2.0,0.0,0.0,2016/9,2016/2017,3.0,0.0,11.0,16.0,10.0,16.0
867,I1,2016-09-16,Sampdoria,Milan,0.0,1.0,A,12.0,10.0,3.0,3.0,12.0,16.0,8.0,5.0,2.0,3.0,0.0,0.0,2016/9,2016/2017,0.0,3.0,11.0,10.0,11.0,12.0
868,I1,2016-09-04,Chievo,Carpi,1.0,0.0,H,17.0,12.0,3.0,3.0,15.0,15.0,10.0,6.0,2.0,3.0,0.0,0.0,2016/9,2016/2017,3.0,0.0,15.0,7.0,6.0,8.0
869,I1,2016-09-04,Frosinone,Inter,0.0,1.0,A,15.0,20.0,2.0,3.0,19.0,14.0,4.0,6.0,5.0,2.0,1.0,0.0,2016/9,2016/2017,0.0,3.0,5.0,11.0,8.0,19.0
870,I1,2016-09-04,Milan,Juventus,1.0,2.0,A,11.0,9.0,5.0,4.0,20.0,21.0,2.0,2.0,4.0,3.0,0.0,0.0,2016/9,2016/2017,0.0,3.0,15.0,13.0,21.0,5.0
871,I1,2016-09-04,Sassuolo,Genoa,0.0,1.0,A,17.0,9.0,5.0,4.0,13.0,20.0,11.0,2.0,2.0,1.0,0.0,0.0,2016/9,2016/2017,0.0,3.0,16.0,14.0,10.0,14.0
872,I1,2016-09-01,Roma,Milan,1.0,1.0,D,12.0,17.0,5.0,6.0,9.0,15.0,4.0,8.0,3.0,3.0,0.0,0.0,2016/9,2016/2017,1.0,1.0,28.0,6.0,11.0,12.0
873,I1,2016-09-01,Fiorentina,Lazio,1.0,3.0,A,17.0,10.0,7.0,6.0,15.0,23.0,6.0,2.0,3.0,4.0,0.0,0.0,2016/9,2016/2017,0.0,3.0,13.0,9.0,11.0,12.0
874,I1,2016-09-01,Carpi,Udinese,2.0,1.0,H,13.0,10.0,6.0,5.0,17.0,10.0,6.0,5.0,1.0,1.0,0.0,0.0,2016/9,2016/2017,3.0,0.0,16.0,16.0,8.0,20.0
875,I1,2016-08-28,Udinese,Empoli,2.0,0.0,H,11.0,13.0,3.0,4.0,15.0,19.0,4.0,5.0,3.0,3.0,0.0,1.0,2016/8,2016/2017,3.0,0.0,13.0,13.0,8.0,18.0
876,I1,2016-08-28,Torino,Bologna,5.0,1.0,H,20.0,10.0,11.0,2.0,14.0,12.0,6.0,3.0,1.0,2.0,0.0,0.0,2016/8,2016/2017,3.0,0.0,16.0,16.0,4.0,13.0
877,I1,2016-08-28,Sassuolo,Pescara,0.0,3.0,A,13.0,15.0,3.0,5.0,12.0,21.0,2.0,7.0,2.0,2.0,0.0,0.0,2016/8,2016/2017,0.0,3.0,16.0,13.0,7.0,18.0
878,I1,2016-08-28,Sampdoria,Atalanta,2.0,1.0,H,8.0,7.0,4.0,1.0,13.0,16.0,3.0,1.0,1.0,4.0,0.0,1.0,2016/8,2016/2017,3.0,0.0,11.0,13.0,12.0,15.0
879,I1,2016-08-28,Fiorentina,Chievo,1.0,0.0,H,13.0,9.0,3.0,2.0,8.0,16.0,4.0,4.0,0.0,2.0,0.0,0.0,2016/8,2016/2017,3.0,0.0,14.0,10.0,8.0,16.0
880,I1,2016-08-28,Cagliari,Roma,2.0,2.0,D,17.0,21.0,5.0,7.0,21.0,9.0,4.0,3.0,3.0,1.0,0.0,0.0,2016/8,2016/2017,1.0,1.0,16.0,17.0,25.0,13.0
881,I1,2016-08-28,Crotone,Genoa,1.0,3.0,A,11.0,18.0,3.0,8.0,16.0,17.0,1.0,6.0,2.0,2.0,0.0,0.0,2016/8,2016/2017,0.0,3.0,0.0,0.0,8.0,14.0
882,I1,2016-08-28,Inter,Palermo,1.0,1.0,D,22.0,7.0,5.0,3.0,16.0,24.0,8.0,4.0,1.0,5.0,0.0,0.0,2016/8,2016/2017,1.0,1.0,20.0,9.0,8.0,20.0
883,I1,2016-08-27,Lazio,Juventus,0.0,1.0,A,6.0,13.0,1.0,5.0,16.0,5.0,4.0,2.0,1.0,2.0,0.0,0.0,2016/8,2016/2017,0.0,3.0,13.0,15.0,24.0,5.0
884,I1,2016-08-27,Napoli,Milan,4.0,2.0,H,17.0,12.0,8.0,3.0,13.0,15.0,9.0,4.0,5.0,4.0,0.0,2.0,2016/8,2016/2017,3.0,0.0,26.0,6.0,11.0,10.0
885,I1,2016-08-21,Empoli,Sampdoria,0.0,1.0,A,8.0,15.0,3.0,5.0,17.0,32.0,2.0,5.0,3.0,4.0,1.0,0.0,2016/8,2016/2017,0.0,3.0,8.0,13.0,13.0,19.0
886,I1,2016-08-21,Atalanta,Lazio,3.0,4.0,A,19.0,11.0,6.0,6.0,5.0,16.0,7.0,2.0,2.0,2.0,0.0,0.0,2016/8,2016/2017,0.0,3.0,13.0,11.0,9.0,11.0
887,I1,2016-08-21,Genoa,Cagliari,3.0,1.0,H,22.0,4.0,6.0,3.0,13.0,10.0,6.0,1.0,4.0,3.0,0.0,0.0,2016/8,2016/2017,3.0,0.0,17.0,12.0,8.0,21.0
888,I1,2016-08-21,Milan,Torino,3.0,2.0,H,11.0,20.0,5.0,4.0,13.0,20.0,10.0,10.0,0.0,3.0,1.0,0.0,2016/8,2016/2017,3.0,0.0,15.0,11.0,16.0,17.0
889,I1,2016-08-21,Palermo,Sassuolo,0.0,1.0,A,7.0,22.0,2.0,8.0,19.0,15.0,4.0,8.0,1.0,2.0,1.0,0.0,2016/8,2016/2017,0.0,3.0,14.0,16.0,17.0,15.0
890,I1,2016-08-21,Pescara,Napoli,2.0,2.0,D,9.0,22.0,3.0,4.0,10.0,12.0,3.0,9.0,3.0,2.0,0.0,0.0,2016/8,2016/2017,1.0,1.0,6.0,28.0,11.0,12.0
891,I1,2016-08-21,Chievo,Inter,2.0,0.0,H,12.0,13.0,4.0,3.0,15.0,13.0,4.0,8.0,2.0,4.0,0.0,0.0,2016/8,2016/2017,3.0,0.0,14.0,8.0,8.0,20.0
892,I1,2016-08-21,Bologna,Crotone,1.0,0.0,H,20.0,5.0,6.0,0.0,7.0,17.0,5.0,3.0,1.0,1.0,0.0,0.0,2016/8,2016/2017,3.0,0.0,8.0,9.0,2.0,7.0
893,I1,2016-08-20,Roma,Udinese,4.0,0.0,H,25.0,11.0,9.0,1.0,8.0,14.0,10.0,5.0,0.0,2.0,0.0,0.0,2016/8,2016/2017,3.0,0.0,27.0,7.0,9.0,16.0
894,I1,2016-08-20,Juventus,Fiorentina,2.0,1.0,H,19.0,4.0,4.0,1.0,11.0,16.0,3.0,1.0,1.0,3.0,0.0,0.0,2016/8,2016/2017,3.0,0.0,24.0,1.0,14.0,14.0
895,I1,2016-08-05,Carpi,Lazio,1.0,3.0,A,27.0,16.0,9.0,7.0,19.0,11.0,9.0,5.0,5.0,2.0,0.0,2.0,2016/8,2016/2017,0.0,3.0,16.0,15.0,9.0,10.0
896,I1,2016-08-05,Frosinone,Sassuolo,0.0,1.0,A,18.0,21.0,4.0,5.0,16.0,20.0,2.0,8.0,4.0,4.0,0.0,0.0,2016/8,2016/2017,0.0,3.0,8.0,12.0,17.0,17.0
897,I1,2016-08-05,Roma,Chievo,3.0,0.0,H,23.0,11.0,11.0,4.0,15.0,8.0,7.0,2.0,1.0,3.0,0.0,0.0,2016/8,2016/2017,3.0,0.0,25.0,8.0,8.0,15.0
898,I1,2016-08-05,Sampdoria,Genoa,0.0,3.0,A,12.0,18.0,3.0,7.0,20.0,20.0,4.0,4.0,5.0,4.0,0.0,0.0,2016/8,2016/2017,0.0,3.0,13.0,10.0,5.0,16.0
899,I1,2016-08-05,Torino,Napoli,1.0,2.0,A,7.0,15.0,2.0,6.0,23.0,5.0,1.0,3.0,3.0,1.0,1.0,0.0,2016/8,2016/2017,0.0,3.0,15.0,15.0,12.0,12.0
900,I1,2016-08-05,Atalanta,Udinese,1.0,1.0,D,8.0,4.0,2.0,2.0,11.0,18.0,3.0,0.0,1.0,2.0,0.0,0.0,2016/8,2016/2017,1.0,1.0,13.0,11.0,11.0,17.0
901,I1,2016-08-05,Verona,Juventus,2.0,1.0,H,12.0,16.0,4.0,5.0,21.0,13.0,3.0,6.0,3.0,2.0,0.0,1.0,2016/8,2016/2017,3.0,0.0,14.0,17.0,26.0,5.0
902,I1,2016-08-05,Fiorentina,Palermo,0.0,0.0,D,21.0,4.0,4.0,0.0,16.0,20.0,7.0,1.0,3.0,4.0,0.0,0.0,2016/8,2016/2017,1.0,1.0,16.0,10.0,9.0,21.0
903,I1,2016-07-05,Inter,Empoli,2.0,1.0,H,13.0,14.0,5.0,2.0,17.0,10.0,4.0,8.0,3.0,1.0,0.0,0.0,2016/7,,3.0,0.0,22.0,8.0,8.0,17.0
904,I1,2016-07-05,Bologna,Milan,0.0,1.0,A,8.0,15.0,1.0,5.0,11.0,18.0,5.0,9.0,3.0,5.0,1.0,0.0,2016/7,,0.0,3.0,10.0,11.0,14.0,12.0
905,I1,2016-07-02,Torino,Chievo,1.0,2.0,A,12.0,8.0,4.0,3.0,25.0,18.0,6.0,2.0,3.0,3.0,0.0,0.0,2016/7,,0.0,3.0,15.0,14.0,7.0,15.0
906,I1,2016-07-02,Verona,Inter,3.0,3.0,D,10.0,15.0,4.0,7.0,20.0,12.0,7.0,10.0,3.0,2.0,0.0,0.0,2016/7,,1.0,1.0,11.0,17.0,6.0,18.0
907,I1,2016-07-02,Atalanta,Empoli,0.0,0.0,D,11.0,9.0,2.0,3.0,19.0,14.0,5.0,3.0,3.0,4.0,0.0,0.0,2016/7,,1.0,1.0,14.0,14.0,11.0,19.0
908,I1,2016-07-02,Frosinone,Juventus,0.0,2.0,A,5.0,25.0,0.0,9.0,23.0,15.0,2.0,6.0,3.0,1.0,0.0,0.0,2016/7,,0.0,3.0,10.0,11.0,27.0,5.0
909,I1,2016-07-02,Milan,Udinese,1.0,1.0,D,22.0,9.0,5.0,5.0,14.0,14.0,9.0,0.0,1.0,3.0,0.0,0.0,2016/7,,1.0,1.0,16.0,10.0,11.0,19.0
910,I1,2016-07-02,Napoli,Carpi,1.0,0.0,H,22.0,2.0,7.0,0.0,9.0,13.0,13.0,1.0,1.0,4.0,0.0,1.0,2016/7,,3.0,0.0,30.0,7.0,6.0,10.0
911,I1,2016-07-02,Roma,Sampdoria,2.0,1.0,H,13.0,10.0,4.0,4.0,12.0,12.0,4.0,5.0,2.0,3.0,0.0,0.0,2016/7,,3.0,0.0,25.0,7.0,12.0,19.0
912,I1,2016-07-02,Sassuolo,Palermo,2.0,2.0,D,23.0,7.0,6.0,2.0,21.0,23.0,7.0,3.0,3.0,0.0,0.0,1.0,2016/7,,1.0,1.0,14.0,13.0,7.0,23.0
913,I1,2016-06-11,Roma,Bologna,3.0,0.0,H,22.0,13.0,8.0,5.0,18.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,2016/6,,3.0,0.0,22.0,9.0,4.0,10.0
914,I1,2016-06-11,Sassuolo,Atalanta,0.0,3.0,A,15.0,15.0,3.0,8.0,10.0,19.0,3.0,7.0,4.0,2.0,0.0,0.0,2016/6,,0.0,3.0,15.0,11.0,9.0,15.0
915,I1,2016-06-11,Pescara,Empoli,0.0,4.0,A,22.0,9.0,7.0,6.0,15.0,11.0,8.0,1.0,2.0,2.0,0.0,0.0,2016/6,,0.0,3.0,6.0,26.0,7.0,23.0
916,I1,2016-06-11,Palermo,Milan,1.0,2.0,A,15.0,12.0,7.0,6.0,23.0,14.0,6.0,5.0,2.0,1.0,0.0,0.0,2016/6,,0.0,3.0,17.0,15.0,12.0,12.0
917,I1,2016-06-11,Genoa,Udinese,1.0,1.0,D,16.0,10.0,4.0,3.0,15.0,12.0,3.0,1.0,2.0,1.0,0.0,0.0,2016/6,,1.0,1.0,16.0,11.0,11.0,19.0
918,I1,2016-06-11,Fiorentina,Sampdoria,1.0,1.0,D,20.0,17.0,5.0,6.0,18.0,14.0,11.0,2.0,3.0,2.0,0.0,0.0,2016/6,,1.0,1.0,17.0,9.0,12.0,19.0
919,I1,2016-06-11,Chievo,Juventus,1.0,2.0,A,9.0,17.0,2.0,6.0,20.0,14.0,2.0,4.0,5.0,4.0,0.0,0.0,2016/6,,0.0,3.0,13.0,10.0,25.0,5.0
920,I1,2016-06-11,Inter,Crotone,3.0,0.0,H,25.0,4.0,9.0,0.0,9.0,10.0,18.0,4.0,1.0,2.0,0.0,0.0,2016/6,,3.0,0.0,22.0,9.0,2.0,4.0
921,I1,2016-06-03,Inter,Palermo,3.0,1.0,H,10.0,9.0,5.0,4.0,13.0,12.0,8.0,5.0,1.0,1.0,0.0,0.0,2016/6,,3.0,0.0,20.0,8.0,6.0,22.0
922,I1,2016-06-03,Torino,Lazio,1.0,1.0,D,13.0,12.0,4.0,5.0,19.0,18.0,3.0,4.0,3.0,2.0,0.0,0.0,2016/6,,1.0,1.0,16.0,13.0,10.0,10.0
923,I1,2016-06-03,Sassuolo,Milan,2.0,0.0,H,16.0,13.0,4.0,5.0,17.0,11.0,4.0,9.0,1.0,2.0,1.0,0.0,2016/6,,3.0,0.0,14.0,11.0,13.0,11.0
924,I1,2016-06-03,Bologna,Carpi,0.0,0.0,D,17.0,6.0,4.0,2.0,17.0,17.0,12.0,4.0,1.0,3.0,0.0,0.0,2016/6,,1.0,1.0,12.0,13.0,8.0,11.0
925,I1,2016-06-03,Frosinone,Udinese,2.0,0.0,H,23.0,6.0,4.0,2.0,16.0,11.0,5.0,4.0,2.0,3.0,0.0,0.0,2016/6,,3.0,0.0,10.0,11.0,12.0,18.0
926,I1,2016-06-03,Genoa,Empoli,1.0,0.0,H,15.0,10.0,5.0,2.0,18.0,18.0,5.0,1.0,1.0,4.0,0.0,0.0,2016/6,,3.0,0.0,19.0,11.0,9.0,24.0
927,I1,2016-06-03,Atalanta,Juventus,0.0,2.0,A,13.0,9.0,3.0,5.0,18.0,13.0,7.0,4.0,3.0,2.0,0.0,0.0,2016/6,,0.0,3.0,16.0,13.0,26.0,6.0
928,I1,2016-06-02,Bologna,Fiorentina,1.0,1.0,D,12.0,12.0,6.0,2.0,13.0,10.0,8.0,4.0,2.0,2.0,0.0,1.0,2016/6,,1.0,1.0,11.0,13.0,13.0,15.0
929,I1,2016-06-02,Genoa,Lazio,0.0,0.0,D,4.0,10.0,1.0,2.0,12.0,18.0,2.0,9.0,3.0,3.0,0.0,0.0,2016/6,,1.0,1.0,19.0,12.0,10.0,11.0
930,I1,2016-06-01,Juventus,Verona,3.0,0.0,H,15.0,7.0,6.0,1.0,17.0,11.0,9.0,3.0,3.0,2.0,0.0,0.0,2016/6,,3.0,0.0,23.0,1.0,8.0,13.0
931,I1,2016-06-01,Empoli,Inter,0.0,1.0,A,16.0,14.0,4.0,3.0,9.0,10.0,8.0,5.0,2.0,2.0,0.0,0.0,2016/6,,0.0,3.0,11.0,12.0,5.0,20.0
932,I1,2016-06-01,Udinese,Atalanta,2.0,1.0,H,18.0,22.0,6.0,7.0,18.0,18.0,4.0,5.0,3.0,3.0,0.0,0.0,2016/6,,3.0,0.0,11.0,12.0,8.0,14.0
933,I1,2016-06-01,Sassuolo,Frosinone,2.0,2.0,D,30.0,5.0,3.0,2.0,14.0,21.0,8.0,1.0,1.0,2.0,1.0,0.0,2016/6,,1.0,1.0,13.0,10.0,12.0,29.0
934,I1,2016-06-01,Palermo,Fiorentina,1.0,3.0,A,11.0,11.0,3.0,5.0,23.0,16.0,4.0,3.0,3.0,3.0,0.0,0.0,2016/6,,0.0,3.0,16.0,15.0,11.0,17.0
935,I1,2016-06-01,Napoli,Torino,2.0,1.0,H,17.0,9.0,8.0,4.0,12.0,21.0,7.0,5.0,2.0,4.0,0.0,0.0,2016/6,,3.0,0.0,31.0,7.0,18.0,16.0
936,I1,2016-06-01,Milan,Bologna,0.0,1.0,A,17.0,7.0,4.0,3.0,16.0,12.0,10.0,0.0,6.0,5.0,0.0,0.0,2016/6,,0.0,3.0,19.0,12.0,4.0,10.0
937,I1,2016-06-01,Lazio,Carpi,0.0,0.0,D,15.0,5.0,0.0,2.0,12.0,9.0,9.0,7.0,2.0,1.0,0.0,0.0,2016/6,,1.0,1.0,14.0,16.0,9.0,13.0
938,I1,2016-06-01,Chievo,Roma,3.0,3.0,D,12.0,14.0,6.0,5.0,12.0,13.0,8.0,2.0,3.0,2.0,0.0,0.0,2016/6,,1.0,1.0,11.0,8.0,22.0,10.0
939,I1,2016-05-15,Chievo,Bologna,0.0,0.0,D,5.0,16.0,0.0,4.0,16.0,15.0,5.0,7.0,2.0,1.0,0.0,0.0,2016/5,2015/2016,1.0,1.0,12.0,8.0,4.0,12.0
940,I1,2016-05-15,Udinese,Carpi,1.0,2.0,A,15.0,10.0,5.0,5.0,14.0,17.0,6.0,3.0,3.0,3.0,1.0,0.0,2016/5,2015/2016,0.0,3.0,10.0,14.0,7.0,15.0
941,I1,2016-05-15,Palermo,Verona,3.0,2.0,H,5.0,14.0,3.0,4.0,18.0,19.0,4.0,4.0,2.0,2.0,1.0,1.0,2016/5,2015/2016,3.0,0.0,14.0,14.0,7.0,14.0
942,I1,2016-05-15,Lazio,Fiorentina,2.0,4.0,A,16.0,16.0,6.0,5.0,8.0,10.0,6.0,4.0,0.0,1.0,0.0,0.0,2016/5,2015/2016,0.0,3.0,16.0,12.0,7.0,18.0
943,I1,2016-05-15,Genoa,Atalanta,1.0,2.0,A,11.0,13.0,2.0,4.0,19.0,14.0,8.0,5.0,3.0,3.0,0.0,0.0,2016/5,2015/2016,0.0,3.0,19.0,12.0,8.0,13.0
944,I1,2016-05-15,Empoli,Torino,2.0,1.0,H,10.0,18.0,3.0,5.0,12.0,12.0,3.0,4.0,2.0,1.0,0.0,0.0,2016/5,2015/2016,3.0,0.0,10.0,11.0,17.0,16.0
945,I1,2016-05-14,Sassuolo,Inter,3.0,1.0,H,9.0,10.0,3.0,6.0,8.0,12.0,5.0,7.0,3.0,3.0,0.0,1.0,2016/5,2015/2016,3.0,0.0,11.0,9.0,8.0,17.0
946,I1,2016-05-14,Juventus,Sampdoria,5.0,0.0,H,24.0,7.0,12.0,1.0,16.0,4.0,13.0,2.0,3.0,1.0,0.0,1.0,2016/5,2015/2016,3.0,0.0,21.0,2.0,13.0,15.0
947,I1,2016-05-14,Milan,Roma,1.0,3.0,A,14.0,16.0,6.0,9.0,13.0,7.0,4.0,1.0,4.0,0.0,0.0,0.0,2016/5,2015/2016,0.0,3.0,19.0,10.0,21.0,9.0
948,I1,2016-05-14,Napoli,Frosinone,4.0,0.0,H,33.0,9.0,12.0,2.0,9.0,7.0,16.0,0.0,1.0,1.0,0.0,1.0,2016/5,2015/2016,3.0,0.0,27.0,7.0,13.0,29.0
949,I1,2016-05-12,Chievo,Genoa,0.0,0.0,D,7.0,9.0,2.0,0.0,9.0,19.0,5.0,8.0,2.0,3.0,0.0,0.0,2016/5,2015/2016,1.0,1.0,14.0,11.0,5.0,17.0
950,I1,2016-05-12,Udinese,Bologna,1.0,0.0,H,19.0,7.0,9.0,1.0,10.0,17.0,5.0,0.0,3.0,0.0,0.0,1.0,2016/5,2015/2016,3.0,0.0,9.0,17.0,6.0,12.0
951,I1,2016-05-11,Torino,Cagliari,5.0,1.0,H,23.0,10.0,9.0,7.0,15.0,10.0,5.0,4.0,1.0,2.0,0.0,1.0,2016/5,2015/2016,3.0,0.0,14.0,15.0,8.0,17.0
952,I1,2016-05-11,Napoli,Lazio,1.0,1.0,D,18.0,7.0,8.0,3.0,12.0,15.0,9.0,2.0,0.0,2.0,0.0,0.0,2016/5,2015/2016,1.0,1.0,29.0,6.0,11.0,12.0
953,I1,2016-05-03,Napoli,Chievo,3.0,1.0,H,25.0,8.0,10.0,2.0,6.0,13.0,7.0,2.0,0.0,3.0,0.0,0.0,2016/5,2015/2016,3.0,0.0,28.0,6.0,7.0,12.0
954,I1,2016-05-03,Verona,Sampdoria,0.0,3.0,A,11.0,14.0,4.0,8.0,12.0,14.0,6.0,4.0,2.0,3.0,0.0,0.0,2016/5,2015/2016,0.0,3.0,14.0,15.0,11.0,19.0
955,I1,2016-05-01,Genoa,Sampdoria,2.0,3.0,A,18.0,11.0,10.0,5.0,18.0,16.0,12.0,5.0,6.0,1.0,0.0,0.0,2016/5,2015/2016,0.0,3.0,19.0,10.0,8.0,18.0
956,I1,2016-04-30,Udinese,Torino,1.0,5.0,A,13.0,15.0,4.0,6.0,14.0,9.0,8.0,4.0,2.0,2.0,0.0,0.0,2016/4,2015/2016,0.0,3.0,8.0,16.0,13.0,16.0
957,I1,2016-04-30,Chievo,Fiorentina,0.0,0.0,D,9.0,21.0,4.0,5.0,20.0,13.0,2.0,6.0,4.0,4.0,0.0,0.0,2016/4,2015/2016,1.0,1.0,14.0,12.0,8.0,19.0
958,I1,2016-04-25,Carpi,Empoli,1.0,0.0,H,16.0,8.0,3.0,3.0,23.0,13.0,7.0,3.0,3.0,4.0,1.0,1.0,2016/4,2015/2016,3.0,0.0,15.0,15.0,9.0,24.0
959,I1,2016-04-25,Verona,Milan,2.0,1.0,H,28.0,11.0,12.0,6.0,19.0,11.0,13.0,6.0,1.0,2.0,0.0,0.0,2016/4,2015/2016,3.0,0.0,12.0,16.0,13.0,10.0
960,I1,2016-04-25,Roma,Napoli,1.0,0.0,H,9.0,9.0,3.0,4.0,10.0,12.0,4.0,5.0,2.0,4.0,0.0,0.0,2016/4,2015/2016,3.0,0.0,23.0,11.0,14.0,11.0
961,I1,2016-04-24,Atalanta,Chievo,1.0,0.0,H,11.0,10.0,5.0,2.0,12.0,18.0,8.0,6.0,3.0,2.0,1.0,0.0,2016/4,2015/2016,3.0,0.0,15.0,14.0,9.0,12.0
962,I1,2016-04-24,Bologna,Genoa,2.0,0.0,H,11.0,5.0,5.0,3.0,16.0,17.0,7.0,3.0,1.0,2.0,0.0,0.0,2016/4,2015/2016,3.0,0.0,9.0,14.0,6.0,18.0
963,I1,2016-04-24,Frosinone,Palermo,0.0,2.0,A,16.0,7.0,4.0,2.0,17.0,19.0,9.0,4.0,3.0,3.0,0.0,0.0,2016/4,2015/2016,0.0,3.0,12.0,9.0,7.0,23.0
964,I1,2016-04-24,Sampdoria,Lazio,2.0,1.0,H,13.0,20.0,7.0,4.0,9.0,14.0,4.0,12.0,2.0,6.0,0.0,0.0,2016/4,2015/2016,3.0,0.0,12.0,9.0,11.0,12.0
965,I1,2016-04-24,Torino,Sassuolo,1.0,3.0,A,15.0,12.0,3.0,4.0,18.0,7.0,4.0,4.0,2.0,1.0,0.0,0.0,2016/4,2015/2016,0.0,3.0,14.0,13.0,15.0,18.0
966,I1,2016-04-24,Fiorentina,Juventus,1.0,2.0,A,21.0,6.0,7.0,3.0,10.0,15.0,5.0,3.0,1.0,3.0,0.0,0.0,2016/4,2015/2016,0.0,3.0,17.0,7.0,24.0,6.0
967,I1,2016-04-23,Inter,Udinese,3.0,1.0,H,25.0,12.0,9.0,5.0,7.0,13.0,14.0,6.0,3.0,2.0,0.0,0.0,2016/4,2015/2016,3.0,0.0,17.0,7.0,13.0,16.0
968,I1,2016-04-21,Milan,Carpi,0.0,0.0,D,20.0,6.0,3.0,2.0,17.0,15.0,4.0,3.0,2.0,3.0,0.0,0.0,2016/4,2015/2016,1.0,1.0,20.0,11.0,8.0,20.0
969,I1,2016-04-20,Palermo,Atalanta,2.0,2.0,D,15.0,10.0,3.0,4.0,23.0,21.0,9.0,2.0,3.0,3.0,1.0,0.0,2016/4,2015/2016,1.0,1.0,14.0,15.0,6.0,13.0
970,I1,2016-04-20,Juventus,Lazio,3.0,0.0,H,19.0,7.0,12.0,1.0,7.0,12.0,10.0,1.0,1.0,1.0,0.0,1.0,2016/4,2015/2016,3.0,0.0,19.0,3.0,12.0,11.0
971,I1,2016-04-20,Genoa,Inter,1.0,0.0,H,16.0,17.0,5.0,4.0,15.0,7.0,6.0,5.0,2.0,2.0,0.0,0.0,2016/4,2015/2016,3.0,0.0,23.0,11.0,9.0,18.0
972,I1,2016-04-20,Chievo,Frosinone,5.0,1.0,H,23.0,9.0,8.0,2.0,12.0,13.0,6.0,1.0,2.0,3.0,0.0,2.0,2016/4,2015/2016,3.0,0.0,11.0,13.0,12.0,28.0
973,I1,2016-04-20,Roma,Torino,3.0,2.0,H,20.0,13.0,6.0,5.0,13.0,16.0,10.0,4.0,1.0,3.0,0.0,0.0,2016/4,2015/2016,3.0,0.0,23.0,10.0,12.0,13.0
974,I1,2016-04-20,Sassuolo,Sampdoria,0.0,0.0,D,23.0,4.0,8.0,2.0,13.0,14.0,13.0,2.0,4.0,3.0,0.0,1.0,2016/4,2015/2016,1.0,1.0,13.0,10.0,8.0,20.0
975,I1,2016-04-20,Udinese,Fiorentina,2.0,1.0,H,10.0,9.0,3.0,3.0,19.0,14.0,6.0,4.0,2.0,4.0,0.0,0.0,2016/4,2015/2016,3.0,0.0,7.0,18.0,9.0,17.0
976,I1,2016-04-20,Empoli,Verona,1.0,0.0,H,12.0,20.0,7.0,6.0,16.0,19.0,5.0,5.0,1.0,3.0,0.0,1.0,2016/4,2015/2016,3.0,0.0,11.0,11.0,9.0,15.0
