,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,ANO_MES,SEASON,HPoints,APoints,HScoredGSum,HConseivedGSum,AScoredGSum,AConseivedGSum
120,I1,2018-08-18,Chievo,Juventus,2.0,3.0,A,7.0,23.0,2.0,11.0,7.0,9.0,0.0,8.0,2.0,0.0,0.0,0.0,2018/8,2018/2019,0.0,3.0,11.0,10.0,15.0,5.0
121,I1,2018-08-18,Lazio,Napoli,1.0,2.0,A,9.0,11.0,5.0,6.0,8.0,5.0,4.0,7.0,0.0,0.0,0.0,0.0,2018/8,2018/2019,0.0,3.0,20.0,11.0,14.0,8.0
122,I1,2018-08-04,Torino,Inter,1.0,0.0,H,10.0,15.0,3.0,8.0,5.0,16.0,1.0,16.0,2.0,3.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,17.0,10.0,19.0,9.0
123,I1,2018-08-04,Crotone,Bologna,1.0,0.0,H,6.0,11.0,5.0,1.0,16.0,20.0,1.0,5.0,2.0,4.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,11.0,14.0,4.0,19.0
124,I1,2018-08-04,Milan,Sassuolo,1.0,1.0,D,22.0,8.0,8.0,3.0,15.0,10.0,12.0,3.0,3.0,2.0,0.0,0.0,2018/8,2018/2019,1.0,1.0,19.0,7.0,9.0,19.0
125,I1,2018-08-04,Napoli,Chievo,2.0,1.0,H,31.0,4.0,12.0,2.0,7.0,12.0,14.0,0.0,2.0,3.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,24.0,11.0,7.0,20.0
126,I1,2018-08-04,Udinese,Lazio,1.0,2.0,A,10.0,14.0,3.0,4.0,9.0,7.0,5.0,5.0,0.0,2.0,0.0,0.0,2018/8,2018/2019,0.0,3.0,5.0,17.0,21.0,15.0
127,I1,2018-08-04,Verona,Cagliari,1.0,0.0,H,11.0,10.0,4.0,3.0,18.0,13.0,2.0,9.0,4.0,1.0,0.0,0.0,2018/8,2018/2019,3.0,0.0,9.0,21.0,10.0,18.0
128,I1,2018-07-10,Napoli,Sassuolo,2.0,0.0,H,12.0,10.0,7.0,7.0,11.0,8.0,4.0,4.0,2.0,2.0,0.0,1.0,2018/7,,3.0,0.0,25.0,13.0,10.0,17.0
129,I1,2018-07-10,Milan,Chievo,3.0,1.0,H,14.0,4.0,7.0,2.0,9.0,12.0,12.0,7.0,1.0,1.0,0.0,0.0,2018/7,,3.0,0.0,18.0,7.0,9.0,18.0
130,I1,2018-07-10,Lazio,Fiorentina,1.0,0.0,H,11.0,10.0,5.0,6.0,18.0,10.0,5.0,6.0,5.0,3.0,0.0,0.0,2018/7,,3.0,0.0,21.0,11.0,15.0,14.0
131,I1,2018-07-10,Genoa,Parma,1.0,3.0,A,20.0,7.0,13.0,5.0,9.0,9.0,9.0,7.0,1.0,1.0,0.0,0.0,2018/7,,0.0,3.0,14.0,9.0,8.0,27.0
132,I1,2018-07-10,Atalanta,Sampdoria,0.0,1.0,A,15.0,6.0,6.0,3.0,17.0,13.0,9.0,4.0,2.0,4.0,0.0,0.0,2018/7,,0.0,3.0,12.0,9.0,9.0,21.0
133,I1,2018-07-10,Spal,Inter,1.0,2.0,A,9.0,6.0,6.0,4.0,13.0,20.0,10.0,9.0,6.0,2.0,0.0,0.0,2018/7,,0.0,3.0,12.0,13.0,18.0,9.0
134,I1,2018-07-04,Roma,Fiorentina,0.0,2.0,A,25.0,4.0,9.0,3.0,8.0,9.0,9.0,1.0,4.0,2.0,0.0,0.0,2018/7,,0.0,3.0,13.0,11.0,14.0,15.0
135,I1,2018-07-04,Sampdoria,Genoa,0.0,0.0,D,18.0,7.0,4.0,2.0,10.0,13.0,5.0,1.0,1.0,2.0,0.0,0.0,2018/7,,1.0,1.0,16.0,16.0,8.0,22.0
136,I1,2018-07-04,Spal,Atalanta,1.0,1.0,D,8.0,19.0,4.0,6.0,10.0,24.0,3.0,3.0,3.0,2.0,0.0,0.0,2018/7,,1.0,1.0,13.0,14.0,20.0,7.0
137,I1,2018-07-04,Benevento,Juventus,2.0,4.0,A,16.0,15.0,6.0,5.0,10.0,10.0,9.0,2.0,0.0,1.0,0.0,0.0,2018/7,,0.0,3.0,16.0,18.0,14.0,3.0
138,I1,2018-06-10,Udinese,Juventus,0.0,2.0,A,5.0,13.0,4.0,7.0,14.0,13.0,4.0,8.0,3.0,1.0,0.0,0.0,2018/6,,0.0,3.0,9.0,15.0,14.0,4.0
139,I1,2018-06-10,Cagliari,Bologna,2.0,0.0,H,8.0,10.0,5.0,4.0,8.0,16.0,4.0,4.0,2.0,4.0,0.0,0.0,2018/6,,3.0,0.0,6.0,15.0,7.0,19.0
140,I1,2018-06-10,Empoli,Roma,0.0,2.0,A,11.0,7.0,4.0,4.0,13.0,10.0,4.0,3.0,2.0,1.0,0.0,0.0,2018/6,,0.0,3.0,11.0,14.0,16.0,4.0
141,I1,2018-06-05,Udinese,Inter,0.0,4.0,A,9.0,26.0,2.0,12.0,13.0,7.0,5.0,9.0,1.0,0.0,1.0,0.0,2018/6,,0.0,3.0,9.0,12.0,17.0,9.0
142,I1,2018-06-05,Spal,Benevento,2.0,0.0,H,6.0,12.0,4.0,3.0,16.0,22.0,1.0,4.0,2.0,2.0,0.0,0.0,2018/6,,3.0,0.0,12.0,15.0,6.0,21.0
143,I1,2018-06-05,Sassuolo,Sampdoria,1.0,0.0,H,18.0,2.0,7.0,0.0,7.0,21.0,9.0,6.0,1.0,1.0,0.0,0.0,2018/6,,3.0,0.0,11.0,14.0,9.0,23.0
144,I1,2018-06-05,Napoli,Torino,2.0,2.0,D,19.0,5.0,5.0,2.0,10.0,20.0,4.0,2.0,1.0,4.0,0.0,0.0,2018/6,,1.0,1.0,26.0,11.0,16.0,10.0
145,I1,2018-06-05,Lazio,Atalanta,1.0,1.0,D,13.0,20.0,2.0,6.0,7.0,8.0,6.0,9.0,3.0,2.0,0.0,0.0,2018/6,,1.0,1.0,21.0,10.0,20.0,13.0
146,I1,2018-06-05,Cagliari,Roma,0.0,1.0,A,12.0,9.0,3.0,1.0,20.0,9.0,9.0,3.0,4.0,1.0,0.0,0.0,2018/6,,0.0,3.0,6.0,16.0,16.0,5.0
147,I1,2018-06-05,Chievo,Crotone,2.0,1.0,H,11.0,13.0,3.0,3.0,15.0,14.0,8.0,4.0,5.0,1.0,0.0,0.0,2018/6,,3.0,0.0,9.0,9.0,10.0,19.0
148,I1,2018-06-05,Genoa,Fiorentina,2.0,3.0,A,7.0,19.0,3.0,10.0,8.0,16.0,3.0,7.0,2.0,6.0,2.0,0.0,2018/6,,0.0,3.0,13.0,8.0,12.0,14.0
149,I1,2018-06-01,Spal,Lazio,2.0,5.0,A,13.0,15.0,4.0,7.0,8.0,14.0,9.0,4.0,2.0,3.0,0.0,0.0,2018/6,,0.0,3.0,11.0,10.0,21.0,14.0
150,I1,2018-06-01,Benevento,Sampdoria,3.0,2.0,H,16.0,13.0,4.0,6.0,10.0,9.0,6.0,7.0,1.0,1.0,0.0,1.0,2018/6,,3.0,0.0,14.0,21.0,8.0,20.0
151,I1,2018-06-01,Cagliari,Juventus,0.0,1.0,A,9.0,16.0,2.0,2.0,17.0,13.0,5.0,3.0,1.0,2.0,0.0,0.0,2018/6,,0.0,3.0,7.0,18.0,16.0,5.0
152,I1,2018-06-01,Genoa,Sassuolo,1.0,0.0,H,7.0,10.0,3.0,1.0,17.0,16.0,5.0,5.0,3.0,1.0,0.0,0.0,2018/6,,3.0,0.0,13.0,9.0,12.0,17.0
153,I1,2018-06-01,Torino,Bologna,3.0,0.0,H,19.0,6.0,6.0,1.0,13.0,12.0,4.0,5.0,1.0,2.0,0.0,0.0,2018/6,,3.0,0.0,17.0,10.0,8.0,16.0
154,I1,2018-06-01,Milan,Crotone,1.0,0.0,H,26.0,8.0,9.0,2.0,17.0,16.0,14.0,0.0,2.0,2.0,0.0,0.0,2018/6,,3.0,0.0,17.0,9.0,10.0,21.0
155,I1,2018-06-01,Napoli,Verona,2.0,0.0,H,24.0,3.0,9.0,1.0,9.0,8.0,5.0,1.0,0.0,4.0,0.0,0.0,2018/6,,3.0,0.0,26.0,12.0,9.0,24.0
156,I1,2018-06-01,Roma,Atalanta,1.0,2.0,A,18.0,11.0,5.0,4.0,12.0,6.0,12.0,7.0,1.0,3.0,0.0,1.0,2018/6,,0.0,3.0,13.0,9.0,21.0,13.0
157,I1,2018-05-20,Genoa,Torino,1.0,2.0,A,12.0,4.0,2.0,2.0,10.0,11.0,7.0,3.0,1.0,3.0,0.0,0.0,2018/5,2017/2018,0.0,3.0,12.0,8.0,17.0,10.0
158,I1,2018-05-20,Chievo,Benevento,1.0,0.0,H,8.0,12.0,5.0,1.0,13.0,9.0,2.0,4.0,1.0,0.0,0.0,0.0,2018/5,2017/2018,3.0,0.0,8.0,11.0,6.0,21.0
159,I1,2018-05-20,Udinese,Bologna,1.0,0.0,H,20.0,8.0,5.0,5.0,9.0,11.0,10.0,2.0,0.0,2.0,0.0,0.0,2018/5,2017/2018,3.0,0.0,8.0,13.0,9.0,18.0
160,I1,2018-05-20,Spal,Sampdoria,3.0,1.0,H,16.0,9.0,6.0,3.0,10.0,11.0,5.0,3.0,1.0,4.0,0.0,0.0,2018/5,2017/2018,3.0,0.0,8.0,10.0,9.0,20.0
161,I1,2018-05-20,Sassuolo,Roma,0.0,1.0,A,16.0,15.0,3.0,6.0,14.0,8.0,5.0,9.0,1.0,1.0,0.0,0.0,2018/5,2017/2018,0.0,3.0,11.0,14.0,16.0,6.0
162,I1,2018-05-20,Milan,Fiorentina,5.0,1.0,H,18.0,9.0,11.0,3.0,10.0,5.0,6.0,1.0,2.0,1.0,0.0,1.0,2018/5,2017/2018,3.0,0.0,12.0,8.0,12.0,11.0
163,I1,2018-05-20,Lazio,Inter,2.0,3.0,A,14.0,15.0,4.0,6.0,12.0,13.0,10.0,4.0,5.0,4.0,2.0,0.0,2018/5,2017/2018,0.0,3.0,22.0,7.0,14.0,8.0
164,I1,2018-05-20,Cagliari,Atalanta,1.0,0.0,H,6.0,12.0,4.0,4.0,17.0,14.0,5.0,11.0,3.0,1.0,0.0,0.0,2018/5,2017/2018,3.0,0.0,8.0,19.0,21.0,14.0
165,I1,2018-05-20,Napoli,Crotone,2.0,1.0,H,19.0,9.0,9.0,4.0,3.0,9.0,6.0,9.0,0.0,0.0,0.0,0.0,2018/5,2017/2018,3.0,0.0,27.0,12.0,9.0,22.0
166,I1,2018-05-19,Juventus,Verona,2.0,1.0,H,26.0,9.0,13.0,3.0,13.0,11.0,11.0,5.0,0.0,2.0,0.0,0.0,2018/5,2017/2018,3.0,0.0,26.0,4.0,8.0,25.0
167,I1,2018-05-13,Atalanta,Milan,1.0,1.0,D,24.0,5.0,5.0,2.0,21.0,10.0,3.0,8.0,6.0,6.0,1.0,1.0,2018/5,2017/2018,1.0,1.0,11.0,9.0,12.0,13.0
168,I1,2018-05-13,Bologna,Chievo,1.0,2.0,A,7.0,13.0,3.0,7.0,13.0,14.0,2.0,7.0,1.0,4.0,0.0,0.0,2018/5,2017/2018,0.0,3.0,14.0,13.0,8.0,18.0
169,I1,2018-05-13,Crotone,Lazio,2.0,2.0,D,6.0,18.0,3.0,7.0,12.0,15.0,2.0,9.0,1.0,3.0,0.0,0.0,2018/5,2017/2018,1.0,1.0,11.0,13.0,21.0,13.0
170,I1,2018-05-13,Fiorentina,Cagliari,0.0,1.0,A,14.0,14.0,0.0,2.0,15.0,17.0,11.0,5.0,3.0,4.0,1.0,0.0,2018/5,2017/2018,0.0,3.0,13.0,13.0,11.0,19.0
171,I1,2018-05-13,Roma,Juventus,0.0,0.0,D,9.0,7.0,2.0,0.0,10.0,13.0,4.0,3.0,2.0,2.0,1.0,0.0,2018/5,2017/2018,1.0,1.0,14.0,9.0,19.0,5.0
172,I1,2018-05-13,Sampdoria,Napoli,0.0,2.0,A,11.0,17.0,2.0,9.0,13.0,6.0,3.0,12.0,2.0,2.0,0.0,0.0,2018/5,2017/2018,0.0,3.0,20.0,15.0,13.0,8.0
173,I1,2018-05-13,Torino,Spal,2.0,1.0,H,18.0,10.0,10.0,4.0,16.0,14.0,4.0,6.0,2.0,5.0,0.0,0.0,2018/5,2017/2018,3.0,0.0,15.0,9.0,10.0,15.0
174,I1,2018-05-13,Verona,Udinese,0.0,1.0,A,11.0,13.0,1.0,5.0,15.0,17.0,3.0,5.0,2.0,2.0,0.0,0.0,2018/5,2017/2018,0.0,3.0,10.0,22.0,9.0,18.0
175,I1,2018-05-10,Torino,Frosinone,3.0,2.0,H,15.0,8.0,10.0,4.0,16.0,17.0,2.0,4.0,3.0,3.0,0.0,0.0,2018/5,2017/2018,3.0,0.0,13.0,10.0,8.0,22.0
176,I1,2018-05-05,Juventus,Bologna,3.0,1.0,H,15.0,6.0,6.0,3.0,12.0,13.0,5.0,2.0,2.0,3.0,0.0,0.0,2018/5,2017/2018,3.0,0.0,27.0,4.0,11.0,17.0
177,I1,2018-05-05,Milan,Verona,4.0,1.0,H,17.0,8.0,10.0,2.0,9.0,10.0,5.0,4.0,1.0,0.0,0.0,0.0,2018/5,2017/2018,3.0,0.0,8.0,9.0,9.0,24.0
178,I1,2018-05-02,Lazio,Genoa,1.0,2.0,A,22.0,6.0,5.0,4.0,7.0,9.0,8.0,1.0,0.0,1.0,0.0,0.0,2018/5,2017/2018,0.0,3.0,26.0,6.0,6.0,21.0
179,I1,2018-05-01,Chievo,Udinese,1.0,1.0,D,11.0,9.0,6.0,1.0,6.0,20.0,5.0,5.0,0.0,1.0,0.0,0.0,2018/5,2017/2018,1.0,1.0,9.0,13.0,10.0,18.0
180,I1,2018-05-01,Fiorentina,Inter,1.0,1.0,D,23.0,13.0,4.0,4.0,9.0,11.0,7.0,5.0,2.0,3.0,0.0,0.0,2018/5,2017/2018,1.0,1.0,13.0,13.0,16.0,8.0
181,I1,2018-04-29,Crotone,Sassuolo,4.0,1.0,H,11.0,14.0,7.0,6.0,15.0,8.0,4.0,6.0,3.0,1.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,9.0,14.0,12.0,16.0
182,I1,2018-04-29,Sampdoria,Cagliari,4.0,1.0,H,15.0,6.0,6.0,2.0,8.0,15.0,6.0,2.0,1.0,7.0,0.0,1.0,2018/4,2017/2018,3.0,0.0,18.0,15.0,10.0,16.0
183,I1,2018-04-29,Torino,Lazio,0.0,1.0,A,8.0,16.0,2.0,6.0,13.0,14.0,3.0,6.0,2.0,3.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,18.0,12.0,22.0,14.0
184,I1,2018-04-29,Verona,Spal,1.0,3.0,A,11.0,17.0,5.0,6.0,16.0,14.0,1.0,8.0,2.0,3.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,10.0,19.0,7.0,16.0
185,I1,2018-04-29,Bologna,Milan,1.0,2.0,A,12.0,9.0,7.0,4.0,14.0,12.0,7.0,1.0,1.0,1.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,13.0,14.0,14.0,13.0
186,I1,2018-04-29,Benevento,Udinese,3.0,3.0,D,12.0,15.0,6.0,6.0,11.0,19.0,4.0,4.0,4.0,3.0,1.0,0.0,2018/4,2017/2018,1.0,1.0,11.0,21.0,10.0,16.0
187,I1,2018-04-29,Atalanta,Genoa,3.0,1.0,H,13.0,12.0,6.0,3.0,13.0,6.0,1.0,7.0,3.0,1.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,9.0,10.0,6.0,18.0
188,I1,2018-04-29,Fiorentina,Napoli,3.0,0.0,H,28.0,4.0,10.0,1.0,17.0,10.0,2.0,3.0,3.0,5.0,0.0,1.0,2018/4,2017/2018,3.0,0.0,10.0,13.0,16.0,6.0
189,I1,2018-04-28,Roma,Chievo,4.0,1.0,H,15.0,12.0,7.0,6.0,12.0,10.0,3.0,7.0,2.0,2.0,1.0,0.0,2018/4,2017/2018,3.0,0.0,10.0,9.0,8.0,18.0
190,I1,2018-04-28,Inter,Juventus,2.0,3.0,A,10.0,13.0,5.0,4.0,7.0,15.0,2.0,8.0,2.0,5.0,1.0,0.0,2018/4,2017/2018,0.0,3.0,26.0,6.0,18.0,3.0
191,I1,2018-04-23,Genoa,Verona,3.0,1.0,H,18.0,13.0,8.0,3.0,13.0,10.0,8.0,2.0,2.0,3.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,11.0,10.0,10.0,23.0
192,I1,2018-04-22,Atalanta,Torino,2.0,1.0,H,22.0,10.0,8.0,1.0,19.0,18.0,11.0,4.0,2.0,2.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,10.0,12.0,16.0,11.0
193,I1,2018-04-22,Udinese,Crotone,1.0,2.0,A,15.0,11.0,6.0,2.0,21.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,9.0,12.0,7.0,22.0
194,I1,2018-04-22,Lazio,Sampdoria,4.0,0.0,H,15.0,6.0,9.0,2.0,11.0,8.0,8.0,4.0,1.0,2.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,26.0,6.0,9.0,20.0
195,I1,2018-04-22,Chievo,Inter,1.0,2.0,A,13.0,11.0,6.0,5.0,11.0,9.0,4.0,10.0,1.0,1.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,12.0,11.0,16.0,8.0
196,I1,2018-04-22,Cagliari,Bologna,0.0,0.0,D,13.0,5.0,2.0,2.0,15.0,13.0,7.0,1.0,3.0,5.0,0.0,0.0,2018/4,2017/2018,1.0,1.0,10.0,22.0,11.0,18.0
197,I1,2018-04-22,Juventus,Napoli,0.0,1.0,A,4.0,12.0,0.0,4.0,10.0,17.0,3.0,3.0,3.0,1.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,28.0,5.0,16.0,6.0
198,I1,2018-04-21,Spal,Roma,0.0,3.0,A,6.0,14.0,3.0,7.0,10.0,11.0,2.0,3.0,4.0,1.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,10.0,9.0,13.0,7.0
199,I1,2018-04-21,Sassuolo,Fiorentina,1.0,0.0,H,10.0,6.0,6.0,1.0,22.0,20.0,4.0,2.0,6.0,4.0,0.0,1.0,2018/4,2017/2018,3.0,0.0,11.0,17.0,15.0,10.0
200,I1,2018-04-21,Milan,Benevento,0.0,1.0,A,21.0,5.0,6.0,1.0,13.0,7.0,4.0,1.0,2.0,4.0,0.0,1.0,2018/4,2017/2018,0.0,3.0,8.0,8.0,5.0,23.0
201,I1,2018-04-18,Fiorentina,Lazio,3.0,4.0,A,13.0,17.0,6.0,8.0,17.0,14.0,0.0,8.0,3.0,2.0,1.0,1.0,2018/4,2017/2018,0.0,3.0,8.0,9.0,21.0,11.0
202,I1,2018-04-18,Napoli,Udinese,4.0,2.0,H,18.0,19.0,9.0,5.0,7.0,12.0,8.0,7.0,1.0,2.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,23.0,10.0,11.0,13.0
203,I1,2018-04-18,Roma,Genoa,2.0,1.0,H,15.0,5.0,6.0,1.0,10.0,10.0,7.0,3.0,0.0,1.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,11.0,9.0,5.0,17.0
204,I1,2018-04-18,Sampdoria,Bologna,1.0,0.0,H,16.0,11.0,2.0,2.0,11.0,12.0,6.0,6.0,1.0,3.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,19.0,15.0,11.0,18.0
205,I1,2018-04-18,Spal,Chievo,0.0,0.0,D,9.0,6.0,1.0,0.0,12.0,24.0,6.0,2.0,1.0,2.0,0.0,0.0,2018/4,2017/2018,1.0,1.0,12.0,12.0,8.0,18.0
206,I1,2018-04-18,Torino,Milan,1.0,1.0,D,12.0,9.0,5.0,5.0,21.0,13.0,6.0,6.0,4.0,3.0,1.0,0.0,2018/4,2017/2018,1.0,1.0,18.0,12.0,15.0,15.0
207,I1,2018-04-18,Verona,Sassuolo,0.0,1.0,A,9.0,15.0,2.0,5.0,19.0,14.0,6.0,5.0,3.0,4.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,10.0,23.0,12.0,16.0
208,I1,2018-04-18,Benevento,Atalanta,0.0,3.0,A,12.0,12.0,4.0,8.0,13.0,21.0,6.0,1.0,2.0,2.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,11.0,19.0,19.0,16.0
209,I1,2018-04-18,Crotone,Juventus,1.0,1.0,D,9.0,13.0,3.0,4.0,9.0,12.0,2.0,7.0,1.0,2.0,0.0,0.0,2018/4,2017/2018,1.0,1.0,10.0,13.0,19.0,5.0
210,I1,2018-04-17,Inter,Cagliari,4.0,0.0,H,20.0,0.0,9.0,0.0,7.0,10.0,10.0,2.0,1.0,1.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,24.0,6.0,10.0,13.0
211,I1,2018-04-15,Milan,Napoli,0.0,0.0,D,13.0,15.0,2.0,4.0,10.0,6.0,11.0,8.0,2.0,2.0,0.0,0.0,2018/4,2017/2018,1.0,1.0,10.0,9.0,19.0,8.0
212,I1,2018-04-15,Lazio,Roma,0.0,0.0,D,7.0,10.0,1.0,1.0,14.0,13.0,7.0,2.0,4.0,2.0,1.0,0.0,2018/4,2017/2018,1.0,1.0,27.0,7.0,16.0,7.0
213,I1,2018-04-15,Juventus,Sampdoria,3.0,0.0,H,16.0,8.0,5.0,3.0,8.0,6.0,6.0,8.0,2.0,0.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,27.0,6.0,9.0,17.0
214,I1,2018-04-15,Fiorentina,Spal,0.0,0.0,D,24.0,4.0,6.0,1.0,14.0,8.0,8.0,4.0,2.0,2.0,0.0,0.0,2018/4,2017/2018,1.0,1.0,11.0,9.0,9.0,17.0
215,I1,2018-04-15,Sassuolo,Benevento,2.0,2.0,D,15.0,10.0,3.0,2.0,12.0,23.0,7.0,1.0,3.0,2.0,0.0,0.0,2018/4,2017/2018,1.0,1.0,9.0,17.0,3.0,23.0
216,I1,2018-04-15,Bologna,Verona,2.0,0.0,H,14.0,8.0,6.0,1.0,17.0,15.0,3.0,4.0,3.0,2.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,14.0,14.0,10.0,24.0
217,I1,2018-04-14,Genoa,Crotone,1.0,0.0,H,17.0,10.0,5.0,1.0,21.0,15.0,5.0,4.0,2.0,3.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,10.0,11.0,7.0,26.0
218,I1,2018-04-14,Atalanta,Inter,0.0,0.0,D,16.0,10.0,4.0,2.0,14.0,5.0,8.0,4.0,4.0,2.0,0.0,0.0,2018/4,2017/2018,1.0,1.0,11.0,12.0,16.0,8.0
219,I1,2018-04-14,Cagliari,Udinese,2.0,1.0,H,12.0,7.0,3.0,1.0,11.0,12.0,7.0,3.0,2.0,3.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,9.0,21.0,10.0,14.0
220,I1,2018-04-14,Chievo,Torino,0.0,0.0,D,6.0,12.0,0.0,3.0,15.0,11.0,4.0,4.0,2.0,0.0,1.0,0.0,2018/4,2017/2018,1.0,1.0,14.0,12.0,18.0,13.0
221,I1,2018-04-11,Lazio,Spal,4.0,1.0,H,18.0,5.0,11.0,3.0,7.0,8.0,8.0,4.0,1.0,3.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,24.0,9.0,9.0,15.0
222,I1,2018-04-11,Udinese,Milan,0.0,1.0,A,11.0,15.0,4.0,9.0,11.0,13.0,4.0,7.0,3.0,3.0,1.0,0.0,2018/4,2017/2018,0.0,3.0,11.0,17.0,15.0,19.0
223,I1,2018-04-11,Sampdoria,Torino,1.0,4.0,A,10.0,15.0,4.0,8.0,13.0,25.0,0.0,2.0,2.0,2.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,18.0,12.0,15.0,12.0
224,I1,2018-04-11,Parma,Frosinone,0.0,0.0,D,9.0,9.0,1.0,1.0,14.0,15.0,3.0,7.0,1.0,4.0,1.0,0.0,2018/4,2017/2018,1.0,1.0,9.0,9.0,9.0,25.0
225,I1,2018-04-11,Bologna,Atalanta,1.0,2.0,A,9.0,12.0,5.0,6.0,7.0,12.0,1.0,4.0,1.0,2.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,14.0,14.0,18.0,18.0
226,I1,2018-04-11,Chievo,Sassuolo,0.0,2.0,A,1.0,8.0,1.0,4.0,20.0,16.0,3.0,2.0,5.0,2.0,1.0,0.0,2018/4,2017/2018,0.0,3.0,15.0,14.0,11.0,18.0
227,I1,2018-04-04,Chievo,Sassuolo,1.0,1.0,D,6.0,12.0,2.0,4.0,22.0,7.0,2.0,1.0,4.0,2.0,0.0,2.0,2018/4,2017/2018,1.0,1.0,17.0,15.0,11.0,17.0
228,I1,2018-04-04,Benevento,Verona,3.0,0.0,H,22.0,3.0,15.0,0.0,13.0,25.0,9.0,2.0,2.0,2.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,8.0,23.0,10.0,21.0
229,I1,2018-04-04,Torino,Crotone,4.0,1.0,H,9.0,12.0,5.0,2.0,14.0,13.0,3.0,3.0,1.0,1.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,16.0,12.0,7.0,24.0
230,I1,2018-04-04,Milan,Inter,0.0,0.0,D,13.0,14.0,3.0,2.0,10.0,13.0,7.0,4.0,1.0,4.0,0.0,0.0,2018/4,2017/2018,1.0,1.0,12.0,9.0,17.0,9.0
231,I1,2018-04-02,Bologna,Fiorentina,1.0,2.0,A,8.0,11.0,4.0,6.0,11.0,12.0,4.0,4.0,2.0,1.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,15.0,13.0,13.0,9.0
232,I1,2018-04-02,Juventus,Sassuolo,7.0,0.0,H,17.0,5.0,10.0,1.0,8.0,8.0,5.0,1.0,0.0,2.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,24.0,6.0,11.0,13.0
233,I1,2018-04-02,Cagliari,Spal,2.0,0.0,H,10.0,10.0,4.0,3.0,26.0,16.0,6.0,3.0,5.0,2.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,7.0,23.0,10.0,17.0
234,I1,2018-04-02,Verona,Roma,0.0,1.0,A,9.0,17.0,1.0,8.0,17.0,7.0,4.0,6.0,3.0,1.0,0.0,1.0,2018/4,2017/2018,0.0,3.0,10.0,25.0,17.0,7.0
235,I1,2018-04-02,Benevento,Napoli,0.0,2.0,A,14.0,17.0,4.0,5.0,4.0,6.0,4.0,5.0,1.0,0.0,0.0,0.0,2018/4,2017/2018,0.0,3.0,8.0,22.0,18.0,8.0
236,I1,2018-04-02,Atalanta,Chievo,1.0,0.0,H,24.0,4.0,4.0,0.0,11.0,14.0,10.0,3.0,0.0,1.0,0.0,0.0,2018/4,2017/2018,3.0,0.0,13.0,12.0,10.0,17.0
237,I1,2018-04-02,Udinese,Milan,1.0,1.0,D,13.0,15.0,3.0,4.0,18.0,13.0,5.0,5.0,2.0,2.0,0.0,1.0,2018/4,2017/2018,1.0,1.0,12.0,16.0,15.0,20.0
238,I1,2018-03-31,Atalanta,Udinese,2.0,0.0,H,23.0,9.0,7.0,2.0,9.0,10.0,10.0,6.0,1.0,2.0,0.0,0.0,2018/3,2017/2018,3.0,0.0,12.0,12.0,11.0,12.0
239,I1,2018-03-31,Cagliari,Torino,0.0,4.0,A,9.0,13.0,2.0,6.0,10.0,16.0,5.0,7.0,0.0,1.0,0.0,0.0,2018/3,2017/2018,0.0,3.0,7.0,20.0,11.0,16.0
240,I1,2018-03-31,Chievo,Sampdoria,2.0,1.0,H,7.0,15.0,4.0,7.0,15.0,11.0,2.0,6.0,3.0,2.0,0.0,0.0,2018/3,2017/2018,3.0,0.0,15.0,14.0,10.0,17.0
