,Data,Hora,Home,S,Away,Res,,
3572,,18:30,EC Bahia,-,Cruzeiro EC,0:1 (0:1),,
3573,,21:00,Flamengo RJ,-,Clube Náutico,2:0 (2:0),,
3574,12.08.2012,16:00,São Paulo FC,-,Grêmio Porto Alegre,1:2 (1:0),,
3575,,16:00,Internacional,-,Ponte Preta,2:1 (0:1),,
3576,,16:00,Atlético Mineiro,-,Vasco da Gama,1:0 (0:0),,
3577,,16:00,Coritiba FC,-,Corinthians SP,1:2 (1:0),,
3578,,18:30,Fluminense RJ,-,SE Palmeiras,1:0 (0:0),,
3579,,18:30,Portuguesa (SP),-,Botafogo RJ,1:1 (1:1),,
3580,15.08.2012,19:30,Grêmio Porto Alegre,-,Portuguesa (SP),1:2 (0:1),,
3581,,19:30,Cruzeiro EC,-,Fluminense RJ,1:1 (1:1),,
3582,,20:30,Ponte Preta,-,EC Bahia,0:2 (0:1),,
3583,,20:30,Atlético GO,-,Atlético Mineiro,1:1 (1:1),,
3584,,21:50,Botafogo RJ,-,Sport Club Recife,2:0 (0:0),,
3585,,21:50,SE Palmeiras,-,Flamengo RJ,1:0 (1:0),,
3586,,21:50,Clube Náutico,-,São Paulo FC,3:0 (2:0),,
3587,16.08.2012,21:00,Vasco da Gama,-,Coritiba FC,2:2 (0:1),,
3588,,21:00,Corinthians SP,-,Internacional,1:0 (0:0),,
3589,,21:00,Figueirense,-,Santos FC,1:3 (0:0),,
3590,18.08.2012,18:30,Fluminense RJ,-,Sport Club Recife,1:0 (0:0),,
3591,,18:30,Clube Náutico,-,EC Bahia,1:0 (0:0),,
3592,,21:00,São Paulo FC,-,Ponte Preta,3:0 (2:0),,
3593,19.08.2012,16:00,Santos FC,-,Corinthians SP,3:2 (1:1),,
3594,,16:00,Grêmio Porto Alegre,-,Figueirense,4:0 (2:0),,
3595,,16:00,Atlético Mineiro,-,Botafogo RJ,3:2 (1:1),,
3596,,16:00,Coritiba FC,-,Cruzeiro EC,4:0 (2:0),,
3597,,18:30,Flamengo RJ,-,Vasco da Gama,1:0 (1:0),,
3598,,18:30,Portuguesa (SP),-,Internacional,1:1 (0:0),,
3599,,18:30,Atlético GO,-,SE Palmeiras,2:1 (1:1),,
3600,25.08.2012,18:30,Vasco da Gama,-,Fluminense RJ,1:2 (0:0),,
3601,,18:30,SE Palmeiras,-,Santos FC,1:2 (1:1),,
3602,,21:00,Ponte Preta,-,Portuguesa (SP),2:1 (1:1),,
3603,26.08.2012,16:00,Botafogo RJ,-,Flamengo RJ,0:0 (0:0),,
3604,,16:00,Corinthians SP,-,São Paulo FC,1:2 (1:1),,
3605,,16:00,Internacional,-,Grêmio Porto Alegre,0:1 (0:1),,
3606,,16:00,Figueirense,-,Coritiba FC,3:1 (2:1),,
3607,,18:30,Cruzeiro EC,-,Atlético Mineiro,2:2 (1:1),,
3608,,18:30,Sport Club Recife,-,Clube Náutico,0:0 (0:0),,
3609,,18:30,EC Bahia,-,Atlético GO,1:1 (1:0),,
3610,29.08.2012,19:30,Santos FC,-,EC Bahia,1:3 (1:0),,
3611,,19:30,Coritiba FC,-,Internacional,1:0 (0:0),,
3612,,20:30,Atlético Mineiro,-,Ponte Preta,2:2 (1:1),,
3613,,20:30,Portuguesa (SP),-,SE Palmeiras,3:0 (0:0),,
3614,,20:30,Clube Náutico,-,Figueirense,3:2 (0:2),,
3615,,22:00,Fluminense RJ,-,Corinthians SP,1:1 (0:1),,
3616,,22:00,Grêmio Porto Alegre,-,Vasco da Gama,2:0 (1:0),,
3617,,22:00,Atlético GO,-,Cruzeiro EC,0:2 (0:1),,
3618,30.08.2012,21:00,Flamengo RJ,-,Sport Club Recife,1:1 (1:1),,
3619,,21:00,São Paulo FC,-,Botafogo RJ,4:0 (1:0),,
3620,01.09.2012,18:30,SE Palmeiras,-,Grêmio Porto Alegre,0:0 (0:0),,
3621,,18:30,Figueirense,-,Fluminense RJ,2:2 (0:0),,
3622,,21:00,Vasco da Gama,-,Portuguesa (SP),2:0 (1:0),,
3623,02.09.2012,16:00,Corinthians SP,-,Atlético Mineiro,1:0 (0:0),,
3624,,16:00,Internacional,-,Flamengo RJ,4:1 (2:1),,
3625,,16:00,Sport Club Recife,-,Santos FC,2:1 (2:0),,
3626,,16:00,EC Bahia,-,São Paulo FC,1:0 (0:0),,
3627,,18:30,Botafogo RJ,-,Coritiba FC,2:0 (2:0),,
3628,,18:30,Cruzeiro EC,-,Clube Náutico,3:0 (0:0),,
3629,,18:30,Ponte Preta,-,Atlético GO,3:1 (0:1),,
3630,05.09.2012,19:30,Flamengo RJ,-,Ponte Preta,0:1 (0:1),,
3631,,19:30,Portuguesa (SP),-,Coritiba FC,3:0 (1:0),,
3632,,19:30,Clube Náutico,-,Vasco da Gama,1:1 (1:0),,
3633,,19:30,EC Bahia,-,Atlético Mineiro,0:0 (0:0),,
3634,,20:30,Grêmio Porto Alegre,-,Atlético GO,2:1 (2:1),,
3635,,22:00,São Paulo FC,-,Internacional,1:1 (1:1),,
3636,,22:00,Cruzeiro EC,-,Botafogo RJ,1:3 (1:2),,
3637,,22:00,Figueirense,-,Corinthians SP,1:0 (0:0),,
3638,06.09.2012,21:00,Fluminense RJ,-,Santos FC,3:1 (2:1),,
3639,,21:00,SE Palmeiras,-,Sport Club Recife,3:1 (0:0),,
3640,08.09.2012,18:30,Ponte Preta,-,Figueirense,2:2 (1:2),,
3641,,18:30,Coritiba FC,-,Flamengo RJ,3:0 (1:0),,
3642,,21:00,Corinthians SP,-,Grêmio Porto Alegre,3:1 (2:0),,
3643,09.09.2012,16:00,Botafogo RJ,-,Clube Náutico,3:1 (2:0),,
3644,,16:00,Santos FC,-,São Paulo FC,0:0 (0:0),,
3645,,16:00,Internacional,-,Fluminense RJ,0:1 (0:1),,
3646,,18:30,Vasco da Gama,-,EC Bahia,0:4 (0:1),,
3647,,18:30,Atlético Mineiro,-,SE Palmeiras,3:0 (0:0),,
3648,,18:30,Sport Club Recife,-,Cruzeiro EC,2:1 (1:1),,
3649,,18:30,Atlético GO,-,Portuguesa (SP),1:1 (1:0),,
3650,12.09.2012,19:30,Corinthians SP,-,Ponte Preta,1:1 (0:0),,
3651,,19:30,Portuguesa (SP),-,Fluminense RJ,0:2 (0:0),,
3652,,19:30,Figueirense,-,Cruzeiro EC,2:0 (1:0),,
3653,,20:30,Sport Club Recife,-,EC Bahia,1:1 (1:0),,
3654,,20:30,Atlético GO,-,Coritiba FC,1:2 (1:1),,
3655,,22:00,Vasco da Gama,-,SE Palmeiras,3:1 (1:1),,
3656,,22:00,Santos FC,-,Flamengo RJ,2:0 (0:0),,
3657,,22:00,Atlético Mineiro,-,São Paulo FC,1:0 (0:0),,
3658,13.09.2012,21:00,Botafogo RJ,-,Internacional,1:1 (0:0),,
3659,,21:00,Grêmio Porto Alegre,-,Clube Náutico,2:0 (0:0),,
3660,15.09.2012,18:30,Fluminense RJ,-,Atlético GO,1:2 (0:2),,
3661,,18:30,São Paulo FC,-,Portuguesa (SP),3:1 (1:1),,
3662,16.09.2012,16:00,SE Palmeiras,-,Corinthians SP,0:2 (0:1),,
3663,,16:00,Cruzeiro EC,-,Vasco da Gama,1:1 (1:1),,
3664,,16:00,Coritiba FC,-,Santos FC,1:2 (1:0),,
3665,,16:00,Clube Náutico,-,Atlético Mineiro,1:0 (0:0),,
3666,,16:00,EC Bahia,-,Figueirense,2:1 (0:1),,
3667,,18:30,Flamengo RJ,-,Grêmio Porto Alegre,1:1 (0:1),,
3668,,18:30,Internacional,-,Sport Club Recife,2:2 (0:2),,
3669,,18:30,Ponte Preta,-,Botafogo RJ,0:0 (0:0),,
3670,22.09.2012,18:30,Fluminense RJ,-,Clube Náutico,2:1 (2:0),,
3671,,18:30,Figueirense,-,SE Palmeiras,1:3 (0:2),,
3672,,21:00,Santos FC,-,Portuguesa (SP),1:3 (0:2),,
3673,23.09.2012,16:00,Botafogo RJ,-,Corinthians SP,2:2 (1:2),,
3674,,16:00,São Paulo FC,-,Cruzeiro EC,1:0 (0:0),,
3675,,16:00,Ponte Preta,-,Vasco da Gama,0:0 (0:0),,
3676,,16:00,Atlético GO,-,Flamengo RJ,1:2 (1:1),,
3677,,18:30,Internacional,-,EC Bahia,3:1 (2:0),,
3678,,18:30,Atlético Mineiro,-,Grêmio Porto Alegre,0:0 (0:0),,
3679,,18:30,Sport Club Recife,-,Coritiba FC,1:0 (0:0),,
3680,29.09.2012,18:30,Vasco da Gama,-,Figueirense,3:1 (1:1),,
3681,,18:30,Cruzeiro EC,-,Internacional,0:0 (0:0),,
3682,,18:30,Portuguesa (SP),-,Atlético Mineiro,1:1 (0:0),,
3683,,18:30,Clube Náutico,-,Atlético GO,2:0 (2:0),,
3684,,21:00,SE Palmeiras,-,Ponte Preta,3:0 (2:0),,
3685,30.09.2012,16:00,Flamengo RJ,-,Fluminense RJ,0:1 (0:1),,
3686,,16:00,Corinthians SP,-,Sport Club Recife,3:0 (0:0),,
3687,,16:00,Coritiba FC,-,São Paulo FC,1:1 (0:0),,
3688,,16:00,EC Bahia,-,Botafogo RJ,2:0 (1:0),,
3689,,18:30,Grêmio Porto Alegre,-,Santos FC,1:1 (1:0),,
3690,04.10.2012,21:00,Flamengo RJ,-,EC Bahia,0:0 (0:0),,
3691,,21:00,Portuguesa (SP),-,Sport Club Recife,5:1 (1:1),,
3692,,21:00,Coritiba FC,-,Ponte Preta,1:0 (1:0),,
3693,06.10.2012,16:00,São Paulo FC,-,SE Palmeiras,3:0 (2:0),,
3694,,16:20,Santos FC,-,Internacional,1:1 (1:0),,
3695,,16:20,Clube Náutico,-,Corinthians SP,2:1 (1:1),,
3696,,16:20,Atlético GO,-,Vasco da Gama,0:1 (0:0),,
3697,,18:30,Fluminense RJ,-,Botafogo RJ,1:0 (0:0),,
3698,,18:30,Grêmio Porto Alegre,-,Cruzeiro EC,2:1 (0:1),,
3699,,18:30,Atlético Mineiro,-,Figueirense,6:0 (3:0),,
3700,10.10.2012,19:30,Botafogo RJ,-,Santos FC,0:2 (0:0),,
3701,,19:30,Cruzeiro EC,-,Portuguesa (SP),2:0 (1:0),,
3702,,19:30,Ponte Preta,-,Clube Náutico,2:1 (0:1),,
3703,,19:30,Figueirense,-,Atlético GO,3:1 (2:1),,
3704,,19:30,EC Bahia,-,Fluminense RJ,0:2 (0:0),,
3705,,22:00,Vasco da Gama,-,São Paulo FC,0:2 (0:1),,
3706,,22:00,Corinthians SP,-,Flamengo RJ,3:2 (0:1),,
3707,,22:00,Internacional,-,Atlético Mineiro,3:0 (0:0),,
3708,11.10.2012,21:00,SE Palmeiras,-,Coritiba FC,0:1 (0:0),,
3709,,21:00,Sport Club Recife,-,Grêmio Porto Alegre,1:3 (0:1),,
3710,13.10.2012,18:30,Flamengo RJ,-,Cruzeiro EC,1:1 (1:1),,
3711,,18:30,Atlético GO,-,Internacional,3:1 (0:1),,
3712,,21:00,Portuguesa (SP),-,Corinthians SP,1:1 (1:1),,
3713,14.10.2012,16:00,Santos FC,-,Vasco da Gama,2:0 (1:0),,
3714,,16:00,São Paulo FC,-,Figueirense,2:0 (2:0),,
3715,,16:00,Atlético Mineiro,-,Sport Club Recife,2:1 (0:1),,
3716,,16:00,Coritiba FC,-,EC Bahia,2:1 (1:1),,
3717,,16:00,Clube Náutico,-,SE Palmeiras,1:0 (1:0),,
3718,,18:30,Fluminense RJ,-,Ponte Preta,2:1 (0:1),,
3719,,18:30,Grêmio Porto Alegre,-,Botafogo RJ,1:1 (0:0),,
3720,17.10.2012,19:30,Fluminense RJ,-,Grêmio Porto Alegre,2:2 (0:0),,
3721,,19:30,Internacional,-,Figueirense,2:3 (1:1),,
3722,,19:30,Coritiba FC,-,Clube Náutico,2:1 (2:0),,
3723,,19:30,EC Bahia,-,SE Palmeiras,0:1 (0:1),,
3724,,22:00,Santos FC,-,Atlético Mineiro,2:2 (2:2),,
3725,,22:00,Cruzeiro EC,-,Corinthians SP,2:0 (1:0),,
3726,,22:00,Portuguesa (SP),-,Flamengo RJ,0:0 (0:0),,
3727,18.10.2012,21:00,Botafogo RJ,-,Vasco da Gama,3:2 (1:2),,
3728,,21:00,São Paulo FC,-,Atlético GO,2:0 (2:0),,
3729,,21:00,Sport Club Recife,-,Ponte Preta,3:1 (2:1),,
3730,20.10.2012,18:30,SE Palmeiras,-,Cruzeiro EC,2:0 (0:0),,
3731,,18:30,Corinthians SP,-,EC Bahia,1:1 (1:1),,
3732,,18:30,Grêmio Porto Alegre,-,Coritiba FC,0:0 (0:0),,
3733,21.10.2012,15:00,Flamengo RJ,-,São Paulo FC,1:0 (0:0),,
3734,,15:00,Atlético Mineiro,-,Fluminense RJ,3:2 (0:0),,
3735,,15:00,Clube Náutico,-,Portuguesa (SP),0:0 (0:0),,
3736,,17:30,Ponte Preta,-,Santos FC,1:0 (1:0),,
3737,,17:30,Atlético GO,-,Sport Club Recife,0:1 (0:0),,
3738,24.10.2012,19:30,Vasco da Gama,-,Internacional,1:2 (1:2),,
3739,,21:00,Figueirense,-,Botafogo RJ,0:2 (0:2),,
3740,25.10.2012,20:00,Fluminense RJ,-,Coritiba FC,2:1 (1:0),,
3741,,20:00,Santos FC,-,Clube Náutico,0:0 (0:0),,
3742,,20:00,Ponte Preta,-,Cruzeiro EC,1:0 (1:0),,
3743,27.10.2012,15:20,Corinthians SP,-,Vasco da Gama,1:0 (0:0),,
3744,,15:20,Internacional,-,SE Palmeiras,2:1 (1:1),,
3745,,17:30,Botafogo RJ,-,Atlético GO,4:0 (2:0),,
3746,,17:30,Figueirense,-,Portuguesa (SP),0:0 (0:0),,
3747,,17:30,Sport Club Recife,-,São Paulo FC,2:4 (1:3),,
3748,,17:30,EC Bahia,-,Grêmio Porto Alegre,1:1 (1:1),,
3749,31.10.2012,20:50,Atlético Mineiro,-,Flamengo RJ,1:1 (0:1),,
3750,03.11.2012,18:30,Grêmio Porto Alegre,-,Ponte Preta,1:0 (0:0),,
3751,,18:30,Cruzeiro EC,-,Santos FC,0:4 (0:2),,
3752,,20:00,Flamengo RJ,-,Figueirense,1:0 (0:0),,
3753,04.11.2012,16:00,Vasco da Gama,-,Sport Club Recife,0:3 (0:1),,
3754,,16:00,SE Palmeiras,-,Botafogo RJ,2:2 (1:1),,
3755,,16:00,São Paulo FC,-,Fluminense RJ,1:1 (0:0),,
3756,,16:00,Atlético GO,-,Corinthians SP,0:2 (0:0),,
3757,,18:30,Portuguesa (SP),-,EC Bahia,0:1 (0:0),,
3758,,18:30,Coritiba FC,-,Atlético Mineiro,1:0 (1:0),,
3759,,18:30,Clube Náutico,-,Internacional,3:0 (2:0),,
3760,10.11.2012,18:30,Botafogo RJ,-,Portuguesa (SP),3:0 (1:0),,
3761,,18:30,Atlético GO,-,Santos FC,2:1 (0:1),,
3762,,20:00,Corinthians SP,-,Coritiba FC,5:1 (3:1),,
3763,11.11.2012,16:00,Vasco da Gama,-,Atlético Mineiro,1:1 (0:1),,
3764,,16:00,SE Palmeiras,-,Fluminense RJ,2:3 (0:1),,
3765,,16:00,Grêmio Porto Alegre,-,São Paulo FC,2:1 (0:1),,
3766,,18:30,Cruzeiro EC,-,EC Bahia,3:1 (0:1),,
3767,,18:30,Ponte Preta,-,Internacional,1:0 (1:0),,
3768,,18:30,Figueirense,-,Sport Club Recife,1:1 (0:1),,
3769,,18:30,Clube Náutico,-,Flamengo RJ,0:1 (0:0),,
3770,17.11.2012,18:30,Santos FC,-,Figueirense,2:0 (1:0),,
3771,,18:30,Coritiba FC,-,Vasco da Gama,1:2 (1:1),,
3772,18.11.2012,16:00,Flamengo RJ,-,SE Palmeiras,1:1 (0:0),,
3773,,16:00,Fluminense RJ,-,Cruzeiro EC,0:2 (0:1),,
3774,,16:00,São Paulo FC,-,Clube Náutico,2:1 (0:0),,
3775,,16:00,Atlético Mineiro,-,Atlético GO,2:2 (1:2),,
3776,,16:00,EC Bahia,-,Ponte Preta,1:0 (0:0),,
3777,,18:30,Internacional,-,Corinthians SP,0:2 (0:1),,
3778,,18:30,Portuguesa (SP),-,Grêmio Porto Alegre,2:2 (0:0),,
3779,,18:30,Sport Club Recife,-,Botafogo RJ,2:0 (0:0),,
3780,24.11.2012,18:30,Vasco da Gama,-,Flamengo RJ,1:1 (1:0),,
3781,,18:30,Corinthians SP,-,Santos FC,1:1 (0:1),,
3782,25.11.2012,16:00,Botafogo RJ,-,Atlético Mineiro,2:3 (2:1),,
3783,,16:00,SE Palmeiras,-,Atlético GO,1:2 (1:1),,
3784,,16:00,Internacional,-,Portuguesa (SP),0:2 (0:1),,
3785,,16:00,Cruzeiro EC,-,Coritiba FC,2:1 (1:0),,
3786,,16:00,Ponte Preta,-,São Paulo FC,0:0 (0:0),,
3787,,16:00,Figueirense,-,Grêmio Porto Alegre,2:4 (0:3),,
3788,,16:00,Sport Club Recife,-,Fluminense RJ,1:1 (1:1),,
3789,,16:00,EC Bahia,-,Clube Náutico,1:1 (0:0),,
3790,01.12.2012,18:30,Flamengo RJ,-,Botafogo RJ,2:2 (1:1),,
3791,,18:30,Santos FC,-,SE Palmeiras,3:1 (3:1),,
3792,02.12.2012,16:00,Fluminense RJ,-,Vasco da Gama,1:2 (0:0),,
3793,,16:00,São Paulo FC,-,Corinthians SP,3:1 (2:1),,
3794,,16:00,Grêmio Porto Alegre,-,Internacional,0:0 (0:0),,
3795,,16:00,Atlético Mineiro,-,Cruzeiro EC,3:2 (1:1),,
3796,,16:00,Portuguesa (SP),-,Ponte Preta,0:0 (0:0),,
3797,,16:00,Coritiba FC,-,Figueirense,3:0 (1:0),,
3798,,16:00,Clube Náutico,-,Sport Club Recife,1:0 (0:0),,
3799,,16:00,Atlético GO,-,EC Bahia,0:1 (0:0),,
3800,25.05.2013,18:30,Vasco da Gama,-,Portuguesa (SP),1:0 (0:0),,
3801,,18:30,EC Vitória BA,-,Internacional,2:2 (2:1),,
3802,,21:00,Corinthians SP,-,Botafogo RJ,1:1 (0:1),,
3803,26.05.2013,16:00,Grêmio Porto Alegre,-,Clube Náutico,2:0 (1:0),,
3804,,16:00,Ponte Preta,-,São Paulo FC,0:2 (0:2),,
3805,,16:00,Criciúma EC,-,EC Bahia,3:1 (1:0),,
3806,,16:00,Santos FC,-,Flamengo RJ,0:0 (0:0),,
3807,,18:30,Fluminense RJ,-,Atlético Paranaense,2:1 (1:1),,
3808,,18:30,Cruzeiro EC,-,Goiás EC,5:0 (4:0),,
3809,,18:30,Coritiba FC,-,Atlético Mineiro,2:1 (0:0),,
3810,29.05.2013,15:00,Atlético Paranaense,-,Cruzeiro EC,2:2 (2:1),,
3811,,19:30,Botafogo RJ,-,Santos FC,2:1 (2:0),,
3812,,19:30,São Paulo FC,-,Vasco da Gama,5:1 (0:0),,
3813,,21:00,Flamengo RJ,-,Ponte Preta,0:2 (0:1),,
3814,,21:00,EC Bahia,-,Coritiba FC,0:0 (0:0),,
3815,,21:00,Clube Náutico,-,EC Vitória BA,0:3 (0:2),,
3816,,22:00,Goiás EC,-,Corinthians SP,1:1 (1:0),,
3817,30.05.2013,19:30,Internacional,-,Criciúma EC,2:0 (2:0),,
3818,09.06.2013,18:30,Atlético Mineiro,-,Grêmio Porto Alegre,2:0 (0:0),,
3819,12.06.2013,22:00,Portuguesa (SP),-,Fluminense RJ,2:1 (1:1),,
3820,01.06.2013,16:20,Botafogo RJ,-,Cruzeiro EC,2:1 (1:1),,
3821,,16:20,Atlético Paranaense,-,Flamengo RJ,2:2 (1:0),,
3822,,16:20,Santos FC,-,Grêmio Porto Alegre,1:1 (0:1),,
3823,,18:30,EC Vitória BA,-,Vasco da Gama,2:0 (1:0),,
3824,,18:30,Goiás EC,-,Coritiba FC,1:1 (0:1),,
3825,,21:00,Corinthians SP,-,Ponte Preta,1:0 (0:0),,
3826,02.06.2013,18:30,Fluminense RJ,-,Criciúma EC,3:0 (2:0),,
3827,,18:30,Internacional,-,EC Bahia,1:2 (0:1),,
3828,,18:30,Clube Náutico,-,Portuguesa (SP),2:2 (1:1),,
3829,,18:30,Atlético Mineiro,-,São Paulo FC,0:0 (0:0),,
3830,05.06.2013,19:30,São Paulo FC,-,Goiás EC,0:1 (0:1),,
3831,,19:30,Criciúma EC,-,Santos FC,3:1 (1:0),,
3832,,19:30,Portuguesa (SP),-,Internacional,1:1 (0:1),,
3833,,21:00,Vasco da Gama,-,Atlético Mineiro,2:0 (0:0),,
3834,,21:00,Grêmio Porto Alegre,-,EC Vitória BA,1:0 (0:0),,
3835,,21:00,Ponte Preta,-,Atlético Paranaense,3:4 (1:1),,
3836,,22:00,Flamengo RJ,-,Clube Náutico,0:1 (0:0),,
3837,,22:00,EC Bahia,-,Botafogo RJ,2:1 (1:1),,
3838,,22:00,Cruzeiro EC,-,Corinthians SP,1:0 (0:0),,
3839,06.06.2013,21:00,Coritiba FC,-,Fluminense RJ,2:1 (1:1),,
3840,08.06.2013,16:20,Criciúma EC,-,Flamengo RJ,0:3 (0:1),,
3841,,16:20,Cruzeiro EC,-,Internacional,2:2 (1:1),,
3842,,18:30,Vasco da Gama,-,EC Bahia,1:1 (1:1),,
3843,,18:30,Corinthians SP,-,Portuguesa (SP),0:0 (0:0),,
3844,,21:00,Ponte Preta,-,Botafogo RJ,0:2 (0:2),,
3845,09.06.2013,18:30,Fluminense RJ,-,Goiás EC,2:1 (0:0),,
3846,,18:30,EC Vitória BA,-,Atlético Paranaense,3:2 (2:1),,
3847,,18:30,Coritiba FC,-,Clube Náutico,1:0 (1:0),,
3848,12.06.2013,19:30,Santos FC,-,Atlético Mineiro,1:0 (1:0),,
3849,,22:00,Grêmio Porto Alegre,-,São Paulo FC,1:1 (0:1),,
3850,06.07.2013,18:30,Flamengo RJ,-,Coritiba FC,2:2 (1:0),,
3851,,18:30,Clube Náutico,-,Ponte Preta,1:3 (0:2),,
3852,,18:30,Atlético Paranaense,-,Grêmio Porto Alegre,1:1 (0:0),,
3853,,21:00,Portuguesa (SP),-,Cruzeiro EC,1:1 (1:1),,
3854,07.07.2013,16:00,São Paulo FC,-,Santos FC,0:2 (0:0),,
3855,,16:00,EC Bahia,-,Corinthians SP,0:2 (0:2),,
3856,,16:00,Internacional,-,Vasco da Gama,5:3 (2:1),,
3857,,16:00,Goiás EC,-,EC Vitória BA,1:0 (0:0),,
3858,,18:30,Botafogo RJ,-,Fluminense RJ,1:0 (0:0),,
3859,,18:30,Atlético Mineiro,-,Criciúma EC,3:2 (1:1),,
3860,13.07.2013,18:30,Fluminense RJ,-,Internacional,2:3 (1:3),,
3861,,18:30,Santos FC,-,Portuguesa (SP),4:1 (2:0),,
3862,,21:00,Ponte Preta,-,EC Bahia,0:0 (0:0),,
3863,14.07.2013,16:00,Corinthians SP,-,Atlético Mineiro,0:1 (0:1),,
3864,,16:00,EC Vitória BA,-,São Paulo FC,3:2 (2:2),,
3865,,16:00,Grêmio Porto Alegre,-,Botafogo RJ,2:1 (2:1),,
3866,,16:00,Coritiba FC,-,Atlético Paranaense,1:0 (0:0),,
3867,,18:30,Vasco da Gama,-,Flamengo RJ,0:1 (0:1),,
3868,,18:30,Criciúma EC,-,Goiás EC,0:0 (0:0),,
3869,,18:30,Cruzeiro EC,-,Clube Náutico,3:0 (1:0),,
3870,20.07.2013,18:30,Botafogo RJ,-,Clube Náutico,2:0 (0:0),,
3871,,18:30,São Paulo FC,-,Cruzeiro EC,0:3 (0:0),,
3872,,18:30,Criciúma EC,-,Grêmio Porto Alegre,2:1 (1:1),,
3873,21.07.2013,16:00,EC Vitória BA,-,EC Bahia,0:0 (0:0),,
3874,,16:00,Internacional,-,Flamengo RJ,1:0 (0:0),,
3875,,16:00,Atlético Paranaense,-,Corinthians SP,1:1 (1:1),,
3876,,16:00,Santos FC,-,Coritiba FC,2:2 (1:1),,
3877,,18:30,Fluminense RJ,-,Vasco da Gama,1:3 (0:1),,
3878,,18:30,Goiás EC,-,Portuguesa (SP),2:1 (1:1),,
3879,03.10.2013,19:30,Atlético Mineiro,-,Ponte Preta,4:0 (2:0),,
3880,27.07.2013,18:30,Vasco da Gama,-,Criciúma EC,3:2 (1:0),,
3881,,18:30,Portuguesa (SP),-,Atlético Paranaense,2:3 (2:1),,
3882,,21:00,Ponte Preta,-,Santos FC,1:0 (0:0),,
3883,28.07.2013,16:00,Corinthians SP,-,São Paulo FC,0:0 (0:0),,
3884,,16:00,Grêmio Porto Alegre,-,Fluminense RJ,2:0 (0:0),,
3885,,16:00,Clube Náutico,-,Internacional,3:0 (0:0),,
3886,,16:00,Cruzeiro EC,-,Atlético Mineiro,4:1 (2:1),,
3887,,18:30,Flamengo RJ,-,Botafogo RJ,1:1 (0:1),,
3888,,18:30,EC Bahia,-,Goiás EC,2:1 (2:1),,
3889,,18:30,Coritiba FC,-,EC Vitória BA,1:1 (1:1),,
3890,31.07.2013,19:30,Fluminense RJ,-,Cruzeiro EC,1:0 (0:0),,
3891,,19:30,Atlético Mineiro,-,Atlético Paranaense,1:2 (0:0),,
3892,,19:30,Portuguesa (SP),-,Criciúma EC,1:1 (0:0),,
3893,,21:00,Coritiba FC,-,Ponte Preta,5:3 (2:1),,
3894,,21:50,Corinthians SP,-,Grêmio Porto Alegre,2:0 (1:0),,
3895,,21:50,EC Bahia,-,Flamengo RJ,3:0 (2:0),,
3896,01.08.2013,19:30,Botafogo RJ,-,EC Vitória BA,2:0 (1:0),,
3897,,21:00,Goiás EC,-,Vasco da Gama,1:1 (0:1),,
3898,03.09.2013,21:00,Clube Náutico,-,São Paulo FC,0:1 (0:0),,
3899,10.09.2013,19:30,Internacional,-,Santos FC,1:2 (0:1),,
3900,10.07.2013,21:00,São Paulo FC,-,EC Bahia,1:2 (1:0),,
3901,03.08.2013,18:30,Cruzeiro EC,-,Coritiba FC,1:0 (1:0),,
3902,04.08.2013,16:00,Flamengo RJ,-,Atlético Mineiro,3:0 (2:0),,
3903,,16:00,Grêmio Porto Alegre,-,Internacional,1:1 (1:1),,
3904,,16:00,Ponte Preta,-,Fluminense RJ,1:1 (0:0),,
3905,,16:00,Criciúma EC,-,Corinthians SP,0:2 (0:2),,
3906,,16:00,Atlético Paranaense,-,Goiás EC,2:0 (1:0),,
3907,,18:30,Vasco da Gama,-,Botafogo RJ,2:3 (1:2),,
3908,,18:30,EC Vitória BA,-,Portuguesa (SP),2:1 (0:0),,
3909,25.09.2013,21:00,Santos FC,-,Clube Náutico,1:1 (0:0),,
3910,24.07.2013,21:00,São Paulo FC,-,Internacional,0:1 (0:1),,
3911,07.08.2013,19:30,EC Vitória BA,-,Fluminense RJ,1:1 (1:0),,
3912,,19:30,Criciúma EC,-,Cruzeiro EC,1:2 (0:1),,
3913,,21:00,Flamengo RJ,-,Portuguesa (SP),1:1 (0:0),,
3914,,21:00,Atlético Paranaense,-,EC Bahia,1:0 (0:0),,
3915,,21:50,Goiás EC,-,Clube Náutico,2:1 (1:1),,
3916,,21:50,Atlético Mineiro,-,Botafogo RJ,2:2 (1:1),,
3917,,21:50,Santos FC,-,Corinthians SP,1:1 (0:1),,
3918,08.08.2013,21:00,Vasco da Gama,-,Ponte Preta,1:1 (0:0),,
3919,,21:00,Grêmio Porto Alegre,-,Coritiba FC,0:1 (0:1),,
3920,10.08.2013,18:30,Botafogo RJ,-,Goiás EC,1:1 (0:0),,
3921,,18:30,Clube Náutico,-,Atlético Mineiro,0:0 (0:0),,
3922,11.08.2013,16:00,Fluminense RJ,-,Flamengo RJ,2:3 (1:2),,
3923,,16:00,Corinthians SP,-,EC Vitória BA,2:0 (1:0),,
3924,,16:00,Cruzeiro EC,-,Santos FC,0:0 (0:0),,
3925,,16:00,Coritiba FC,-,Vasco da Gama,0:1 (0:1),,
3926,,18:30,EC Bahia,-,Grêmio Porto Alegre,0:3 (0:0),,
