,Data,Hora,Home,S,Away,Res,,
379,,17:00,São Caetano,-,Criciúma EC,1:0 (0:0),,
380,18.05.2012,21:00,Ceará SC,-,América MG,1:2 (0:2),,
381,,21:00,CR Brasil,-,Bragantino,0:2 (0:1),,
382,,21:00,Ipatinga FC,-,ABC FC,1:1 (0:0),,
383,19.05.2012,16:20,América RN,-,Goiás EC,5:2 (4:1),,
384,,16:20,Joinville EC,-,Atlético Paranaense,1:4 (0:2),,
385,,16:20,Criciúma EC,-,Guaratinguetá,4:1 (2:1),,
386,,16:20,Grêmio Barueri,-,EC Vitória BA,0:1 (0:0),,
387,,16:20,Paraná Clube,-,Guarani FC,1:1 (1:1),,
388,,16:20,Boa EC,-,Avaí FC,2:2 (0:0),,
389,,21:00,São Caetano,-,ASA,0:1 (0:1),,
390,22.05.2012,21:00,Avaí FC,-,São Caetano,1:0 (0:0),,
391,25.05.2012,21:00,Guarani FC,-,Boa EC,0:0 (0:0),,
392,,21:00,ABC FC,-,Joinville EC,0:0 (0:0),,
393,26.05.2012,16:20,Guaratinguetá,-,Ceará SC,2:1 (2:0),,
394,,16:20,América MG,-,CR Brasil,4:0 (1:0),,
395,,16:20,Bragantino,-,Criciúma EC,3:4 (1:1),,
396,,21:00,ASA,-,Grêmio Barueri,1:1 (0:0),,
397,05.06.2012,21:00,Goiás EC,-,Paraná Clube,2:0 (2:0),,
398,,21:00,EC Vitória BA,-,América RN,2:2 (0:1),,
399,10.07.2012,21:00,Atlético Paranaense,-,Ipatinga FC,1:0 (1:0),,
400,29.05.2012,19:30,Joinville EC,-,Guarani FC,2:0 (0:0),,
401,,19:30,São Caetano,-,Bragantino,2:0 (2:0),,
402,,19:30,Ceará SC,-,Goiás EC,2:2 (1:2),,
403,,19:30,América RN,-,Avaí FC,1:0 (0:0),,
404,,19:30,CR Brasil,-,Guaratinguetá,3:1 (1:0),,
405,,21:50,Criciúma EC,-,EC Vitória BA,2:1 (1:0),,
406,,21:50,Grêmio Barueri,-,ABC FC,0:3 (0:1),,
407,,21:50,Ipatinga FC,-,ASA,1:0 (0:0),,
408,,21:50,Paraná Clube,-,América MG,0:1 (0:0),,
409,,21:50,Boa EC,-,Atlético Paranaense,2:1 (0:1),,
410,01.06.2012,21:00,Goiás EC,-,CR Brasil,1:0 (1:0),,
411,,21:00,Guaratinguetá,-,América RN,0:2 (0:0),,
412,,21:00,Atlético Paranaense,-,Grêmio Barueri,3:0 (1:0),,
413,02.06.2012,16:20,EC Vitória BA,-,Ipatinga FC,4:0 (2:0),,
414,,16:20,Avaí FC,-,Joinville EC,1:2 (1:1),,
415,,16:20,Guarani FC,-,Ceará SC,4:1 (1:0),,
416,,16:20,América MG,-,Criciúma EC,3:0 (2:0),,
417,,16:20,ABC FC,-,São Caetano,0:1 (0:0),,
418,,16:20,ASA,-,Boa EC,3:2 (2:1),,
419,,21:00,Bragantino,-,Paraná Clube,3:3 (1:1),,
420,05.06.2012,21:00,Joinville EC,-,ASA,1:0 (0:0),,
421,,21:00,São Caetano,-,América MG,1:1 (0:0),,
422,08.06.2012,21:00,Ipatinga FC,-,Avaí FC,1:2 (1:1),,
423,,21:00,América RN,-,Bragantino,2:1 (1:0),,
424,,21:00,Boa EC,-,EC Vitória BA,1:2 (1:2),,
425,09.06.2012,16:20,Paraná Clube,-,Guaratinguetá,3:2 (2:1),,
426,,16:20,Criciúma EC,-,Goiás EC,3:0 (2:0),,
427,,16:20,Grêmio Barueri,-,Guarani FC,2:2 (2:0),,
428,,16:20,CR Brasil,-,Atlético Paranaense,2:0 (1:0),,
429,,21:00,Ceará SC,-,ABC FC,4:2 (1:0),,
430,12.06.2012,21:00,Grêmio Barueri,-,Paraná Clube,1:2 (1:0),,
431,,21:00,Ipatinga FC,-,Boa EC,1:2 (1:0),,
432,,21:00,EC Vitória BA,-,Guarani FC,1:0 (0:0),,
433,15.06.2012,21:00,Avaí FC,-,América MG,2:0 (1:0),,
434,,21:00,São Caetano,-,América RN,3:2 (3:1),,
435,16.06.2012,16:20,Joinville EC,-,Ceará SC,1:1 (1:0),,
436,,16:20,Atlético Paranaense,-,Goiás EC,0:0 (0:0),,
437,,16:20,ABC FC,-,CR Brasil,4:2 (1:1),,
438,,16:20,Bragantino,-,Guaratinguetá,1:0 (0:0),,
439,,21:00,ASA,-,Criciúma EC,1:2 (0:1),,
440,19.06.2012,21:00,América MG,-,Bragantino,3:2 (2:2),,
441,,21:00,América RN,-,ASA,2:0 (0:0),,
442,,21:00,CR Brasil,-,São Caetano,2:2 (0:1),,
443,22.06.2012,21:00,Guaratinguetá,-,Avaí FC,1:1 (1:0),,
444,,21:00,Paraná Clube,-,Joinville EC,2:0 (1:0),,
445,23.06.2012,16:20,Criciúma EC,-,Ipatinga FC,3:2 (0:1),,
446,,16:20,Guarani FC,-,ABC FC,1:1 (1:0),,
447,,16:20,Goiás EC,-,EC Vitória BA,4:3 (1:3),,
448,,16:20,Ceará SC,-,Atlético Paranaense,1:0 (1:0),,
449,,21:00,Boa EC,-,Grêmio Barueri,4:1 (2:1),,
450,26.06.2012,21:00,Goiás EC,-,Guaratinguetá,1:1 (1:0),,
451,,21:00,Grêmio Barueri,-,América MG,0:1 (0:0),,
452,,21:00,Ipatinga FC,-,Ceará SC,1:2 (0:1),,
453,29.06.2012,21:00,América RN,-,Guarani FC,1:0 (0:0),,
454,,21:00,ASA,-,ABC FC,3:1 (1:1),,
455,30.06.2012,16:20,Atlético Paranaense,-,Bragantino,0:0 (0:0),,
456,,16:20,Criciúma EC,-,CR Brasil,2:0 (0:0),,
457,,16:20,São Caetano,-,Paraná Clube,1:1 (1:1),,
458,,16:20,EC Vitória BA,-,Avaí FC,2:0 (0:0),,
459,,21:00,Boa EC,-,Joinville EC,0:0 (0:0),,
460,03.07.2012,21:00,Guarani FC,-,Ipatinga FC,1:0 (0:0),,
461,,21:00,Guaratinguetá,-,São Caetano,0:1 (0:0),,
462,06.07.2012,21:00,Joinville EC,-,Grêmio Barueri,4:0 (1:0),,
463,,21:00,Avaí FC,-,ASA,2:0 (0:0),,
464,,21:00,Ceará SC,-,Criciúma EC,2:2 (0:2),,
465,07.07.2012,16:20,América MG,-,Atlético Paranaense,3:2 (2:0),,
466,,16:20,ABC FC,-,EC Vitória BA,0:1 (0:0),,
467,,16:20,Bragantino,-,Goiás EC,3:3 (2:0),,
468,,16:20,CR Brasil,-,América RN,4:2 (2:0),,
469,,21:00,Paraná Clube,-,Boa EC,2:0 (1:0),,
470,10.07.2012,21:00,Criciúma EC,-,Boa EC,4:3 (1:1),,
471,,21:00,Guaratinguetá,-,ASA,2:1 (1:0),,
472,,21:00,EC Vitória BA,-,Paraná Clube,4:3 (1:0),,
473,13.07.2012,21:00,Goiás EC,-,América MG,2:0 (2:0),,
474,,21:00,Ipatinga FC,-,Grêmio Barueri,0:3 (0:1),,
475,14.07.2012,16:20,Atlético Paranaense,-,ABC FC,2:1 (1:1),,
476,,16:20,São Caetano,-,Joinville EC,1:0 (1:0),,
477,,16:20,América RN,-,Ceará SC,1:1 (1:1),,
478,,16:20,Bragantino,-,Guarani FC,0:0 (0:0),,
479,,16:20,CR Brasil,-,Avaí FC,2:0 (0:0),,
480,17.07.2012,19:30,Joinville EC,-,Ipatinga FC,6:0 (5:0),,
481,,19:30,Guarani FC,-,Goiás EC,1:2 (1:1),,
482,,19:30,Ceará SC,-,São Caetano,2:2 (1:1),,
483,,19:30,Boa EC,-,CR Brasil,0:0 (0:0),,
484,,19:30,ASA,-,EC Vitória BA,2:3 (0:1),,
485,,21:50,Avaí FC,-,Atlético Paranaense,1:2 (1:1),,
486,,21:50,Grêmio Barueri,-,Bragantino,0:0 (0:0),,
487,,21:50,América MG,-,Guaratinguetá,2:1 (1:1),,
488,,21:50,Paraná Clube,-,América RN,1:0 (0:0),,
489,,21:50,ABC FC,-,Criciúma EC,2:2 (1:1),,
490,20.07.2012,21:00,São Caetano,-,Grêmio Barueri,3:0 (3:0),,
491,,21:00,Guaratinguetá,-,Boa EC,0:0 (0:0),,
492,,21:00,América MG,-,Guarani FC,1:1 (1:1),,
493,,21:00,América RN,-,Ipatinga FC,2:1 (2:1),,
494,21.07.2012,16:20,Criciúma EC,-,Paraná Clube,2:1 (2:1),,
495,,16:20,Goiás EC,-,Avaí FC,2:0 (1:0),,
496,,16:20,Ceará SC,-,ASA,3:2 (1:1),,
497,,16:20,Atlético Paranaense,-,EC Vitória BA,0:1 (0:0),,
498,,16:20,CR Brasil,-,Joinville EC,4:3 (0:2),,
499,,21:00,Bragantino,-,ABC FC,1:2 (0:0),,
500,24.07.2012,21:00,Joinville EC,-,América RN,1:0 (0:0),,
501,,21:00,Boa EC,-,América MG,2:1 (0:0),,
502,,21:00,ASA,-,Goiás EC,0:1 (0:1),,
503,27.07.2012,21:00,Avaí FC,-,Bragantino,1:0 (0:0),,
504,,21:00,Grêmio Barueri,-,Criciúma EC,1:4 (1:2),,
505,28.07.2012,16:20,Guarani FC,-,Atlético Paranaense,2:1 (0:0),,
506,,16:20,EC Vitória BA,-,CR Brasil,1:0 (0:0),,
507,,16:20,Paraná Clube,-,Ceará SC,1:0 (1:0),,
508,,16:20,ABC FC,-,Guaratinguetá,3:0 (2:0),,
509,,21:00,Ipatinga FC,-,São Caetano,1:2 (1:0),,
510,31.07.2012,19:30,Goiás EC,-,ABC FC,1:1 (0:0),,
511,,19:30,Criciúma EC,-,Guarani FC,2:1 (1:1),,
512,,19:30,América MG,-,Joinville EC,0:2 (0:0),,
513,,19:30,Ceará SC,-,Boa EC,1:1 (0:0),,
514,,19:30,Paraná Clube,-,Avaí FC,1:1 (0:0),,
515,,21:50,São Caetano,-,EC Vitória BA,0:0 (0:0),,
516,,21:50,Guaratinguetá,-,Atlético Paranaense,0:1 (0:1),,
517,,21:50,América RN,-,Grêmio Barueri,2:1 (1:0),,
518,,21:50,Bragantino,-,ASA,2:2 (0:0),,
519,,21:50,CR Brasil,-,Ipatinga FC,2:0 (0:0),,
520,03.08.2012,21:00,Grêmio Barueri,-,CR Brasil,0:0 (0:0),,
521,,21:00,Ipatinga FC,-,Goiás EC,0:6 (0:2),,
522,,21:00,EC Vitória BA,-,Bragantino,0:1 (0:0),,
523,,21:00,Boa EC,-,América RN,1:1 (0:1),,
524,04.08.2012,16:20,Atlético Paranaense,-,São Caetano,0:1 (0:0),,
525,,16:20,Joinville EC,-,Criciúma EC,3:1 (1:0),,
526,,16:20,Avaí FC,-,Ceará SC,2:1 (1:1),,
527,,16:20,Guarani FC,-,Guaratinguetá,2:1 (1:0),,
528,,16:20,ASA,-,América MG,3:2 (2:1),,
529,,21:00,ABC FC,-,Paraná Clube,2:0 (1:0),,
530,07.08.2012,21:00,Avaí FC,-,ABC FC,3:1 (0:0),,
531,,21:00,América RN,-,Atlético Paranaense,0:2 (0:1),,
532,,21:00,Bragantino,-,Ipatinga FC,0:2 (0:1),,
533,10.08.2012,21:00,Ceará SC,-,Grêmio Barueri,2:0 (1:0),,
534,,21:00,ASA,-,Guarani FC,1:0 (1:0),,
535,11.08.2012,16:20,Goiás EC,-,Boa EC,2:0 (1:0),,
536,,16:20,São Caetano,-,Criciúma EC,1:1 (0:0),,
537,,16:20,Guaratinguetá,-,Joinville EC,0:3 (0:1),,
538,,16:20,América MG,-,EC Vitória BA,1:2 (1:1),,
539,,16:20,Paraná Clube,-,CR Brasil,4:0 (3:0),,
540,14.08.2012,19:30,Joinville EC,-,Bragantino,1:0 (1:0),,
541,,19:30,Criciúma EC,-,América RN,4:3 (1:0),,
542,,19:30,Ipatinga FC,-,Paraná Clube,2:0 (1:0),,
543,,19:30,EC Vitória BA,-,Guaratinguetá,2:0 (2:0),,
544,,19:30,CR Brasil,-,Ceará SC,0:2 (0:2),,
545,,21:50,Guarani FC,-,Avaí FC,0:2 (0:1),,
546,,21:50,Grêmio Barueri,-,Goiás EC,2:0 (1:0),,
547,,21:50,Atlético Paranaense,-,ASA,1:0 (0:0),,
548,,21:50,ABC FC,-,América MG,0:2 (0:0),,
549,,21:50,Boa EC,-,São Caetano,1:3 (0:2),,
550,17.08.2012,19:30,EC Vitória BA,-,Joinville EC,2:1 (2:1),,
551,,21:00,Avaí FC,-,Grêmio Barueri,2:1 (1:1),,
552,,21:00,Guarani FC,-,CR Brasil,4:0 (2:0),,
553,,21:00,Guaratinguetá,-,Ipatinga FC,3:1 (1:1),,
554,,21:50,América MG,-,América RN,1:1 (1:1),,
555,18.08.2012,16:20,Goiás EC,-,São Caetano,0:0 (0:0),,
556,,16:20,Atlético Paranaense,-,Criciúma EC,1:0 (1:0),,
557,,16:20,ABC FC,-,Boa EC,1:2 (1:1),,
558,,16:20,Bragantino,-,Ceará SC,1:3 (1:2),,
559,,21:00,ASA,-,Paraná Clube,1:1 (1:0),,
560,21.08.2012,21:00,Criciúma EC,-,Avaí FC,2:0 (0:0),,
561,,21:00,Grêmio Barueri,-,Guaratinguetá,2:3 (1:1),,
562,,21:00,Ipatinga FC,-,América MG,1:0 (0:0),,
563,24.08.2012,21:00,Ceará SC,-,EC Vitória BA,1:3 (1:1),,
564,25.08.2012,16:00,Joinville EC,-,Goiás EC,1:0 (1:0),,
565,,16:00,São Caetano,-,Guarani FC,1:2 (1:0),,
566,,16:00,Paraná Clube,-,Atlético Paranaense,1:2 (1:2),,
567,,16:20,América RN,-,ABC FC,1:0 (1:0),,
568,,16:20,CR Brasil,-,ASA,0:1 (0:1),,
569,,21:00,Boa EC,-,Bragantino,3:0 (2:0),,
570,28.08.2012,19:30,Avaí FC,-,Boa EC,2:1 (0:1),,
571,,19:30,Guarani FC,-,Paraná Clube,0:0 (0:0),,
572,,19:30,EC Vitória BA,-,Grêmio Barueri,1:0 (0:0),,
573,,19:30,Atlético Paranaense,-,Joinville EC,1:1 (1:1),,
574,,19:30,Bragantino,-,CR Brasil,0:2 (0:0),,
575,,21:50,Goiás EC,-,América RN,1:0 (0:0),,
576,,21:50,Guaratinguetá,-,Criciúma EC,2:1 (1:0),,
577,,21:50,América MG,-,Ceará SC,1:3 (0:1),,
578,,21:50,ABC FC,-,Ipatinga FC,2:2 (1:1),,
579,,21:50,ASA,-,São Caetano,4:1 (1:1),,
580,31.08.2012,19:30,Criciúma EC,-,Bragantino,3:2 (1:0),,
581,,19:30,Boa EC,-,Guarani FC,1:2 (0:2),,
582,,21:00,Grêmio Barueri,-,ASA,1:0 (1:0),,
583,,21:00,Ceará SC,-,Guaratinguetá,1:1 (0:0),,
584,,21:50,Ipatinga FC,-,Atlético Paranaense,1:1 (0:0),,
585,01.09.2012,16:00,Joinville EC,-,ABC FC,0:0 (0:0),,
586,,16:00,São Caetano,-,Avaí FC,1:0 (1:0),,
587,,16:00,Paraná Clube,-,Goiás EC,1:3 (1:2),,
588,,16:00,América RN,-,EC Vitória BA,2:2 (1:1),,
589,,21:00,CR Brasil,-,América MG,0:1 (0:1),,
590,04.09.2012,15:00,Atlético Paranaense,-,Boa EC,2:1 (0:1),,
591,,19:30,Avaí FC,-,América RN,2:2 (2:1),,
592,,19:30,Guarani FC,-,Joinville EC,2:1 (0:1),,
593,,19:30,América MG,-,Paraná Clube,0:0 (0:0),,
594,,19:30,EC Vitória BA,-,Criciúma EC,2:2 (2:2),,
595,,21:50,Goiás EC,-,Ceará SC,0:0 (0:0),,
596,,21:50,Guaratinguetá,-,CR Brasil,1:2 (1:2),,
597,,21:50,ABC FC,-,Grêmio Barueri,2:1 (1:1),,
598,,21:50,Bragantino,-,São Caetano,2:3 (1:1),,
599,,21:50,ASA,-,Ipatinga FC,3:0 (0:0),,
600,07.09.2012,19:30,Ceará SC,-,Guarani FC,1:0 (0:0),,
601,,19:30,Paraná Clube,-,Bragantino,2:0 (2:0),,
602,,19:30,América RN,-,Guaratinguetá,4:1 (1:1),,
603,,19:30,Boa EC,-,ASA,3:2 (3:1),,
604,,21:50,Grêmio Barueri,-,Atlético Paranaense,0:6 (0:4),,
605,08.09.2012,16:00,Joinville EC,-,Avaí FC,1:0 (0:0),,
606,,16:00,Criciúma EC,-,América MG,0:4 (0:2),,
607,,16:00,Ipatinga FC,-,EC Vitória BA,1:1 (0:0),,
608,,16:00,CR Brasil,-,Goiás EC,0:2 (0:1),,
609,,21:00,São Caetano,-,ABC FC,0:1 (0:0),,
610,11.09.2012,15:00,Atlético Paranaense,-,CR Brasil,4:1 (2:0),,
611,,19:30,Avaí FC,-,Ipatinga FC,2:1 (1:0),,
612,,19:30,Guaratinguetá,-,Paraná Clube,2:0 (1:0),,
613,,19:30,América MG,-,São Caetano,2:5 (2:2),,
614,,19:30,EC Vitória BA,-,Boa EC,3:2 (2:1),,
615,,19:30,ASA,-,Joinville EC,1:0 (0:0),,
616,,21:50,Goiás EC,-,Criciúma EC,1:0 (1:0),,
617,,21:50,Guarani FC,-,Grêmio Barueri,1:0 (1:0),,
618,,21:50,ABC FC,-,Ceará SC,0:1 (0:1),,
619,,21:50,Bragantino,-,América RN,1:0 (1:0),,
620,14.09.2012,19:30,Criciúma EC,-,ASA,2:1 (0:0),,
621,,19:30,Paraná Clube,-,Grêmio Barueri,1:1 (1:1),,
622,,21:00,Guaratinguetá,-,Bragantino,2:0 (1:0),,
623,,21:00,América RN,-,São Caetano,0:2 (0:1),,
624,,21:50,América MG,-,Avaí FC,1:0 (1:0),,
625,15.09.2012,16:00,Goiás EC,-,Atlético Paranaense,3:2 (2:0),,
626,,16:00,Guarani FC,-,EC Vitória BA,0:0 (0:0),,
627,,16:00,Ceará SC,-,Joinville EC,4:3 (2:2),,
628,,16:00,CR Brasil,-,ABC FC,3:3 (1:0),,
629,,21:00,Boa EC,-,Ipatinga FC,2:1 (2:0),,
630,18.09.2012,21:00,Bragantino,-,América MG,2:0 (0:0),,
631,21.09.2012,19:30,Avaí FC,-,Guaratinguetá,2:0 (0:0),,
632,,21:00,Joinville EC,-,Paraná Clube,3:1 (2:1),,
633,,21:00,ABC FC,-,Guarani FC,3:1 (0:0),,
634,22.09.2012,15:00,Atlético Paranaense,-,Ceará SC,2:1 (1:0),,
635,,16:00,São Caetano,-,CR Brasil,3:2 (2:0),,
636,,16:00,Grêmio Barueri,-,Boa EC,1:2 (1:1),,
637,,16:00,Ipatinga FC,-,Criciúma EC,2:3 (0:2),,
638,,16:00,EC Vitória BA,-,Goiás EC,3:1 (1:1),,
639,,21:00,ASA,-,América RN,0:2 (0:0),,
640,25.09.2012,19:30,ABC FC,-,ASA,1:1 (1:1),,
641,,21:00,Joinville EC,-,Boa EC,3:0 (0:0),,
642,,21:00,América MG,-,Grêmio Barueri,1:2 (1:1),,
643,28.09.2012,19:30,Paraná Clube,-,São Caetano,2:1 (2:1),,
644,,21:00,Guaratinguetá,-,Goiás EC,0:3 (0:2),,
645,,21:00,CR Brasil,-,Criciúma EC,0:2 (0:1),,
646,29.09.2012,16:00,Avaí FC,-,EC Vitória BA,2:0 (1:0),,
647,,16:00,Guarani FC,-,América RN,0:0 (0:0),,
648,,16:00,Bragantino,-,Atlético Paranaense,2:1 (1:0),,
649,,21:00,Ceará SC,-,Ipatinga FC,1:1 (1:1),,
650,02.10.2012,19:30,ASA,-,Avaí FC,1:0 (1:0),,
651,,21:00,Goiás EC,-,Bragantino,1:0 (0:0),,
652,,21:00,São Caetano,-,Guaratinguetá,1:0 (0:0),,
653,05.10.2012,19:30,Grêmio Barueri,-,Joinville EC,1:1 (1:1),,
654,,19:30,Ipatinga FC,-,Guarani FC,0:0 (0:0),,
655,,19:30,América RN,-,CR Brasil,3:3 (1:0),,
656,,21:00,Criciúma EC,-,Ceará SC,2:1 (0:0),,
657,,21:00,Boa EC,-,Paraná Clube,2:1 (2:1),,
658,06.10.2012,14:00,Atlético Paranaense,-,América MG,5:4 (2:3),,
659,,16:00,EC Vitória BA,-,ABC FC,1:0 (0:0),,
660,09.10.2012,21:00,Joinville EC,-,São Caetano,0:0 (0:0),,
661,,21:00,Grêmio Barueri,-,Ipatinga FC,2:0 (1:0),,
662,,21:00,ASA,-,Guaratinguetá,3:1 (1:0),,
663,12.10.2012,21:00,Guarani FC,-,Bragantino,1:2 (0:2),,
664,,21:00,ABC FC,-,Atlético Paranaense,0:1 (0:1),,
665,13.10.2012,16:00,América MG,-,Goiás EC,1:2 (1:0),,
666,,16:00,Ceará SC,-,América RN,4:0 (1:0),,
667,,16:00,Paraná Clube,-,EC Vitória BA,3:1 (2:0),,
668,,16:00,Boa EC,-,Criciúma EC,0:4 (0:1),,
669,,21:00,Avaí FC,-,CR Brasil,1:0 (1:0),,
670,16.10.2012,15:00,Atlético Paranaense,-,Avaí FC,3:1 (2:1),,
671,,19:30,Goiás EC,-,Guarani FC,5:0 (2:0),,
672,,19:30,São Caetano,-,Ceará SC,2:0 (1:0),,
673,,19:30,EC Vitória BA,-,ASA,2:0 (0:0),,
674,,19:30,América RN,-,Paraná Clube,2:1 (1:0),,
675,,19:30,Bragantino,-,Grêmio Barueri,2:2 (1:0),,
676,,21:50,Criciúma EC,-,ABC FC,2:0 (1:0),,
677,,21:50,Guaratinguetá,-,América MG,1:2 (0:0),,
678,,21:50,Ipatinga FC,-,Joinville EC,1:0 (1:0),,
679,,21:50,CR Brasil,-,Boa EC,0:0 (0:0),,
680,19.10.2012,19:30,Grêmio Barueri,-,São Caetano,2:2 (2:2),,
681,,19:30,Ipatinga FC,-,América RN,4:0 (2:0),,
682,,19:30,ASA,-,Ceará SC,3:0 (1:0),,
683,,21:50,Avaí FC,-,Goiás EC,1:4 (0:3),,
684,20.10.2012,16:00,Joinville EC,-,CR Brasil,3:1 (1:1),,
685,,16:00,Guarani FC,-,América MG,0:3 (0:1),,
686,,16:00,EC Vitória BA,-,Atlético Paranaense,0:2 (0:0),,
687,,16:00,Paraná Clube,-,Criciúma EC,1:1 (1:1),,
688,,16:00,ABC FC,-,Bragantino,1:0 (0:0),,
689,,21:00,Boa EC,-,Guaratinguetá,0:1 (0:0),,
690,23.10.2012,14:00,Atlético Paranaense,-,Guarani FC,1:1 (0:0),,
691,,18:30,Goiás EC,-,ASA,4:0 (0:0),,
692,,18:30,Criciúma EC,-,Grêmio Barueri,3:4 (0:3),,
693,,18:30,São Caetano,-,Ipatinga FC,1:1 (0:1),,
694,,18:30,América RN,-,Joinville EC,3:1 (2:0),,
695,,18:30,CR Brasil,-,EC Vitória BA,0:1 (0:0),,
696,,20:50,Guaratinguetá,-,ABC FC,2:1 (1:0),,
697,,20:50,América MG,-,Boa EC,3:2 (1:2),,
698,,20:50,Ceará SC,-,Paraná Clube,0:1 (0:1),,
699,,20:50,Bragantino,-,Avaí FC,1:0 (0:0),,
700,26.10.2012,18:30,EC Vitória BA,-,São Caetano,0:1 (0:1),,
701,,18:30,ABC FC,-,Goiás EC,3:2 (0:1),,
702,,20:00,Grêmio Barueri,-,América RN,2:3 (1:1),,
703,,20:00,Boa EC,-,Ceará SC,1:0 (1:0),,
704,,20:50,Avaí FC,-,Paraná Clube,3:1 (3:1),,
705,27.10.2012,13:00,Atlético Paranaense,-,Guaratinguetá,3:0 (1:0),,
706,,15:00,Joinville EC,-,América MG,2:2 (1:2),,
707,,15:00,Guarani FC,-,Criciúma EC,1:2 (0:0),,
708,,15:00,Ipatinga FC,-,CR Brasil,3:2 (1:1),,
709,,15:00,ASA,-,Bragantino,1:1 (1:1),,
710,30.10.2012,20:00,Goiás EC,-,Ipatinga FC,4:0 (1:0),,
711,,20:00,América MG,-,ASA,0:1 (0:0),,
712,,20:00,Paraná Clube,-,ABC FC,1:2 (0:0),,
713,02.11.2012,20:00,Guaratinguetá,-,Guarani FC,2:1 (2:1),,
714,,20:00,Ceará SC,-,Avaí FC,0:1 (0:0),,
715,,20:00,CR Brasil,-,Grêmio Barueri,2:1 (1:0),,
716,03.11.2012,15:20,Criciúma EC,-,Joinville EC,2:3 (0:1),,
717,,15:20,São Caetano,-,Atlético Paranaense,1:3 (0:2),,
718,,15:20,Bragantino,-,EC Vitória BA,3:0 (1:0),,
719,,20:00,América RN,-,Boa EC,4:4 (2:1),,
720,06.11.2012,15:00,Atlético Paranaense,-,América RN,1:1 (1:0),,
721,,18:30,Joinville EC,-,Guaratinguetá,2:1 (0:1),,
722,,18:30,Criciúma EC,-,São Caetano,0:2 (0:1),,
723,,18:30,Guarani FC,-,ASA,2:1 (0:0),,
724,,18:30,Grêmio Barueri,-,Ceará SC,0:0 (0:0),,
725,,20:50,Ipatinga FC,-,Bragantino,2:1 (2:1),,
726,,20:50,EC Vitória BA,-,América MG,5:3 (1:1),,
727,,20:50,ABC FC,-,Avaí FC,1:2 (0:2),,
728,,20:50,Boa EC,-,Goiás EC,2:2 (1:2),,
729,,20:50,CR Brasil,-,Paraná Clube,0:2 (0:0),,
730,09.11.2012,18:30,São Caetano,-,Boa EC,4:2 (2:2),,
731,,18:30,Bragantino,-,Joinville EC,1:0 (1:0),,
732,,20:50,Avaí FC,-,Guarani FC,1:0 (0:0),,
733,,20:50,ASA,-,Atlético Paranaense,2:3 (0:3),,
734,10.11.2012,15:20,Goiás EC,-,Grêmio Barueri,3:0 (1:0),,
735,,15:20,Guaratinguetá,-,EC Vitória BA,1:0 (1:0),,
736,,15:20,América RN,-,Criciúma EC,1:4 (0:2),,
737,,16:00,América MG,-,ABC FC,3:3 (1:0),,
738,,16:00,Paraná Clube,-,Ipatinga FC,2:0 (1:0),,
739,,20:00,Ceará SC,-,CR Brasil,1:2 (1:2),,
740,16.11.2012,20:00,Paraná Clube,-,ASA,2:0 (2:0),,
741,17.11.2012,15:20,Joinville EC,-,EC Vitória BA,1:1 (0:1),,
742,,15:20,Criciúma EC,-,Atlético Paranaense,0:0 (0:0),,
743,,15:20,São Caetano,-,Goiás EC,1:1 (0:0),,
744,,15:20,Grêmio Barueri,-,Avaí FC,2:0 (0:0),,
745,,15:20,Ipatinga FC,-,Guaratinguetá,2:3 (0:3),,
746,,15:20,Ceará SC,-,Bragantino,1:2 (1:1),,
747,,15:20,América RN,-,América MG,1:1 (1:0),,
748,,15:20,Boa EC,-,ABC FC,0:0 (0:0),,
749,,15:20,CR Brasil,-,Guarani FC,2:1 (0:1),,
750,23.11.2012,20:00,América MG,-,Ipatinga FC,3:1 (1:1),,
751,24.11.2012,15:20,Goiás EC,-,Joinville EC,2:1 (1:1),,
752,,15:20,Avaí FC,-,Criciúma EC,1:1 (1:0),,
753,,15:20,Guarani FC,-,São Caetano,1:2 (0:0),,
754,,15:20,Guaratinguetá,-,Grêmio Barueri,2:1 (2:0),,
755,,15:20,EC Vitória BA,-,Ceará SC,1:1 (1:0),,
756,,15:20,Atlético Paranaense,-,Paraná Clube,1:1 (1:0),,
757,,15:20,ABC FC,-,América RN,2:2 (0:0),,
758,,15:20,Bragantino,-,Boa EC,3:0 (1:0),,
759,,15:20,ASA,-,CR Brasil,2:4 (1:1),,
760,24.05.2013,19:30,Oeste FC,-,Avaí FC,1:1 (0:1),,
761,,19:30,São Caetano,-,Ceará SC,0:0 (0:0),,
762,,21:50,Boa EC,-,Chapecoense,1:4 (0:1),,
763,,21:50,Paysandu SC,-,ASA,1:1 (1:1),,
764,25.05.2013,16:20,Figueirense,-,América RN,3:2 (2:1),,
765,,16:20,Joinville EC,-,Bragantino,3:0 (2:0),,
766,,16:20,Icasa,-,Sport Club Recife,2:1 (1:0),,
767,,16:20,SE Palmeiras,-,Atlético GO,1:0 (0:0),,
768,,21:00,ABC FC,-,Paraná Clube,0:2 (0:2),,
769,,21:00,Guaratinguetá,-,América MG,1:0 (1:0),,
770,28.05.2013,15:00,Paraná Clube,-,São Caetano,0:0 (0:0),,
771,,19:30,Avaí FC,-,Guaratinguetá,2:1 (2:0),,
772,,19:30,Ceará SC,-,Paysandu SC,1:0 (0:0),,
773,,19:30,América RN,-,Icasa,1:1 (1:1),,
