,Data,Hora,Home,S,Away,Res,,
774,,19:30,Paysandu SC,-,Paraná Clube,2:0 (0:0),,
775,,21:50,Joinville EC,-,América RN,3:1 (3:0),,
776,,21:50,Icasa,-,América MG,1:2 (0:1),,
777,,21:50,ABC FC,-,Bragantino,1:1 (1:1),,
778,,21:50,São Caetano,-,Atlético GO,4:2 (2:0),,
779,,21:50,Guaratinguetá,-,Sport Club Recife,1:4 (1:0),,
780,07.06.2013,19:30,ASA,-,Icasa,3:1 (2:1),,
781,,19:30,América MG,-,Oeste FC,4:3 (3:0),,
782,,19:30,Atlético GO,-,Paysandu SC,1:0 (1:0),,
783,,21:50,Avaí FC,-,Joinville EC,0:2 (0:2),,
784,,21:50,Chapecoense,-,ABC FC,5:1 (4:0),,
785,,21:50,América RN,-,Guaratinguetá,2:2 (1:0),,
786,08.06.2013,16:20,Paraná Clube,-,Figueirense,1:0 (1:0),,
787,,16:20,Sport Club Recife,-,SE Palmeiras,1:0 (0:0),,
788,,21:00,Ceará SC,-,Boa EC,2:2 (1:0),,
789,,21:00,Bragantino,-,São Caetano,1:0 (0:0),,
790,11.06.2013,19:30,Oeste FC,-,São Caetano,0:3 (0:2),,
791,,19:30,Chapecoense,-,Paysandu SC,3:2 (1:0),,
792,,19:30,Ceará SC,-,Figueirense,1:1 (1:1),,
793,,19:30,Guaratinguetá,-,Joinville EC,1:3 (0:2),,
794,,19:30,Sport Club Recife,-,Bragantino,0:2 (0:1),,
795,,21:50,Boa EC,-,ABC FC,1:0 (1:0),,
796,,21:50,Avaí FC,-,América MG,1:2 (1:0),,
797,,21:50,América RN,-,SE Palmeiras,0:2 (0:1),,
798,,21:50,Paraná Clube,-,ASA,1:0 (0:0),,
799,,21:50,Atlético GO,-,Icasa,0:3 (0:0),,
800,02.07.2013,21:00,Bragantino,-,América RN,0:1 (0:1),,
801,,21:00,Paysandu SC,-,Guaratinguetá,4:3 (3:2),,
802,05.07.2013,21:00,ASA,-,Chapecoense,0:2 (0:0),,
803,,21:00,América MG,-,Paraná Clube,2:2 (1:1),,
804,06.07.2013,16:20,Joinville EC,-,Sport Club Recife,2:3 (0:1),,
805,,16:20,ABC FC,-,Atlético GO,0:1 (0:0),,
806,,16:20,SE Palmeiras,-,Oeste FC,4:0 (2:0),,
807,,16:20,São Caetano,-,Avaí FC,0:0 (0:0),,
808,,21:00,Figueirense,-,Boa EC,3:0 (0:0),,
809,,21:00,Icasa,-,Ceará SC,1:0 (0:0),,
810,09.07.2013,19:30,Paysandu SC,-,São Caetano,2:2 (0:0),,
811,,21:00,Oeste FC,-,Boa EC,0:0 (0:0),,
812,12.07.2013,21:00,SE Palmeiras,-,ABC FC,4:1 (2:0),,
813,,21:00,Atlético GO,-,Figueirense,2:3 (1:1),,
814,13.07.2013,16:20,América MG,-,Bragantino,2:2 (1:1),,
815,,16:20,Avaí FC,-,Paraná Clube,2:2 (0:2),,
816,,16:20,Joinville EC,-,Chapecoense,2:2 (2:0),,
817,,16:20,América RN,-,Sport Club Recife,2:4 (1:2),,
818,,21:00,Ceará SC,-,ASA,4:1 (2:0),,
819,,21:00,Guaratinguetá,-,Icasa,3:0 (2:0),,
820,16.07.2013,21:00,Icasa,-,Oeste FC,0:3 (0:0),,
821,,21:00,Sport Club Recife,-,Avaí FC,2:0 (1:0),,
822,19.07.2013,21:00,Paraná Clube,-,América RN,4:0 (2:0),,
823,,21:00,São Caetano,-,Guaratinguetá,0:1 (0:1),,
824,20.07.2013,16:20,Boa EC,-,Paysandu SC,1:0 (1:0),,
825,,16:20,Figueirense,-,SE Palmeiras,2:3 (1:0),,
826,,16:20,Bragantino,-,Ceará SC,2:0 (1:0),,
827,,21:00,ASA,-,Atlético GO,0:1 (0:1),,
828,,21:00,ABC FC,-,Joinville EC,0:0 (0:0),,
829,20.08.2013,21:00,Chapecoense,-,América MG,2:0 (1:0),,
830,23.07.2013,21:00,ASA,-,Bragantino,2:1 (1:1),,
831,,21:00,Icasa,-,Joinville EC,2:1 (1:0),,
832,26.07.2013,21:00,Atlético GO,-,América RN,0:1 (0:0),,
833,,21:00,Sport Club Recife,-,Oeste FC,2:0 (2:0),,
834,27.07.2013,16:20,Boa EC,-,América MG,1:1 (1:1),,
835,,16:20,Chapecoense,-,Avaí FC,3:1 (2:0),,
836,,16:20,Paraná Clube,-,Ceará SC,3:0 (2:0),,
837,,16:20,Guaratinguetá,-,SE Palmeiras,1:1 (0:1),,
838,,21:00,Figueirense,-,São Caetano,3:1 (1:0),,
839,,21:00,ABC FC,-,Paysandu SC,3:0 (1:0),,
840,30.07.2013,19:30,Oeste FC,-,Guaratinguetá,1:0 (0:0),,
841,,19:30,Avaí FC,-,Atlético GO,1:0 (0:0),,
842,,19:30,Joinville EC,-,Boa EC,2:3 (2:2),,
843,,19:30,Ceará SC,-,Chapecoense,3:1 (3:1),,
844,,19:30,América RN,-,ASA,2:0 (2:0),,
845,,21:50,América MG,-,Sport Club Recife,5:0 (1:0),,
846,,21:50,SE Palmeiras,-,Icasa,4:0 (1:0),,
847,,21:50,São Caetano,-,ABC FC,2:1 (2:0),,
848,,21:50,Bragantino,-,Paraná Clube,0:0 (0:0),,
849,,21:50,Paysandu SC,-,Figueirense,2:1 (1:1),,
850,02.08.2013,19:30,América RN,-,Boa EC,0:0 (0:0),,
851,,19:30,SE Palmeiras,-,Bragantino,2:1 (1:0),,
852,,21:50,Oeste FC,-,ASA,1:2 (1:0),,
853,,21:50,América MG,-,Ceará SC,2:2 (1:0),,
854,03.08.2013,16:20,Avaí FC,-,Paysandu SC,2:0 (1:0),,
855,,16:20,Joinville EC,-,Figueirense,3:1 (0:0),,
856,,16:20,Icasa,-,São Caetano,3:2 (0:2),,
857,,16:20,Sport Club Recife,-,Chapecoense,1:2 (0:0),,
858,,21:00,Atlético GO,-,Paraná Clube,0:2 (0:0),,
859,,21:00,Guaratinguetá,-,ABC FC,3:1 (1:1),,
860,06.08.2013,19:30,ASA,-,Sport Club Recife,2:4 (1:1),,
861,,19:30,Figueirense,-,Icasa,3:0 (1:0),,
862,,19:30,Chapecoense,-,Atlético GO,3:0 (0:0),,
863,,19:30,Ceará SC,-,América RN,2:1 (2:0),,
864,,19:30,São Caetano,-,SE Palmeiras,1:2 (1:0),,
865,,21:50,Boa EC,-,Guaratinguetá,2:0 (0:0),,
866,,21:50,ABC FC,-,Oeste FC,0:0 (0:0),,
867,,21:50,Paraná Clube,-,Joinville EC,1:1 (1:0),,
868,,21:50,Bragantino,-,Avaí FC,1:1 (1:1),,
869,,21:50,Paysandu SC,-,América MG,0:2 (0:1),,
870,09.08.2013,19:30,ASA,-,América MG,2:0 (2:0),,
871,,19:30,Ceará SC,-,Atlético GO,0:1 (0:1),,
872,,21:50,Boa EC,-,Icasa,1:0 (1:0),,
873,,21:50,Paysandu SC,-,Joinville EC,2:1 (2:0),,
874,10.08.2013,16:20,Figueirense,-,Avaí FC,1:3 (1:2),,
875,,16:20,América RN,-,ABC FC,0:0 (0:0),,
876,,16:20,SE Palmeiras,-,Paraná Clube,2:1 (0:1),,
877,,16:20,São Caetano,-,Sport Club Recife,2:1 (1:0),,
878,,21:00,Bragantino,-,Oeste FC,2:0 (1:0),,
879,11.08.2013,16:00,Chapecoense,-,Guaratinguetá,1:0 (0:0),,
880,13.08.2013,19:30,Oeste FC,-,Paysandu SC,1:0 (1:0),,
881,,19:30,América MG,-,São Caetano,2:1 (1:0),,
882,,19:30,Avaí FC,-,ASA,2:0 (0:0),,
883,,19:30,Paraná Clube,-,Boa EC,3:1 (2:1),,
884,,19:30,Sport Club Recife,-,Ceará SC,2:1 (2:0),,
885,,21:50,Joinville EC,-,SE Palmeiras,0:1 (0:1),,
886,,21:50,Icasa,-,ABC FC,2:1 (2:1),,
887,,21:50,Atlético GO,-,Bragantino,0:1 (0:1),,
888,14.08.2013,19:30,Guaratinguetá,-,Figueirense,1:1 (0:1),,
889,27.08.2013,21:00,América RN,-,Chapecoense,0:1 (0:0),,
890,16.08.2013,19:30,Avaí FC,-,Ceará SC,1:1 (1:0),,
891,,19:30,São Caetano,-,Boa EC,0:1 (0:0),,
892,,21:50,Oeste FC,-,Joinville EC,0:2 (0:1),,
893,,21:50,Sport Club Recife,-,Atlético GO,3:2 (2:0),,
894,17.08.2013,16:20,América MG,-,América RN,1:1 (1:1),,
895,,16:20,Chapecoense,-,Paraná Clube,2:2 (0:1),,
896,,16:20,ABC FC,-,Figueirense,3:2 (1:1),,
897,,16:20,SE Palmeiras,-,Paysandu SC,3:2 (0:1),,
898,,21:00,Icasa,-,Bragantino,4:1 (1:1),,
899,,21:00,Guaratinguetá,-,ASA,2:1 (0:0),,
900,20.08.2013,19:30,Ceará SC,-,Guaratinguetá,2:0 (0:0),,
901,,21:00,ASA,-,ABC FC,4:0 (2:0),,
902,23.08.2013,21:00,Joinville EC,-,São Caetano,1:0 (1:0),,
903,,21:00,América RN,-,Avaí FC,2:3 (2:0),,
904,24.08.2013,16:20,Boa EC,-,SE Palmeiras,1:0 (1:0),,
905,,16:20,Paraná Clube,-,Sport Club Recife,1:0 (0:0),,
906,,16:20,Atlético GO,-,América MG,1:1 (1:1),,
907,,16:20,Bragantino,-,Chapecoense,1:0 (1:0),,
908,,21:00,Figueirense,-,Oeste FC,3:0 (3:0),,
909,,21:00,Paysandu SC,-,Icasa,1:2 (0:0),,
910,27.08.2013,21:00,ASA,-,Figueirense,3:1 (1:0),,
911,,21:50,América MG,-,Joinville EC,0:2 (0:0),,
912,30.08.2013,21:00,Avaí FC,-,ABC FC,2:0 (1:0),,
913,,21:00,Atlético GO,-,Oeste FC,4:0 (2:0),,
914,31.08.2013,16:20,Chapecoense,-,Icasa,1:2 (1:1),,
915,,16:20,América RN,-,São Caetano,2:1 (1:1),,
916,,16:20,Paraná Clube,-,Guaratinguetá,4:0 (2:0),,
917,,16:20,Bragantino,-,Paysandu SC,0:0 (0:0),,
918,,21:00,Ceará SC,-,SE Palmeiras,2:2 (1:1),,
919,,21:00,Sport Club Recife,-,Boa EC,2:2 (1:1),,
920,03.09.2013,19:30,Oeste FC,-,América RN,4:1 (2:1),,
921,,19:30,Boa EC,-,Avaí FC,0:0 (0:0),,
922,,19:30,Figueirense,-,Bragantino,2:1 (2:0),,
923,,19:30,Joinville EC,-,Ceará SC,1:1 (0:0),,
924,,19:30,Icasa,-,Paraná Clube,0:3 (0:0),,
925,,21:50,ABC FC,-,América MG,2:1 (0:0),,
926,,21:50,SE Palmeiras,-,Chapecoense,0:0 (0:0),,
927,,21:50,São Caetano,-,ASA,3:0 (1:0),,
928,,21:50,Guaratinguetá,-,Atlético GO,2:0 (1:0),,
929,,21:50,Paysandu SC,-,Sport Club Recife,2:0 (1:0),,
930,06.09.2013,19:30,Avaí FC,-,Oeste FC,2:2 (1:1),,
931,,19:30,América RN,-,Figueirense,2:0 (0:0),,
932,,19:30,Ceará SC,-,São Caetano,4:2 (2:0),,
933,,21:50,Chapecoense,-,Boa EC,1:0 (0:0),,
934,,21:50,Bragantino,-,Joinville EC,1:2 (1:0),,
935,,21:50,América MG,-,Guaratinguetá,1:0 (0:0),,
936,,21:50,ASA,-,Paysandu SC,1:1 (0:1),,
937,07.09.2013,18:15,Atlético GO,-,SE Palmeiras,1:3 (0:2),,
938,,21:00,Sport Club Recife,-,Icasa,0:2 (0:2),,
939,,21:00,Paraná Clube,-,ABC FC,1:0 (1:0),,
940,09.09.2013,19:00,Figueirense,-,América MG,1:2 (1:2),,
941,,21:50,Boa EC,-,Bragantino,0:0 (0:0),,
942,10.09.2013,16:20,Guaratinguetá,-,Avaí FC,1:0 (0:0),,
943,,16:20,Oeste FC,-,Chapecoense,1:0 (0:0),,
944,,16:20,São Caetano,-,Paraná Clube,2:1 (0:0),,
945,,19:00,Paysandu SC,-,Ceará SC,2:1 (1:0),,
946,,19:30,SE Palmeiras,-,ASA,3:0 (1:0),,
947,,19:30,Icasa,-,América RN,1:1 (0:0),,
948,,19:30,Joinville EC,-,Atlético GO,2:1 (0:0),,
949,,19:30,ABC FC,-,Sport Club Recife,4:2 (0:0),,
950,13.09.2013,19:30,Paraná Clube,-,Oeste FC,1:2 (0:2),,
951,,19:30,Atlético GO,-,Boa EC,3:1 (0:1),,
952,,19:30,ASA,-,Joinville EC,0:1 (0:0),,
953,,21:50,Chapecoense,-,São Caetano,6:2 (4:1),,
954,14.09.2013,16:20,Sport Club Recife,-,Figueirense,1:0 (1:0),,
955,,16:20,Avaí FC,-,Icasa,3:1 (1:1),,
956,,16:20,Ceará SC,-,ABC FC,4:0 (2:0),,
957,,16:20,América MG,-,SE Palmeiras,1:1 (1:1),,
958,,21:00,Guaratinguetá,-,Bragantino,1:0 (0:0),,
959,,21:00,América RN,-,Paysandu SC,3:0 (1:0),,
960,17.09.2013,19:30,Ceará SC,-,Oeste FC,1:0 (0:0),,
961,,19:30,América MG,-,Icasa,1:2 (1:0),,
962,,19:30,Atlético GO,-,São Caetano,1:1 (1:0),,
963,,19:30,Sport Club Recife,-,Guaratinguetá,1:0 (0:0),,
964,,21:50,ASA,-,Boa EC,0:1 (0:0),,
965,,21:50,América RN,-,Joinville EC,1:1 (1:0),,
966,,21:50,Bragantino,-,ABC FC,2:1 (2:0),,
967,,21:50,Avaí FC,-,SE Palmeiras,2:4 (1:1),,
968,,21:50,Paraná Clube,-,Paysandu SC,3:1 (2:0),,
969,22.10.2013,18:30,Chapecoense,-,Figueirense,1:1,,
970,20.09.2013,19:30,Icasa,-,ASA,5:2 (3:1),,
971,,19:30,Oeste FC,-,América MG,1:1 (0:1),,
972,,19:30,São Caetano,-,Bragantino,0:1 (0:0),,
973,,21:50,Joinville EC,-,Avaí FC,1:2 (0:1),,
974,21.09.2013,16:20,ABC FC,-,Chapecoense,2:0 (1:0),,
975,,16:20,Boa EC,-,Ceará SC,1:2 (1:1),,
976,,16:20,Figueirense,-,Paraná Clube,1:0 (0:0),,
977,,16:20,SE Palmeiras,-,Sport Club Recife,2:1 (1:0),,
978,,21:00,Guaratinguetá,-,América RN,2:0 (2:0),,
979,,21:00,Paysandu SC,-,Atlético GO,0:0 (0:0),,
980,24.09.2013,19:30,Paysandu SC,-,Chapecoense,2:1 (2:0),,
981,,19:30,Figueirense,-,Ceará SC,2:1 (0:1),,
982,27.09.2013,19:30,São Caetano,-,Oeste FC,2:2 (2:2),,
983,,19:30,Joinville EC,-,Guaratinguetá,1:1 (1:0),,
984,28.09.2013,16:20,América MG,-,Avaí FC,0:0 (0:0),,
985,,16:20,SE Palmeiras,-,América RN,0:0 (0:0),,
986,,16:20,Icasa,-,Atlético GO,0:0 (0:0),,
987,,16:20,Bragantino,-,Sport Club Recife,1:2 (1:1),,
988,,21:00,ABC FC,-,Boa EC,3:1 (1:1),,
989,,21:00,ASA,-,Paraná Clube,1:4 (1:2),,
990,01.10.2013,19:30,Chapecoense,-,ASA,4:0 (1:0),,
991,,19:30,Sport Club Recife,-,Joinville EC,3:2 (1:1),,
992,,19:30,Ceará SC,-,Icasa,1:0 (0:0),,
993,,19:30,Atlético GO,-,ABC FC,0:1 (0:0),,
994,,19:30,Guaratinguetá,-,Paysandu SC,1:1 (0:0),,
995,,21:50,Paraná Clube,-,América MG,0:1 (0:1),,
996,,21:50,Boa EC,-,Figueirense,0:2 (0:1),,
997,,21:50,Oeste FC,-,SE Palmeiras,0:2 (0:1),,
998,,21:50,Avaí FC,-,São Caetano,2:1 (0:0),,
999,,21:50,América RN,-,Bragantino,0:2 (0:2),,
1000,04.10.2013,19:30,Boa EC,-,Oeste FC,0:4 (0:1),,
1001,,19:30,Sport Club Recife,-,América RN,3:0 (1:0),,
1002,,19:30,Icasa,-,Guaratinguetá,3:2 (3:0),,
1003,,21:50,Paraná Clube,-,Avaí FC,0:1 (0:0),,
1004,05.10.2013,16:20,Chapecoense,-,Joinville EC,2:1 (0:0),,
1005,,16:20,ASA,-,Ceará SC,2:3 (1:1),,
1006,,16:20,ABC FC,-,SE Palmeiras,3:2 (2:2),,
1007,,16:20,Figueirense,-,Atlético GO,1:1 (0:1),,
1008,,21:00,Bragantino,-,América MG,0:1 (0:0),,
1009,,21:00,São Caetano,-,Paysandu SC,3:1 (0:0),,
1010,08.10.2013,19:30,Atlético GO,-,ASA,5:1 (3:0),,
1011,,19:30,SE Palmeiras,-,Figueirense,4:0 (1:0),,
1012,,19:30,América MG,-,Chapecoense,1:1 (1:0),,
1013,,19:30,Oeste FC,-,Icasa,0:0 (0:0),,
1014,,19:30,Guaratinguetá,-,São Caetano,3:2 (0:1),,
1015,,21:50,Paysandu SC,-,Boa EC,0:0 (0:0),,
1016,,21:50,Joinville EC,-,ABC FC,1:2 (0:1),,
1017,,21:50,América RN,-,Paraná Clube,4:1 (3:1),,
1018,,21:50,Ceará SC,-,Bragantino,5:3 (3:1),,
1019,,21:50,Avaí FC,-,Sport Club Recife,1:0 (0:0),,
1020,11.10.2013,19:30,América MG,-,Boa EC,0:0,,
1021,,19:30,Joinville EC,-,Icasa,0:0,,
1022,,21:50,SE Palmeiras,-,Guaratinguetá,1:0,,
1023,12.10.2013,16:15,Oeste FC,-,Sport Club Recife,0:3,,
1024,,16:20,Avaí FC,-,Chapecoense,1:2,,
1025,,16:20,Ceará SC,-,Paraná Clube,1:1,,
1026,,16:20,América RN,-,Atlético GO,2:1,,
1027,,21:00,Bragantino,-,ASA,2:0,,
1028,,21:00,São Caetano,-,Figueirense,0:2,,
1029,22.10.2013,18:30,Paysandu SC,-,ABC FC,1:0,,
1030,15.10.2013,19:30,Guaratinguetá,-,Oeste FC,0:0,,
1031,,19:30,Sport Club Recife,-,América MG,1:3,,
1032,,19:30,Boa EC,-,Joinville EC,1:0,,
1033,,19:30,Chapecoense,-,Ceará SC,1:1,,
1034,,19:30,ASA,-,América RN,1:2,,
1035,,21:50,Icasa,-,SE Palmeiras,1:0,,
1036,,21:50,ABC FC,-,São Caetano,2:0,,
1037,,21:50,Paraná Clube,-,Bragantino,1:0,,
1038,,21:50,Figueirense,-,Paysandu SC,3:2,,
1039,29.10.2013,20:50,Atlético GO,-,Avaí FC,2:1,,
1040,18.10.2013,19:30,ASA,-,Oeste FC,3:0,,
1041,,19:30,Paysandu SC,-,Avaí FC,0:2,,
1042,,19:30,Boa EC,-,América RN,3:2,,
1043,,21:50,Ceará SC,-,América MG,1:1,,
1044,19.10.2013,16:20,Figueirense,-,Joinville EC,0:1,,
1045,,16:20,Bragantino,-,SE Palmeiras,0:2,,
1046,,16:20,ABC FC,-,Guaratinguetá,2:4,,
1047,,16:20,Chapecoense,-,Sport Club Recife,0:0,,
1048,,21:00,São Caetano,-,Icasa,2:1,,
1049,22.10.2013,20:00,Paraná Clube,-,Atlético GO,1:1,,
1050,25.10.2013,18:30,Icasa,-,Figueirense,1:0,,
1051,,18:30,Atlético GO,-,Chapecoense,0:0,,
1052,,20:50,Avaí FC,-,Bragantino,3:0,,
1053,26.10.2013,15:20,Sport Club Recife,-,ASA,4:2,,
1054,,15:20,América RN,-,Ceará SC,1:0,,
1055,,15:20,Oeste FC,-,ABC FC,2:1,,
1056,,15:20,Joinville EC,-,Paraná Clube,1:0,,
1057,,15:20,SE Palmeiras,-,São Caetano,0:0,,
1058,,20:00,Guaratinguetá,-,Boa EC,0:0,,
1059,29.10.2013,20:00,América MG,-,Paysandu SC,0:1,,
1060,01.11.2013,18:30,Joinville EC,-,Paysandu SC,4:2,,
1061,,20:00,América MG,-,ASA,1:0,,
1062,,20:00,Icasa,-,Boa EC,1:0,,
1063,,20:50,Atlético GO,-,Ceará SC,1:3,,
1064,02.11.2013,15:20,Guaratinguetá,-,Chapecoense,0:0,,
1065,,15:20,Paraná Clube,-,SE Palmeiras,1:1,,
1066,,16:20,ABC FC,-,América RN,3:3,,
1067,,16:20,Sport Club Recife,-,São Caetano,3:0,,
1068,,20:00,Oeste FC,-,Bragantino,2:0,,
1069,03.11.2013,16:00,Avaí FC,-,Figueirense,0:4,,
1070,05.11.2013,20:00,São Caetano,-,América MG,1:1,,
1071,,20:00,Chapecoense,-,América RN,0:0,,
1072,08.11.2013,18:30,Bragantino,-,Atlético GO,2:0,,
1073,,20:00,ASA,-,Avaí FC,1:0,,
1074,,20:50,Boa EC,-,Paraná Clube,3:2,,
1075,09.11.2013,15:20,SE Palmeiras,-,Joinville EC,3:0,,
1076,,16:20,Paysandu SC,-,Oeste FC,3:3,,
1077,,16:20,ABC FC,-,Icasa,1:0,,
1078,,16:20,Ceará SC,-,Sport Club Recife,4:1,,
1079,,20:00,Figueirense,-,Guaratinguetá,2:1,,
1080,12.11.2013,18:30,Joinville EC,-,Oeste FC,1:1,,
1081,,18:30,Paraná Clube,-,Chapecoense,0:1,,
1082,,18:30,Bragantino,-,Icasa,1:2,,
1083,,18:30,Figueirense,-,ABC FC,2:0,,
1084,,18:30,Boa EC,-,São Caetano,1:0,,
1085,,20:50,América RN,-,América MG,2:2,,
1086,,20:50,Ceará SC,-,Avaí FC,2:1,,
1087,,20:50,Paysandu SC,-,SE Palmeiras,1:0,,
1088,,20:50,ASA,-,Guaratinguetá,2:1,,
1089,,20:50,Atlético GO,-,Sport Club Recife,2:1,,
1090,15.11.2013,16:00,Guaratinguetá,-,Ceará SC,0:1,,
1091,,18:30,ABC FC,-,ASA,4:1,,
1092,,20:50,Icasa,-,Paysandu SC,2:1,,
1093,16.11.2013,15:20,SE Palmeiras,-,Boa EC,3:0,,
1094,,15:20,Chapecoense,-,Bragantino,1:1,,
1095,,16:20,Avaí FC,-,América RN,0:1,,
1096,,16:20,Sport Club Recife,-,Paraná Clube,2:0,,
1097,,16:20,América MG,-,Atlético GO,3:0,,
1098,,20:00,Oeste FC,-,Figueirense,2:2,,
1099,,20:00,São Caetano,-,Joinville EC,3:2,,
1100,22.11.2013,18:30,Figueirense,-,ASA,2:0,,
1101,,20:50,Joinville EC,-,América MG,2:1,,
1102,23.11.2013,15:20,Icasa,-,Chapecoense,1:2,,
1103,,16:15,Oeste FC,-,Atlético GO,2:4,,
1104,,16:20,ABC FC,-,Avaí FC,1:0,,
1105,,16:20,SE Palmeiras,-,Ceará SC,4:1,,
1106,,16:20,Guaratinguetá,-,Paraná Clube,3:4,,
1107,,16:20,Paysandu SC,-,Bragantino,0:1,,
1108,,16:20,Boa EC,-,Sport Club Recife,2:3,,
1109,,20:00,São Caetano,-,América RN,2:2,,
1110,18.04.2014,19:30,Sampaio Corrêa FC,-,Paraná Clube,0:2 (0:0),,
1111,,19:30,Joinville EC,-,Portuguesa (SP),3:0,,
1112,,19:30,Vila Nova FC GO,-,Luverdense,0:0 (0:0),,
1113,,21:50,Ponte Preta,-,Icasa,1:1 (0:1),,
1114,19.04.2014,16:20,Bragantino,-,Clube Náutico,2:2 (1:0),,
1115,,16:20,Vasco da Gama,-,América MG,1:1 (0:0),,
1116,,16:20,Santa Cruz FC,-,ABC FC,1:1 (1:0),,
1117,,16:20,Boa EC,-,Atlético GO,1:1 (1:1),,
1118,,21:00,Ceará SC,-,Oeste FC,1:0 (1:0),,
1119,,21:00,América RN,-,Avaí FC,3:1 (2:1),,
1120,22.04.2014,21:50,Avaí FC,-,Bragantino,1:2 (1:1),,
1121,25.04.2014,19:30,Icasa,-,Sampaio Corrêa FC,0:3 (0:2),,
1122,,21:00,Paraná Clube,-,Joinville EC,2:3 (2:2),,
1123,26.04.2014,16:20,Oeste FC,-,América RN,2:1 (0:0),,
1124,,16:20,Portuguesa (SP),-,Santa Cruz FC,1:1 (0:0),,
1125,,16:20,Clube Náutico,-,Vila Nova FC GO,2:0 (1:0),,
1126,,16:20,Luverdense,-,Vasco da Gama,2:1 (1:0),,
1127,,16:20,Atlético GO,-,Ponte Preta,2:2 (1:1),,
1128,,21:00,ABC FC,-,Boa EC,1:0 (1:0),,
1129,,21:00,América MG,-,Ceará SC,3:0 (2:0),,
1130,29.04.2014,21:50,Bragantino,-,Portuguesa (SP),2:2 (0:0),,
1131,02.05.2014,19:30,Joinville EC,-,Icasa,2:1 (2:0),,
1132,,21:00,Santa Cruz FC,-,Paraná Clube,1:1 (1:1),,
1133,03.05.2014,16:20,Ponte Preta,-,Luverdense,2:2 (1:2),,
1134,,16:20,Vasco da Gama,-,Atlético GO,3:0 (1:0),,
1135,,16:20,Ceará SC,-,Clube Náutico,2:2 (0:1),,
1136,,16:20,América RN,-,ABC FC,0:2 (0:0),,
1137,,16:20,Boa EC,-,América MG,1:3 (1:1),,
1138,,21:00,Sampaio Corrêa FC,-,Oeste FC,2:2 (0:0),,
1139,,21:00,Vila Nova FC GO,-,Avaí FC,0:1 (0:0),,
1140,06.05.2014,21:50,Boa EC,-,Portuguesa (SP),2:1 (1:0),,
1141,09.05.2014,21:00,Vila Nova FC GO,-,Icasa,0:1 (0:1),,
1142,10.05.2014,16:20,Ponte Preta,-,ABC FC,2:1 (1:0),,
1143,,16:20,Vasco da Gama,-,Oeste FC,2:0 (0:0),,
1144,,16:20,Santa Cruz FC,-,Luverdense,0:0 (0:0),,
1145,,16:20,Joinville EC,-,Clube Náutico,1:0 (0:0),,
1146,,16:20,América RN,-,Atlético GO,3:3 (1:0),,
1147,,21:00,Bragantino,-,América MG,0:2 (0:1),,
1148,,21:00,Ceará SC,-,Paraná Clube,2:1 (1:0),,
1149,07.06.2014,16:20,Sampaio Corrêa FC,-,Avaí FC,1:1 (1:0),,
1150,13.05.2014,21:50,Oeste FC,-,Ponte Preta,1:1 (0:0),,
1151,16.05.2014,21:00,Paraná Clube,-,Boa EC,0:0 (0:0),,
1152,17.05.2014,16:20,Portuguesa (SP),-,América RN,1:2 (0:0),,
1153,,16:20,Icasa,-,Santa Cruz FC,1:1 (0:0),,
1154,,16:20,Avaí FC,-,Ceará SC,1:1 (0:0),,
1155,,16:20,ABC FC,-,Sampaio Corrêa FC,1:0 (1:0),,
1156,,16:20,América MG,-,Vila Nova FC GO,2:0 (2:0),,
1157,,21:00,Luverdense,-,Bragantino,2:0 (1:0),,
1158,,21:00,Atlético GO,-,Joinville EC,0:0 (0:0),,
1159,12.08.2014,21:00,Clube Náutico,-,Vasco da Gama,0:1 (0:1),,
1160,20.05.2014,19:30,Oeste FC,-,Santa Cruz FC,1:1 (1:1),,
1161,,19:30,Ponte Preta,-,Vila Nova FC GO,1:0 (1:0),,
1162,,19:30,Avaí FC,-,Paraná Clube,2:1 (0:0),,
1163,,19:30,Atlético GO,-,ABC FC,2:0 (2:0),,
1164,,19:30,América MG,-,Joinville EC,3:1 (1:0),,
1165,,21:50,Vasco da Gama,-,Sampaio Corrêa FC,1:1 (0:0),,
1166,,21:50,Clube Náutico,-,Portuguesa (SP),2:1 (0:1),,
1167,,21:50,Luverdense,-,Boa EC,4:2 (0:1),,
1168,,21:50,Icasa,-,Bragantino,3:0 (1:0),,
1169,,21:50,América RN,-,Ceará SC,0:1 (0:1),,
1170,23.05.2014,19:30,Bragantino,-,Oeste FC,3:0 (1:0),,
1171,,19:30,Santa Cruz FC,-,América MG,1:1 (0:0),,
1172,,19:30,Boa EC,-,Avaí FC,2:0 (0:0),,
1173,,21:50,Ceará SC,-,Ponte Preta,3:2 (1:1),,
1174,24.05.2014,16:20,Portuguesa (SP),-,Atlético GO,2:0 (0:0),,
1175,,16:20,Sampaio Corrêa FC,-,Luverdense,1:0 (1:0),,
1176,,16:20,Joinville EC,-,Vasco da Gama,0:0 (0:0),,
1177,,16:20,Vila Nova FC GO,-,América RN,1:3 (1:0),,
1178,,21:00,Paraná Clube,-,Clube Náutico,2:0 (1:0),,
1179,,21:00,ABC FC,-,Icasa,3:0 (1:0),,
1180,27.05.2014,19:30,Portuguesa (SP),-,Sampaio Corrêa FC,1:4 (0:2),,
1181,,19:30,Paraná Clube,-,Ponte Preta,1:2 (0:0),,
